index,,,,price,st,ed,type
10001534.SH,华夏上证50ETF期权1901认沽2.205,OP510050.SH,ETF期权,2.205,20181129,20190123,沽
10001535.SH,华夏上证50ETF期权1901认沽2.254,OP510050.SH,ETF期权,2.254,20181129,20190123,沽
10001536.SH,华夏上证50ETF期权1901认沽2.303,OP510050.SH,ETF期权,2.303,20181129,20190123,沽
10001537.SH,华夏上证50ETF期权1901认沽2.352,OP510050.SH,ETF期权,2.352,20181129,20190123,沽
10001538.SH,华夏上证50ETF期权1901认沽2.401,OP510050.SH,ETF期权,2.401,20181129,20190123,沽
10001539.SH,华夏上证50ETF期权1901认沽2.45,OP510050.SH,ETF期权,2.45,20181129,20190123,沽
10001540.SH,华夏上证50ETF期权1901认沽2.50,OP510050.SH,ETF期权,2.5,20181129,20190123,沽
10001541.SH,华夏上证50ETF期权1901认沽2.549,OP510050.SH,ETF期权,2.549,20181129,20190123,沽
10001542.SH,华夏上证50ETF期权1901认沽2.598,OP510050.SH,ETF期权,2.598,20181129,20190123,沽
10001543.SH,华夏上证50ETF期权1812认购2.25,OP510050.SH,ETF期权,2.25,20181203,20181226,购
10001544.SH,华夏上证50ETF期权1812认购2.30,OP510050.SH,ETF期权,2.3,20181203,20181226,购
10001545.SH,华夏上证50ETF期权1812认购2.35,OP510050.SH,ETF期权,2.35,20181203,20181226,购
10001546.SH,华夏上证50ETF期权1812认购2.40,OP510050.SH,ETF期权,2.4,20181203,20181226,购
10001547.SH,华夏上证50ETF期权1812认购2.45,OP510050.SH,ETF期权,2.45,20181203,20181226,购
10001548.SH,华夏上证50ETF期权1812认购2.50,OP510050.SH,ETF期权,2.5,20181203,20181226,购
10001549.SH,华夏上证50ETF期权1812认购2.55,OP510050.SH,ETF期权,2.55,20181203,20181226,购
10001550.SH,华夏上证50ETF期权1812认购2.60,OP510050.SH,ETF期权,2.6,20181203,20181226,购
10001551.SH,华夏上证50ETF期权1812认购2.65,OP510050.SH,ETF期权,2.65,20181203,20181226,购
10001552.SH,华夏上证50ETF期权1812认沽2.25,OP510050.SH,ETF期权,2.25,20181203,20181226,沽
10001553.SH,华夏上证50ETF期权1812认沽2.30,OP510050.SH,ETF期权,2.3,20181203,20181226,沽
10001554.SH,华夏上证50ETF期权1812认沽2.35,OP510050.SH,ETF期权,2.35,20181203,20181226,沽
10001555.SH,华夏上证50ETF期权1812认沽2.40,OP510050.SH,ETF期权,2.4,20181203,20181226,沽
10001556.SH,华夏上证50ETF期权1812认沽2.45,OP510050.SH,ETF期权,2.45,20181203,20181226,沽
10001557.SH,华夏上证50ETF期权1812认沽2.50,OP510050.SH,ETF期权,2.5,20181203,20181226,沽
10001558.SH,华夏上证50ETF期权1812认沽2.55,OP510050.SH,ETF期权,2.55,20181203,20181226,沽
10001559.SH,华夏上证50ETF期权1812认沽2.60,OP510050.SH,ETF期权,2.6,20181203,20181226,沽
10001560.SH,华夏上证50ETF期权1812认沽2.65,OP510050.SH,ETF期权,2.65,20181203,20181226,沽
10001561.SH,华夏上证50ETF期权1901认购2.25,OP510050.SH,ETF期权,2.25,20181203,20190123,购
10001562.SH,华夏上证50ETF期权1901认购2.30,OP510050.SH,ETF期权,2.3,20181203,20190123,购
10001563.SH,华夏上证50ETF期权1901认购2.35,OP510050.SH,ETF期权,2.35,20181203,20190123,购
10001564.SH,华夏上证50ETF期权1901认购2.40,OP510050.SH,ETF期权,2.4,20181203,20190123,购
10001565.SH,华夏上证50ETF期权1901认购2.45,OP510050.SH,ETF期权,2.45,20181203,20190123,购
10001566.SH,华夏上证50ETF期权1901认购2.50,OP510050.SH,ETF期权,2.5,20181203,20190123,购
10001567.SH,华夏上证50ETF期权1901认购2.55,OP510050.SH,ETF期权,2.55,20181203,20190123,购
10001568.SH,华夏上证50ETF期权1901认购2.60,OP510050.SH,ETF期权,2.6,20181203,20190123,购
10001569.SH,华夏上证50ETF期权1901认购2.65,OP510050.SH,ETF期权,2.65,20181203,20190123,购
10001570.SH,华夏上证50ETF期权1901认沽2.25,OP510050.SH,ETF期权,2.25,20181203,20190123,沽
10001571.SH,华夏上证50ETF期权1901认沽2.30,OP510050.SH,ETF期权,2.3,20181203,20190123,沽
10001572.SH,华夏上证50ETF期权1901认沽2.35,OP510050.SH,ETF期权,2.35,20181203,20190123,沽
10001573.SH,华夏上证50ETF期权1901认沽2.40,OP510050.SH,ETF期权,2.4,20181203,20190123,沽
10001574.SH,华夏上证50ETF期权1901认沽2.45,OP510050.SH,ETF期权,2.45,20181203,20190123,沽
10001575.SH,华夏上证50ETF期权1901认沽2.50,OP510050.SH,ETF期权,2.5,20181203,20190123,沽
10001576.SH,华夏上证50ETF期权1901认沽2.55,OP510050.SH,ETF期权,2.55,20181203,20190123,沽
10001577.SH,华夏上证50ETF期权1901认沽2.60,OP510050.SH,ETF期权,2.6,20181203,20190123,沽
10001578.SH,华夏上证50ETF期权1901认沽2.65,OP510050.SH,ETF期权,2.65,20181203,20190123,沽
10001579.SH,华夏上证50ETF期权1903认购2.25,OP510050.SH,ETF期权,2.25,20181203,20190327,购
10001580.SH,华夏上证50ETF期权1903认购2.30,OP510050.SH,ETF期权,2.3,20181203,20190327,购
10001581.SH,华夏上证50ETF期权1903认购2.35,OP510050.SH,ETF期权,2.35,20181203,20190327,购
10001582.SH,华夏上证50ETF期权1903认购2.40,OP510050.SH,ETF期权,2.4,20181203,20190327,购
10001583.SH,华夏上证50ETF期权1903认购2.45,OP510050.SH,ETF期权,2.45,20181203,20190327,购
10001584.SH,华夏上证50ETF期权1903认购2.50,OP510050.SH,ETF期权,2.5,20181203,20190327,购
10001585.SH,华夏上证50ETF期权1903认购2.55,OP510050.SH,ETF期权,2.55,20181203,20190327,购
10001586.SH,华夏上证50ETF期权1903认购2.60,OP510050.SH,ETF期权,2.6,20181203,20190327,购
10001587.SH,华夏上证50ETF期权1903认购2.65,OP510050.SH,ETF期权,2.65,20181203,20190327,购
10001588.SH,华夏上证50ETF期权1903认沽2.25,OP510050.SH,ETF期权,2.25,20181203,20190327,沽
10001589.SH,华夏上证50ETF期权1903认沽2.30,OP510050.SH,ETF期权,2.3,20181203,20190327,沽
10001590.SH,华夏上证50ETF期权1903认沽2.35,OP510050.SH,ETF期权,2.35,20181203,20190327,沽
10001591.SH,华夏上证50ETF期权1903认沽2.40,OP510050.SH,ETF期权,2.4,20181203,20190327,沽
10001592.SH,华夏上证50ETF期权1903认沽2.45,OP510050.SH,ETF期权,2.45,20181203,20190327,沽
10001593.SH,华夏上证50ETF期权1903认沽2.50,OP510050.SH,ETF期权,2.5,20181203,20190327,沽
10001594.SH,华夏上证50ETF期权1903认沽2.55,OP510050.SH,ETF期权,2.55,20181203,20190327,沽
10001595.SH,华夏上证50ETF期权1903认沽2.60,OP510050.SH,ETF期权,2.6,20181203,20190327,沽
10001596.SH,华夏上证50ETF期权1903认沽2.65,OP510050.SH,ETF期权,2.65,20181203,20190327,沽
10001597.SH,华夏上证50ETF期权1906认购2.25,OP510050.SH,ETF期权,2.25,20181203,20190626,购
10001598.SH,华夏上证50ETF期权1906认购2.30,OP510050.SH,ETF期权,2.3,20181203,20190626,购
10001599.SH,华夏上证50ETF期权1906认购2.35,OP510050.SH,ETF期权,2.35,20181203,20190626,购
10001600.SH,华夏上证50ETF期权1906认购2.40,OP510050.SH,ETF期权,2.4,20181203,20190626,购
10001601.SH,华夏上证50ETF期权1906认购2.45,OP510050.SH,ETF期权,2.45,20181203,20190626,购
10001602.SH,华夏上证50ETF期权1906认购2.50,OP510050.SH,ETF期权,2.5,20181203,20190626,购
10001603.SH,华夏上证50ETF期权1906认购2.55,OP510050.SH,ETF期权,2.55,20181203,20190626,购
10001604.SH,华夏上证50ETF期权1906认购2.60,OP510050.SH,ETF期权,2.6,20181203,20190626,购
10001605.SH,华夏上证50ETF期权1906认购2.65,OP510050.SH,ETF期权,2.65,20181203,20190626,购
10001606.SH,华夏上证50ETF期权1906认沽2.25,OP510050.SH,ETF期权,2.25,20181203,20190626,沽
10001607.SH,华夏上证50ETF期权1906认沽2.30,OP510050.SH,ETF期权,2.3,20181203,20190626,沽
10001608.SH,华夏上证50ETF期权1906认沽2.35,OP510050.SH,ETF期权,2.35,20181203,20190626,沽
10001609.SH,华夏上证50ETF期权1906认沽2.40,OP510050.SH,ETF期权,2.4,20181203,20190626,沽
10001610.SH,华夏上证50ETF期权1906认沽2.45,OP510050.SH,ETF期权,2.45,20181203,20190626,沽
10001611.SH,华夏上证50ETF期权1906认沽2.50,OP510050.SH,ETF期权,2.5,20181203,20190626,沽
10001612.SH,华夏上证50ETF期权1906认沽2.55,OP510050.SH,ETF期权,2.55,20181203,20190626,沽
10001613.SH,华夏上证50ETF期权1906认沽2.60,OP510050.SH,ETF期权,2.6,20181203,20190626,沽
10001614.SH,华夏上证50ETF期权1906认沽2.65,OP510050.SH,ETF期权,2.65,20181203,20190626,沽
10001615.SH,华夏上证50ETF期权1812认购2.70,OP510050.SH,ETF期权,2.7,20181204,20181226,购
10001616.SH,华夏上证50ETF期权1812认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20181226,沽
10001617.SH,华夏上证50ETF期权1901认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190123,购
10001618.SH,华夏上证50ETF期权1901认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190123,沽
10001619.SH,华夏上证50ETF期权1903认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190327,购
10001620.SH,华夏上证50ETF期权1903认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190327,沽
10001621.SH,华夏上证50ETF期权1906认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190626,购
10001622.SH,华夏上证50ETF期权1906认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190626,沽
10001623.SH,华夏上证50ETF期权1812认购2.20,OP510050.SH,ETF期权,2.2,20181211,20181226,购
10001624.SH,华夏上证50ETF期权1812认沽2.20,OP510050.SH,ETF期权,2.2,20181211,20181226,沽
10001625.SH,华夏上证50ETF期权1901认购2.20,OP510050.SH,ETF期权,2.2,20181211,20190123,购
10001626.SH,华夏上证50ETF期权1901认沽2.20,OP510050.SH,ETF期权,2.2,20181211,20190123,沽
10001627.SH,华夏上证50ETF期权1903认购2.20,OP510050.SH,ETF期权,2.2,20181211,20190327,购
10001628.SH,华夏上证50ETF期权1903认沽2.20,OP510050.SH,ETF期权,2.2,20181211,20190327,沽
10001629.SH,华夏上证50ETF期权1906认购2.20,OP510050.SH,ETF期权,2.2,20181211,20190626,购
10001630.SH,华夏上证50ETF期权1906认沽2.20,OP510050.SH,ETF期权,2.2,20181211,20190626,沽
10001631.SH,华夏上证50ETF期权1812认购2.15,OP510050.SH,ETF期权,2.15,20181220,20181226,购
10001632.SH,华夏上证50ETF期权1812认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20181226,沽
10001633.SH,华夏上证50ETF期权1901认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190123,购
10001634.SH,华夏上证50ETF期权1901认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190123,沽
10001635.SH,华夏上证50ETF期权1903认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190327,购
10001636.SH,华夏上证50ETF期权1903认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190327,沽
10001637.SH,华夏上证50ETF期权1906认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190626,购
10001638.SH,华夏上证50ETF期权1906认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190626,沽
10001639.SH,华夏上证50ETF期权1812认购2.10,OP510050.SH,ETF期权,2.1,20181224,20181226,购
10001640.SH,华夏上证50ETF期权1812认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20181226,沽
10001641.SH,华夏上证50ETF期权1901认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190123,购
10001642.SH,华夏上证50ETF期权1901认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190123,沽
10001643.SH,华夏上证50ETF期权1903认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190327,购
10001644.SH,华夏上证50ETF期权1903认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190327,沽
10001645.SH,华夏上证50ETF期权1906认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190626,购
10001646.SH,华夏上证50ETF期权1906认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190626,沽
10001647.SH,华夏上证50ETF期权1902认购2.10,OP510050.SH,ETF期权,2.1,20181227,20190227,购
10001648.SH,华夏上证50ETF期权1902认购2.15,OP510050.SH,ETF期权,2.15,20181227,20190227,购
10001649.SH,华夏上证50ETF期权1902认购2.20,OP510050.SH,ETF期权,2.2,20181227,20190227,购
10001650.SH,华夏上证50ETF期权1902认购2.25,OP510050.SH,ETF期权,2.25,20181227,20190227,购
10001651.SH,华夏上证50ETF期权1902认购2.30,OP510050.SH,ETF期权,2.3,20181227,20190227,购
10001652.SH,华夏上证50ETF期权1902认购2.35,OP510050.SH,ETF期权,2.35,20181227,20190227,购
10001653.SH,华夏上证50ETF期权1902认购2.40,OP510050.SH,ETF期权,2.4,20181227,20190227,购
10001654.SH,华夏上证50ETF期权1902认购2.45,OP510050.SH,ETF期权,2.45,20181227,20190227,购
10001655.SH,华夏上证50ETF期权1902认购2.50,OP510050.SH,ETF期权,2.5,20181227,20190227,购
10001656.SH,华夏上证50ETF期权1902认沽2.10,OP510050.SH,ETF期权,2.1,20181227,20190227,沽
10001657.SH,华夏上证50ETF期权1902认沽2.15,OP510050.SH,ETF期权,2.15,20181227,20190227,沽
10001658.SH,华夏上证50ETF期权1902认沽2.20,OP510050.SH,ETF期权,2.2,20181227,20190227,沽
10001659.SH,华夏上证50ETF期权1902认沽2.25,OP510050.SH,ETF期权,2.25,20181227,20190227,沽
10001660.SH,华夏上证50ETF期权1902认沽2.30,OP510050.SH,ETF期权,2.3,20181227,20190227,沽
10001661.SH,华夏上证50ETF期权1902认沽2.35,OP510050.SH,ETF期权,2.35,20181227,20190227,沽
10001662.SH,华夏上证50ETF期权1902认沽2.40,OP510050.SH,ETF期权,2.4,20181227,20190227,沽
10001663.SH,华夏上证50ETF期权1902认沽2.45,OP510050.SH,ETF期权,2.45,20181227,20190227,沽
10001664.SH,华夏上证50ETF期权1902认沽2.50,OP510050.SH,ETF期权,2.5,20181227,20190227,沽
10001665.SH,华夏上证50ETF期权1901认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190123,购
10001666.SH,华夏上证50ETF期权1901认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190123,沽
10001667.SH,华夏上证50ETF期权1902认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190227,购
10001668.SH,华夏上证50ETF期权1902认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190227,沽
10001669.SH,华夏上证50ETF期权1903认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190327,购
10001670.SH,华夏上证50ETF期权1903认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190327,沽
10001671.SH,华夏上证50ETF期权1906认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190626,购
10001672.SH,华夏上证50ETF期权1906认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190626,沽
10001673.SH,华夏上证50ETF期权1902认购2.55,OP510050.SH,ETF期权,2.55,20190110,20190227,购
10001674.SH,华夏上证50ETF期权1902认沽2.55,OP510050.SH,ETF期权,2.55,20190110,20190227,沽
10001675.SH,华夏上证50ETF期权1902认购2.60,OP510050.SH,ETF期权,2.6,20190121,20190227,购
10001676.SH,华夏上证50ETF期权1902认沽2.60,OP510050.SH,ETF期权,2.6,20190121,20190227,沽
10001677.SH,华夏上证50ETF期权1909认购2.20,OP510050.SH,ETF期权,2.2,20190124,20190925,购
10001678.SH,华夏上证50ETF期权1909认购2.25,OP510050.SH,ETF期权,2.25,20190124,20190925,购
10001679.SH,华夏上证50ETF期权1909认购2.30,OP510050.SH,ETF期权,2.3,20190124,20190925,购
10001680.SH,华夏上证50ETF期权1909认购2.35,OP510050.SH,ETF期权,2.35,20190124,20190925,购
10001681.SH,华夏上证50ETF期权1909认购2.40,OP510050.SH,ETF期权,2.4,20190124,20190925,购
10001682.SH,华夏上证50ETF期权1909认购2.45,OP510050.SH,ETF期权,2.45,20190124,20190925,购
10001683.SH,华夏上证50ETF期权1909认购2.50,OP510050.SH,ETF期权,2.5,20190124,20190925,购
10001684.SH,华夏上证50ETF期权1909认购2.55,OP510050.SH,ETF期权,2.55,20190124,20190925,购
10001685.SH,华夏上证50ETF期权1909认购2.60,OP510050.SH,ETF期权,2.6,20190124,20190925,购
10001686.SH,华夏上证50ETF期权1909认沽2.20,OP510050.SH,ETF期权,2.2,20190124,20190925,沽
10001687.SH,华夏上证50ETF期权1909认沽2.25,OP510050.SH,ETF期权,2.25,20190124,20190925,沽
10001688.SH,华夏上证50ETF期权1909认沽2.30,OP510050.SH,ETF期权,2.3,20190124,20190925,沽
10001689.SH,华夏上证50ETF期权1909认沽2.35,OP510050.SH,ETF期权,2.35,20190124,20190925,沽
10001690.SH,华夏上证50ETF期权1909认沽2.40,OP510050.SH,ETF期权,2.4,20190124,20190925,沽
10001691.SH,华夏上证50ETF期权1909认沽2.45,OP510050.SH,ETF期权,2.45,20190124,20190925,沽
10001692.SH,华夏上证50ETF期权1909认沽2.50,OP510050.SH,ETF期权,2.5,20190124,20190925,沽
10001693.SH,华夏上证50ETF期权1909认沽2.55,OP510050.SH,ETF期权,2.55,20190124,20190925,沽
10001694.SH,华夏上证50ETF期权1909认沽2.60,OP510050.SH,ETF期权,2.6,20190124,20190925,沽
10001695.SH,华夏上证50ETF期权1902认购2.65,OP510050.SH,ETF期权,2.65,20190128,20190227,购
10001696.SH,华夏上证50ETF期权1902认沽2.65,OP510050.SH,ETF期权,2.65,20190128,20190227,沽
10001697.SH,华夏上证50ETF期权1909认购2.65,OP510050.SH,ETF期权,2.65,20190128,20190925,购
10001698.SH,华夏上证50ETF期权1909认沽2.65,OP510050.SH,ETF期权,2.65,20190128,20190925,沽
10001699.SH,华夏上证50ETF期权1902认购2.70,OP510050.SH,ETF期权,2.7,20190211,20190227,购
10001700.SH,华夏上证50ETF期权1902认沽2.70,OP510050.SH,ETF期权,2.7,20190211,20190227,沽
10001701.SH,华夏上证50ETF期权1909认购2.70,OP510050.SH,ETF期权,2.7,20190211,20190925,购
10001702.SH,华夏上证50ETF期权1909认沽2.70,OP510050.SH,ETF期权,2.7,20190211,20190925,沽
10001703.SH,华夏上证50ETF期权1902认购2.75,OP510050.SH,ETF期权,2.75,20190214,20190227,购
10001704.SH,华夏上证50ETF期权1902认沽2.75,OP510050.SH,ETF期权,2.75,20190214,20190227,沽
10001705.SH,华夏上证50ETF期权1903认购2.75,OP510050.SH,ETF期权,2.75,20190214,20190327,购
10001706.SH,华夏上证50ETF期权1903认沽2.75,OP510050.SH,ETF期权,2.75,20190214,20190327,沽
10001707.SH,华夏上证50ETF期权1906认购2.75,OP510050.SH,ETF期权,2.75,20190214,20190626,购
10001708.SH,华夏上证50ETF期权1906认沽2.75,OP510050.SH,ETF期权,2.75,20190214,20190626,沽
10001709.SH,华夏上证50ETF期权1909认购2.75,OP510050.SH,ETF期权,2.75,20190214,20190925,购
10001710.SH,华夏上证50ETF期权1909认沽2.75,OP510050.SH,ETF期权,2.75,20190214,20190925,沽
10001711.SH,华夏上证50ETF期权1902认购2.80,OP510050.SH,ETF期权,2.8,20190221,20190227,购
10001712.SH,华夏上证50ETF期权1902认沽2.80,OP510050.SH,ETF期权,2.8,20190221,20190227,沽
10001713.SH,华夏上证50ETF期权1903认购2.80,OP510050.SH,ETF期权,2.8,20190221,20190327,购
10001714.SH,华夏上证50ETF期权1903认沽2.80,OP510050.SH,ETF期权,2.8,20190221,20190327,沽
10001715.SH,华夏上证50ETF期权1906认购2.80,OP510050.SH,ETF期权,2.8,20190221,20190626,购
10001716.SH,华夏上证50ETF期权1906认沽2.80,OP510050.SH,ETF期权,2.8,20190221,20190626,沽
10001717.SH,华夏上证50ETF期权1909认购2.80,OP510050.SH,ETF期权,2.8,20190221,20190925,购
10001718.SH,华夏上证50ETF期权1909认沽2.80,OP510050.SH,ETF期权,2.8,20190221,20190925,沽
10001719.SH,华夏上证50ETF期权1902认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190227,购
10001720.SH,华夏上证50ETF期权1902认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190227,购
10001721.SH,华夏上证50ETF期权1902认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190227,购
10001722.SH,华夏上证50ETF期权1902认购3.00,OP510050.SH,ETF期权,3,20190226,20190227,购
10001723.SH,华夏上证50ETF期权1902认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190227,沽
10001724.SH,华夏上证50ETF期权1902认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190227,沽
10001725.SH,华夏上证50ETF期权1902认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190227,沽
10001726.SH,华夏上证50ETF期权1902认沽3.00,OP510050.SH,ETF期权,3,20190226,20190227,沽
10001727.SH,华夏上证50ETF期权1903认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190327,购
10001728.SH,华夏上证50ETF期权1903认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190327,购
10001729.SH,华夏上证50ETF期权1903认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190327,购
10001730.SH,华夏上证50ETF期权1903认购3.00,OP510050.SH,ETF期权,3,20190226,20190327,购
10001731.SH,华夏上证50ETF期权1903认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190327,沽
10001732.SH,华夏上证50ETF期权1903认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190327,沽
10001733.SH,华夏上证50ETF期权1903认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190327,沽
10001734.SH,华夏上证50ETF期权1903认沽3.00,OP510050.SH,ETF期权,3,20190226,20190327,沽
10001735.SH,华夏上证50ETF期权1906认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190626,购
10001736.SH,华夏上证50ETF期权1906认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190626,购
10001737.SH,华夏上证50ETF期权1906认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190626,购
10001738.SH,华夏上证50ETF期权1906认购3.00,OP510050.SH,ETF期权,3,20190226,20190626,购
10001739.SH,华夏上证50ETF期权1906认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190626,沽
10001740.SH,华夏上证50ETF期权1906认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190626,沽
10001741.SH,华夏上证50ETF期权1906认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190626,沽
10001742.SH,华夏上证50ETF期权1906认沽3.00,OP510050.SH,ETF期权,3,20190226,20190626,沽
10001743.SH,华夏上证50ETF期权1909认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190925,购
10001744.SH,华夏上证50ETF期权1909认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190925,购
10001745.SH,华夏上证50ETF期权1909认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190925,购
10001746.SH,华夏上证50ETF期权1909认购3.00,OP510050.SH,ETF期权,3,20190226,20190925,购
10001747.SH,华夏上证50ETF期权1909认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190925,沽
10001748.SH,华夏上证50ETF期权1909认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190925,沽
10001749.SH,华夏上证50ETF期权1909认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190925,沽
10001750.SH,华夏上证50ETF期权1909认沽3.00,OP510050.SH,ETF期权,3,20190226,20190925,沽
10001751.SH,华夏上证50ETF期权1904认购2.55,OP510050.SH,ETF期权,2.55,20190228,20190424,购
10001752.SH,华夏上证50ETF期权1904认购2.60,OP510050.SH,ETF期权,2.6,20190228,20190424,购
10001753.SH,华夏上证50ETF期权1904认购2.65,OP510050.SH,ETF期权,2.65,20190228,20190424,购
10001754.SH,华夏上证50ETF期权1904认购2.70,OP510050.SH,ETF期权,2.7,20190228,20190424,购
10001755.SH,华夏上证50ETF期权1904认购2.75,OP510050.SH,ETF期权,2.75,20190228,20190424,购
10001756.SH,华夏上证50ETF期权1904认购2.80,OP510050.SH,ETF期权,2.8,20190228,20190424,购
10001757.SH,华夏上证50ETF期权1904认购2.85,OP510050.SH,ETF期权,2.85,20190228,20190424,购
10001758.SH,华夏上证50ETF期权1904认购2.90,OP510050.SH,ETF期权,2.9,20190228,20190424,购
10001759.SH,华夏上证50ETF期权1904认购2.95,OP510050.SH,ETF期权,2.95,20190228,20190424,购
10001760.SH,华夏上证50ETF期权1904认沽2.55,OP510050.SH,ETF期权,2.55,20190228,20190424,沽
10001761.SH,华夏上证50ETF期权1904认沽2.60,OP510050.SH,ETF期权,2.6,20190228,20190424,沽
10001762.SH,华夏上证50ETF期权1904认沽2.65,OP510050.SH,ETF期权,2.65,20190228,20190424,沽
10001763.SH,华夏上证50ETF期权1904认沽2.70,OP510050.SH,ETF期权,2.7,20190228,20190424,沽
10001764.SH,华夏上证50ETF期权1904认沽2.75,OP510050.SH,ETF期权,2.75,20190228,20190424,沽
10001765.SH,华夏上证50ETF期权1904认沽2.80,OP510050.SH,ETF期权,2.8,20190228,20190424,沽
10001766.SH,华夏上证50ETF期权1904认沽2.85,OP510050.SH,ETF期权,2.85,20190228,20190424,沽
10001767.SH,华夏上证50ETF期权1904认沽2.90,OP510050.SH,ETF期权,2.9,20190228,20190424,沽
10001768.SH,华夏上证50ETF期权1904认沽2.95,OP510050.SH,ETF期权,2.95,20190228,20190424,沽
10001769.SH,华夏上证50ETF期权1904认购3.00,OP510050.SH,ETF期权,3,20190304,20190424,购
10001770.SH,华夏上证50ETF期权1904认沽3.00,OP510050.SH,ETF期权,3,20190304,20190424,沽
10001771.SH,华夏上证50ETF期权1904认购2.50,OP510050.SH,ETF期权,2.5,20190311,20190424,购
10001772.SH,华夏上证50ETF期权1904认沽2.50,OP510050.SH,ETF期权,2.5,20190311,20190424,沽
10001773.SH,华夏上证50ETF期权1905认购2.50,OP510050.SH,ETF期权,2.5,20190328,20190522,购
10001774.SH,华夏上证50ETF期权1905认购2.55,OP510050.SH,ETF期权,2.55,20190328,20190522,购
10001775.SH,华夏上证50ETF期权1905认购2.60,OP510050.SH,ETF期权,2.6,20190328,20190522,购
10001776.SH,华夏上证50ETF期权1905认购2.65,OP510050.SH,ETF期权,2.65,20190328,20190522,购
10001777.SH,华夏上证50ETF期权1905认购2.70,OP510050.SH,ETF期权,2.7,20190328,20190522,购
10001778.SH,华夏上证50ETF期权1905认购2.75,OP510050.SH,ETF期权,2.75,20190328,20190522,购
10001779.SH,华夏上证50ETF期权1905认购2.80,OP510050.SH,ETF期权,2.8,20190328,20190522,购
10001780.SH,华夏上证50ETF期权1905认购2.85,OP510050.SH,ETF期权,2.85,20190328,20190522,购
10001781.SH,华夏上证50ETF期权1905认购2.90,OP510050.SH,ETF期权,2.9,20190328,20190522,购
10001782.SH,华夏上证50ETF期权1905认沽2.50,OP510050.SH,ETF期权,2.5,20190328,20190522,沽
10001783.SH,华夏上证50ETF期权1905认沽2.55,OP510050.SH,ETF期权,2.55,20190328,20190522,沽
10001784.SH,华夏上证50ETF期权1905认沽2.60,OP510050.SH,ETF期权,2.6,20190328,20190522,沽
10001785.SH,华夏上证50ETF期权1905认沽2.65,OP510050.SH,ETF期权,2.65,20190328,20190522,沽
10001786.SH,华夏上证50ETF期权1905认沽2.70,OP510050.SH,ETF期权,2.7,20190328,20190522,沽
10001787.SH,华夏上证50ETF期权1905认沽2.75,OP510050.SH,ETF期权,2.75,20190328,20190522,沽
