,ts_code,name,opt_code,opt_type,exercise_price,list_date,delist_date
4413,10000476.SH,华夏上证50ETF期权1511认沽2.65,OP510050.SH,ETF期权,2.65,20151110,20151125
4414,10000331.SH,华夏上证50ETF期权1512认购2.25,OP510050.SH,ETF期权,2.25,20150821,20151223
4415,10000044.SH,华夏上证50ETF期权1504认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150422
4416,10004168.SH,华夏上证50ETF期权2205认购2.95,OP510050.SH,ETF期权,2.95,20220324,20220525
4417,10000651.SH,华夏上证50ETF期权1608认沽2.05,OP510050.SH,ETF期权,2.05,20160623,20160824
4418,10004138.SH,华夏上证50ETF期权2206认沽2.50,OP510050.SH,ETF期权,2.5,20220316,20220622
4419,10001497.SH,华夏上证50ETF期权1810认购2.20,OP510050.SH,ETF期权,2.2,20181019,20181024
4420,10001498.SH,华夏上证50ETF期权1810认沽2.20,OP510050.SH,ETF期权,2.2,20181019,20181024
4421,10001499.SH,华夏上证50ETF期权1811认购2.20,OP510050.SH,ETF期权,2.2,20181019,20181128
4422,10001500.SH,华夏上证50ETF期权1811认沽2.20,OP510050.SH,ETF期权,2.2,20181019,20181128
4423,10000267.SH,华夏上证50ETF期权1508认沽2.70,OP510050.SH,ETF期权,2.7,20150629,20150826
4424,10003329.SH,华夏上证50ETF期权2105认购3.50,OP510050.SH,ETF期权,3.5,20210325,20210526
4425,10001353.SH,华夏上证50ETF期权1806认购2.40,OP510050.SH,ETF期权,2.4,20180531,20180627
4426,10001354.SH,华夏上证50ETF期权1806认沽2.40,OP510050.SH,ETF期权,2.4,20180531,20180627
4427,10001355.SH,华夏上证50ETF期权1807认购2.40,OP510050.SH,ETF期权,2.4,20180531,20180725
4428,10001356.SH,华夏上证50ETF期权1807认沽2.40,OP510050.SH,ETF期权,2.4,20180531,20180725
4429,10001357.SH,华夏上证50ETF期权1809认购2.40,OP510050.SH,ETF期权,2.4,20180531,20180926
4430,10001358.SH,华夏上证50ETF期权1809认沽2.40,OP510050.SH,ETF期权,2.4,20180531,20180926
4431,10001359.SH,华夏上证50ETF期权1812认购2.352,OP510050.SH,ETF期权,2.352,20180531,20181226
4432,10001360.SH,华夏上证50ETF期权1812认沽2.352,OP510050.SH,ETF期权,2.352,20180531,20181226
4433,10004458.SH,华夏上证50ETF期权2210认购2.60,OP510050.SH,ETF期权,2.6,20220825,20221026
4434,10000669.SH,华夏上证50ETF期权1612认购2.299,OP510050.SH,ETF期权,2.299,20160713,20161228
4435,10003683.SH,华夏上证50ETF期权2206认沽3.357,OP510050.SH,ETF期权,3.357,20211028,20220622
4436,10005160.SH,华夏上证50ETF期权2309认沽2.60,OP510050.SH,ETF期权,2.6,20230201,20230927
4437,10004217.SH,华夏上证50ETF期权2206认购2.45,OP510050.SH,ETF期权,2.45,20220426,20220622
4438,10000521.SH,华夏上证50ETF期权1602认沽2.10,OP510050.SH,ETF期权,2.1,20160108,20160224
4439,10000198.SH,华夏上证50ETF期权1509认沽3.50,OP510050.SH,ETF期权,3.5,20150428,20150923
4440,10000740.SH,华夏上证50ETF期权1706认沽2.397,OP510050.SH,ETF期权,2.397,20161104,20170628
4441,10004146.SH,华夏上证50ETF期权2209认沽2.60,OP510050.SH,ETF期权,2.6,20220316,20220928
4442,10004659.SH,华夏上证50ETF期权2211认购2.25,OP510050.SH,ETF期权,2.25,20221025,20221123
4443,10003101.SH,华夏上证50ETF期权2101认购4.20,OP510050.SH,ETF期权,4.2,20210108,20210127
4444,10003102.SH,华夏上证50ETF期权2101认沽4.20,OP510050.SH,ETF期权,4.2,20210108,20210127
4445,10003103.SH,华夏上证50ETF期权2102认购4.20,OP510050.SH,ETF期权,4.2,20210108,20210224
4446,10003104.SH,华夏上证50ETF期权2102认沽4.20,OP510050.SH,ETF期权,4.2,20210108,20210224
4447,10003105.SH,华夏上证50ETF期权2103认购4.20,OP510050.SH,ETF期权,4.2,20210108,20210324
4448,10003106.SH,华夏上证50ETF期权2103认沽4.20,OP510050.SH,ETF期权,4.2,20210108,20210324
4449,10003107.SH,华夏上证50ETF期权2106认购4.20,OP510050.SH,ETF期权,4.2,20210108,20210623
4450,10003108.SH,华夏上证50ETF期权2106认沽4.20,OP510050.SH,ETF期权,4.2,20210108,20210623
4451,10000065.SH,华夏上证50ETF期权1503认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150325
4452,10003850.SH,华夏上证50ETF期权2202认沽2.90,OP510050.SH,ETF期权,2.9,20211223,20220223
4453,10000533.SH,华夏上证50ETF期权1602认购2.00,OP510050.SH,ETF期权,2.0,20160114,20160224
4454,10003418.SH,华夏上证50ETF期权2107认购3.50,OP510050.SH,ETF期权,3.5,20210527,20210728
4455,10000355.SH,华夏上证50ETF期权1508认沽2.05,OP510050.SH,ETF期权,2.05,20150825,20150826
4456,10000551.SH,华夏上证50ETF期权1606认购1.85,OP510050.SH,ETF期权,1.85,20160127,20160622
4457,10003591.SH,华夏上证50ETF期权2110认沽2.95,OP510050.SH,ETF期权,2.95,20210826,20211027
4458,10003385.SH,华夏上证50ETF期权2112认沽3.357,OP510050.SH,ETF期权,3.357,20210429,20211222
4459,10004794.SH,华夏上证50ETF期权2301认沽2.662,OP510050.SH,ETF期权,2.662,20221124,20230130
4460,10000361.SH,华夏上证50ETF期权1509认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20150923
4461,10000987.SH,华夏上证50ETF期权1803认购2.504,OP510050.SH,ETF期权,2.504,20170807,20180328
4462,10000988.SH,华夏上证50ETF期权1803认沽2.504,OP510050.SH,ETF期权,2.504,20170807,20180328
4463,10000033.SH,华夏上证50ETF期权1509认购2.30,OP510050.SH,ETF期权,2.3,20150209,20150923
4464,10000052.SH,华夏上证50ETF期权1504认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150422
4465,10000295.SH,华夏上证50ETF期权1603认沽2.80,OP510050.SH,ETF期权,2.8,20150723,20160323
4466,10000760.SH,华夏上证50ETF期权1612认沽2.495,OP510050.SH,ETF期权,2.495,20161125,20161228
4467,10003336.SH,华夏上证50ETF期权2105认沽3.30,OP510050.SH,ETF期权,3.3,20210325,20210526
4468,10001229.SH,华夏上证50ETF期权1809认购2.85,OP510050.SH,ETF期权,2.85,20180130,20180926
4469,10001230.SH,华夏上证50ETF期权1809认沽2.85,OP510050.SH,ETF期权,2.85,20180130,20180926
4470,10003719.SH,华夏上证50ETF期权2201认沽2.962,OP510050.SH,ETF期权,2.962,20211125,20220126
4471,10004036.SH,华夏上证50ETF期权2204认购2.90,OP510050.SH,ETF期权,2.9,20220224,20220427
4472,10000709.SH,华夏上证50ETF期权1610认购2.15,OP510050.SH,ETF期权,2.15,20160826,20161026
4473,10000624.SH,华夏上证50ETF期权1612认沽2.202,OP510050.SH,ETF期权,2.202,20160428,20161228
4474,10004220.SH,华夏上证50ETF期权2209认沽2.45,OP510050.SH,ETF期权,2.45,20220426,20220928
4475,10000202.SH,华夏上证50ETF期权1512认沽2.95,OP510050.SH,ETF期权,2.95,20150506,20151223
4476,10001719.SH,华夏上证50ETF期权1902认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190227
4477,10001720.SH,华夏上证50ETF期权1902认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190227
4478,10001721.SH,华夏上证50ETF期权1902认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190227
4479,10001722.SH,华夏上证50ETF期权1902认购3.00,OP510050.SH,ETF期权,3.0,20190226,20190227
4480,10001723.SH,华夏上证50ETF期权1902认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190227
4481,10001724.SH,华夏上证50ETF期权1902认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190227
4482,10001725.SH,华夏上证50ETF期权1902认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190227
4483,10001726.SH,华夏上证50ETF期权1902认沽3.00,OP510050.SH,ETF期权,3.0,20190226,20190227
4484,10001727.SH,华夏上证50ETF期权1903认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190327
4485,10001728.SH,华夏上证50ETF期权1903认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190327
4486,10001729.SH,华夏上证50ETF期权1903认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190327
4487,10001730.SH,华夏上证50ETF期权1903认购3.00,OP510050.SH,ETF期权,3.0,20190226,20190327
4488,10001731.SH,华夏上证50ETF期权1903认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190327
4489,10001732.SH,华夏上证50ETF期权1903认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190327
4490,10001733.SH,华夏上证50ETF期权1903认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190327
4491,10001734.SH,华夏上证50ETF期权1903认沽3.00,OP510050.SH,ETF期权,3.0,20190226,20190327
4492,10001735.SH,华夏上证50ETF期权1906认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190626
4493,10001736.SH,华夏上证50ETF期权1906认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190626
4494,10001737.SH,华夏上证50ETF期权1906认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190626
4495,10001738.SH,华夏上证50ETF期权1906认购3.00,OP510050.SH,ETF期权,3.0,20190226,20190626
4496,10001739.SH,华夏上证50ETF期权1906认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190626
4497,10001740.SH,华夏上证50ETF期权1906认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190626
4498,10001741.SH,华夏上证50ETF期权1906认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190626
4499,10001742.SH,华夏上证50ETF期权1906认沽3.00,OP510050.SH,ETF期权,3.0,20190226,20190626
4500,10001743.SH,华夏上证50ETF期权1909认购2.85,OP510050.SH,ETF期权,2.85,20190226,20190925
4501,10001744.SH,华夏上证50ETF期权1909认购2.90,OP510050.SH,ETF期权,2.9,20190226,20190925
4502,10001745.SH,华夏上证50ETF期权1909认购2.95,OP510050.SH,ETF期权,2.95,20190226,20190925
4503,10001746.SH,华夏上证50ETF期权1909认购3.00,OP510050.SH,ETF期权,3.0,20190226,20190925
4504,10001747.SH,华夏上证50ETF期权1909认沽2.85,OP510050.SH,ETF期权,2.85,20190226,20190925
4505,10001748.SH,华夏上证50ETF期权1909认沽2.90,OP510050.SH,ETF期权,2.9,20190226,20190925
4506,10001749.SH,华夏上证50ETF期权1909认沽2.95,OP510050.SH,ETF期权,2.95,20190226,20190925
4507,10001750.SH,华夏上证50ETF期权1909认沽3.00,OP510050.SH,ETF期权,3.0,20190226,20190925
4508,10004344.SH,华夏上证50ETF期权2208认购2.85,OP510050.SH,ETF期权,2.85,20220623,20220824
4509,10004696.SH,华夏上证50ETF期权2306认沽2.613,OP510050.SH,ETF期权,2.613,20221027,20230628
4510,10000519.SH,华夏上证50ETF期权1602认购2.10,OP510050.SH,ETF期权,2.1,20160108,20160224
4511,10003640.SH,华夏上证50ETF期权2111认沽3.60,OP510050.SH,ETF期权,3.6,20210923,20211124
4512,10004461.SH,华夏上证50ETF期权2210认购2.75,OP510050.SH,ETF期权,2.75,20220825,20221026
4513,10004449.SH,华夏上证50ETF期权2208认购2.55,OP510050.SH,ETF期权,2.55,20220803,20220824
4514,10000824.SH,华夏上证50ETF期权1612认沽2.20,OP510050.SH,ETF期权,2.2,20161216,20161228
4515,10004612.SH,华夏上证50ETF期权2211认沽2.85,OP510050.SH,ETF期权,2.85,20220929,20221123
4516,10004579.SH,华夏上证50ETF期权2212认购2.416,OP510050.SH,ETF期权,2.416,20220923,20221228
4517,10000293.SH,华夏上证50ETF期权1603认沽2.70,OP510050.SH,ETF期权,2.7,20150723,20160323
4518,10000367.SH,华夏上证50ETF期权1512认购2.05,OP510050.SH,ETF期权,2.05,20150825,20151223
4519,10000494.SH,华夏上证50ETF期权1601认沽2.30,OP510050.SH,ETF期权,2.3,20151130,20160127
4520,10000330.SH,华夏上证50ETF期权1508认沽2.25,OP510050.SH,ETF期权,2.25,20150821,20150826
4521,10000755.SH,华夏上证50ETF期权1701认沽2.299,OP510050.SH,ETF期权,2.299,20161124,20170125
4522,10000726.SH,华夏上证50ETF期权1611认沽2.40,OP510050.SH,ETF期权,2.4,20161019,20161123
4523,10000541.SH,华夏上证50ETF期权1606认购1.95,OP510050.SH,ETF期权,1.95,20160118,20160622
4524,10000062.SH,华夏上证50ETF期权1506认沽2.55,OP510050.SH,ETF期权,2.55,20150227,20150624
4525,10000514.SH,华夏上证50ETF期权1602认沽2.25,OP510050.SH,ETF期权,2.25,20160105,20160224
4526,10005245.SH,华夏上证50ETF期权2304认购2.45,OP510050.SH,ETF期权,2.45,20230313,20230426
4527,10005246.SH,华夏上证50ETF期权2304认沽2.45,OP510050.SH,ETF期权,2.45,20230313,20230426
4528,10005247.SH,华夏上证50ETF期权2309认购2.45,OP510050.SH,ETF期权,2.45,20230313,20230927
4529,10005248.SH,华夏上证50ETF期权2309认沽2.45,OP510050.SH,ETF期权,2.45,20230313,20230927
4530,10000764.SH,华夏上证50ETF期权1703认沽2.495,OP510050.SH,ETF期权,2.495,20161125,20170322
4531,10003976.SH,华夏上证50ETF期权2209认购2.90,OP510050.SH,ETF期权,2.9,20220127,20220928
4532,10000592.SH,华夏上证50ETF期权1609认沽2.20,OP510050.SH,ETF期权,2.2,20160307,20160928
4533,10000429.SH,华夏上证50ETF期权1511认购2.20,OP510050.SH,ETF期权,2.2,20150924,20151125
4534,10000782.SH,华夏上证50ETF期权1701认沽2.30,OP510050.SH,ETF期权,2.3,20161129,20170125
4535,10002469.SH,华夏上证50ETF期权2005认购2.45,OP510050.SH,ETF期权,2.45,20200402,20200527
4536,10002470.SH,华夏上证50ETF期权2005认沽2.45,OP510050.SH,ETF期权,2.45,20200402,20200527
4537,10001003.SH,华夏上证50ETF期权1709认购2.90,OP510050.SH,ETF期权,2.9,20170829,20170927
4538,10001004.SH,华夏上证50ETF期权1709认沽2.90,OP510050.SH,ETF期权,2.9,20170829,20170927
4539,10001005.SH,华夏上证50ETF期权1710认购2.90,OP510050.SH,ETF期权,2.9,20170829,20171025
4540,10001006.SH,华夏上证50ETF期权1710认沽2.90,OP510050.SH,ETF期权,2.9,20170829,20171025
4541,10001007.SH,华夏上证50ETF期权1712认购2.847,OP510050.SH,ETF期权,2.847,20170829,20171227
4542,10001008.SH,华夏上证50ETF期权1712认沽2.847,OP510050.SH,ETF期权,2.847,20170829,20171227
4543,10001009.SH,华夏上证50ETF期权1803认购2.847,OP510050.SH,ETF期权,2.847,20170829,20180328
4544,10001010.SH,华夏上证50ETF期权1803认沽2.847,OP510050.SH,ETF期权,2.847,20170829,20180328
4545,10004783.SH,华夏上证50ETF期权2301认购2.564,OP510050.SH,ETF期权,2.564,20221124,20230130
4546,10004212.SH,华夏上证50ETF期权2205认购2.50,OP510050.SH,ETF期权,2.5,20220426,20220525
4547,10003279.SH,华夏上证50ETF期权2104认沽4.10,OP510050.SH,ETF期权,4.1,20210225,20210428
4548,10004210.SH,华夏上证50ETF期权2204认沽2.45,OP510050.SH,ETF期权,2.45,20220426,20220427
4549,10003275.SH,华夏上证50ETF期权2104认沽3.70,OP510050.SH,ETF期权,3.7,20210225,20210428
4550,10000192.SH,华夏上证50ETF期权1512认沽3.40,OP510050.SH,ETF期权,3.4,20150423,20151223
4551,10002207.SH,华夏上证50ETF期权2001认购3.50,OP510050.SH,ETF期权,3.5,20191231,20200122
4552,10002208.SH,华夏上证50ETF期权2001认沽3.50,OP510050.SH,ETF期权,3.5,20191231,20200122
4553,10002209.SH,华夏上证50ETF期权2002认购3.50,OP510050.SH,ETF期权,3.5,20191231,20200226
4554,10002210.SH,华夏上证50ETF期权2002认沽3.50,OP510050.SH,ETF期权,3.5,20191231,20200226
4555,10002211.SH,华夏上证50ETF期权2003认购3.50,OP510050.SH,ETF期权,3.5,20191231,20200325
4556,10002212.SH,华夏上证50ETF期权2003认沽3.50,OP510050.SH,ETF期权,3.5,20191231,20200325
4557,10002213.SH,华夏上证50ETF期权2006认购3.50,OP510050.SH,ETF期权,3.5,20191231,20200624
4558,10002214.SH,华夏上证50ETF期权2006认沽3.50,OP510050.SH,ETF期权,3.5,20191231,20200624
4559,10001179.SH,华夏上证50ETF期权1801认购3.30,OP510050.SH,ETF期权,3.3,20180108,20180124
4560,10001180.SH,华夏上证50ETF期权1801认沽3.30,OP510050.SH,ETF期权,3.3,20180108,20180124
4561,10001181.SH,华夏上证50ETF期权1802认购3.30,OP510050.SH,ETF期权,3.3,20180108,20180228
4562,10001182.SH,华夏上证50ETF期权1802认沽3.30,OP510050.SH,ETF期权,3.3,20180108,20180228
4563,10001183.SH,华夏上证50ETF期权1803认购3.30,OP510050.SH,ETF期权,3.3,20180108,20180328
4564,10001184.SH,华夏上证50ETF期权1803认沽3.30,OP510050.SH,ETF期权,3.3,20180108,20180328
4565,10001185.SH,华夏上证50ETF期权1806认购3.30,OP510050.SH,ETF期权,3.3,20180108,20180627
4566,10001186.SH,华夏上证50ETF期权1806认沽3.30,OP510050.SH,ETF期权,3.3,20180108,20180627
4567,10000040.SH,华夏上证50ETF期权1509认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150923
4568,10000667.SH,华夏上证50ETF期权1609认购2.35,OP510050.SH,ETF期权,2.35,20160713,20160928
4569,10000675.SH,华夏上证50ETF期权1703认购2.25,OP510050.SH,ETF期权,2.25,20160728,20170322
4570,10000253.SH,华夏上证50ETF期权1508认沽2.80,OP510050.SH,ETF期权,2.8,20150626,20150826
4571,10000456.SH,华夏上证50ETF期权1606认沽2.30,OP510050.SH,ETF期权,2.3,20151029,20160622
4572,10000076.SH,华夏上证50ETF期权1504认沽2.65,OP510050.SH,ETF期权,2.65,20150318,20150422
4573,10000526.SH,华夏上证50ETF期权1601认沽2.05,OP510050.SH,ETF期权,2.05,20160112,20160127
4574,10004849.SH,华夏上证50ETF期权2212认购2.80,OP510050.SH,ETF期权,2.8,20221201,20221228
4575,10000390.SH,华夏上证50ETF期权1509认沽1.80,OP510050.SH,ETF期权,1.8,20150826,20150923
4576,10000054.SH,华夏上证50ETF期权1506认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150624
4577,10000050.SH,华夏上证50ETF期权1503认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150325
4578,10000637.SH,华夏上证50ETF期权1607认沽2.00,OP510050.SH,ETF期权,2.0,20160526,20160727
4579,10002101.SH,华夏上证50ETF期权1912认购3.30,OP510050.SH,ETF期权,3.3,20191209,20191225
4580,10002102.SH,华夏上证50ETF期权1912认沽3.30,OP510050.SH,ETF期权,3.3,20191209,20191225
4581,10002103.SH,华夏上证50ETF期权2001认购3.30,OP510050.SH,ETF期权,3.3,20191209,20200122
4582,10002104.SH,华夏上证50ETF期权2001认沽3.30,OP510050.SH,ETF期权,3.3,20191209,20200122
4583,10002105.SH,华夏上证50ETF期权2003认购3.30,OP510050.SH,ETF期权,3.3,20191209,20200325
4584,10002106.SH,华夏上证50ETF期权2003认沽3.30,OP510050.SH,ETF期权,3.3,20191209,20200325
4585,10002107.SH,华夏上证50ETF期权2006认购3.30,OP510050.SH,ETF期权,3.3,20191209,20200624
4586,10002108.SH,华夏上证50ETF期权2006认沽3.30,OP510050.SH,ETF期权,3.3,20191209,20200624
4587,10000403.SH,华夏上证50ETF期权1603认沽1.85,OP510050.SH,ETF期权,1.85,20150826,20160323
4588,10002761.SH,华夏上证50ETF期权2103认购2.859,OP510050.SH,ETF期权,2.859,20200727,20210324
4589,10002762.SH,华夏上证50ETF期权2103认沽2.859,OP510050.SH,ETF期权,2.859,20200727,20210324
4590,10000722.SH,华夏上证50ETF期权1611认沽2.30,OP510050.SH,ETF期权,2.3,20160929,20161123
4591,10004878.SH,华夏上证50ETF期权2303认购2.45,OP510050.SH,ETF期权,2.45,20221201,20230322
4592,10000302.SH,华夏上证50ETF期权1508认沽2.45,OP510050.SH,ETF期权,2.45,20150728,20150826
4593,10004209.SH,华夏上证50ETF期权2204认购2.45,OP510050.SH,ETF期权,2.45,20220426,20220427
4594,10000045.SH,华夏上证50ETF期权1506认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150624
4595,10001903.SH,华夏上证50ETF期权1907认购3.40,OP510050.SH,ETF期权,3.4,20190702,20190724
4596,10001904.SH,华夏上证50ETF期权1907认沽3.40,OP510050.SH,ETF期权,3.4,20190702,20190724
4597,10001905.SH,华夏上证50ETF期权1908认购3.40,OP510050.SH,ETF期权,3.4,20190702,20190828
4598,10001906.SH,华夏上证50ETF期权1908认沽3.40,OP510050.SH,ETF期权,3.4,20190702,20190828
4599,10001907.SH,华夏上证50ETF期权1912认购3.345,OP510050.SH,ETF期权,3.345,20190702,20191225
4600,10001908.SH,华夏上证50ETF期权1912认沽3.345,OP510050.SH,ETF期权,3.345,20190702,20191225
4601,10000798.SH,华夏上证50ETF期权1706认购2.35,OP510050.SH,ETF期权,2.35,20161129,20170628
4602,10004166.SH,华夏上证50ETF期权2205认购2.85,OP510050.SH,ETF期权,2.85,20220324,20220525
4603,10002109.SH,华夏上证50ETF期权1912认购3.40,OP510050.SH,ETF期权,3.4,20191216,20191225
4604,10002110.SH,华夏上证50ETF期权1912认沽3.40,OP510050.SH,ETF期权,3.4,20191216,20191225
4605,10002111.SH,华夏上证50ETF期权2001认购3.40,OP510050.SH,ETF期权,3.4,20191216,20200122
4606,10002112.SH,华夏上证50ETF期权2001认沽3.40,OP510050.SH,ETF期权,3.4,20191216,20200122
4607,10002113.SH,华夏上证50ETF期权2003认购3.40,OP510050.SH,ETF期权,3.4,20191216,20200325
4608,10002114.SH,华夏上证50ETF期权2003认沽3.40,OP510050.SH,ETF期权,3.4,20191216,20200325
4609,10002115.SH,华夏上证50ETF期权2006认购3.40,OP510050.SH,ETF期权,3.4,20191216,20200624
4610,10002116.SH,华夏上证50ETF期权2006认沽3.40,OP510050.SH,ETF期权,3.4,20191216,20200624
4611,10000772.SH,华夏上证50ETF期权1612认沽2.30,OP510050.SH,ETF期权,2.3,20161129,20161228
4612,10003991.SH,华夏上证50ETF期权2209认沽3.40,OP510050.SH,ETF期权,3.4,20220127,20220928
4613,10001313.SH,华夏上证50ETF期权1812认购2.45,OP510050.SH,ETF期权,2.45,20180426,20181226
4614,10001314.SH,华夏上证50ETF期权1812认购2.50,OP510050.SH,ETF期权,2.5,20180426,20181226
4615,10001315.SH,华夏上证50ETF期权1812认购2.549,OP510050.SH,ETF期权,2.549,20180426,20181226
4616,10001316.SH,华夏上证50ETF期权1812认购2.598,OP510050.SH,ETF期权,2.598,20180426,20181226
4617,10001317.SH,华夏上证50ETF期权1812认购2.647,OP510050.SH,ETF期权,2.647,20180426,20181226
4618,10001318.SH,华夏上证50ETF期权1812认购2.696,OP510050.SH,ETF期权,2.696,20180426,20181226
4619,10001319.SH,华夏上证50ETF期权1812认购2.745,OP510050.SH,ETF期权,2.745,20180426,20181226
4620,10001320.SH,华夏上证50ETF期权1812认购2.794,OP510050.SH,ETF期权,2.794,20180426,20181226
4621,10001321.SH,华夏上证50ETF期权1812认购2.843,OP510050.SH,ETF期权,2.843,20180426,20181226
4622,10001322.SH,华夏上证50ETF期权1812认沽2.45,OP510050.SH,ETF期权,2.45,20180426,20181226
4623,10001323.SH,华夏上证50ETF期权1812认沽2.50,OP510050.SH,ETF期权,2.5,20180426,20181226
4624,10001324.SH,华夏上证50ETF期权1812认沽2.549,OP510050.SH,ETF期权,2.549,20180426,20181226
4625,10001325.SH,华夏上证50ETF期权1812认沽2.598,OP510050.SH,ETF期权,2.598,20180426,20181226
4626,10001326.SH,华夏上证50ETF期权1812认沽2.647,OP510050.SH,ETF期权,2.647,20180426,20181226
4627,10001327.SH,华夏上证50ETF期权1812认沽2.696,OP510050.SH,ETF期权,2.696,20180426,20181226
4628,10001328.SH,华夏上证50ETF期权1812认沽2.745,OP510050.SH,ETF期权,2.745,20180426,20181226
4629,10001329.SH,华夏上证50ETF期权1812认沽2.794,OP510050.SH,ETF期权,2.794,20180426,20181226
4630,10001330.SH,华夏上证50ETF期权1812认沽2.843,OP510050.SH,ETF期权,2.843,20180426,20181226
4631,10000159.SH,华夏上证50ETF期权1504认购3.20,OP510050.SH,ETF期权,3.2,20150414,20150422
4632,10000362.SH,华夏上证50ETF期权1509认沽2.00,OP510050.SH,ETF期权,2.0,20150825,20150923
4633,10004877.SH,华夏上证50ETF期权2303认购2.40,OP510050.SH,ETF期权,2.4,20221201,20230322
4634,10000158.SH,华夏上证50ETF期权1509认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150923
4635,10001615.SH,华夏上证50ETF期权1812认购2.70,OP510050.SH,ETF期权,2.7,20181204,20181226
4636,10001616.SH,华夏上证50ETF期权1812认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20181226
4637,10001617.SH,华夏上证50ETF期权1901认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190123
4638,10001618.SH,华夏上证50ETF期权1901认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190123
4639,10001619.SH,华夏上证50ETF期权1903认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190327
4640,10001620.SH,华夏上证50ETF期权1903认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190327
4641,10001621.SH,华夏上证50ETF期权1906认购2.70,OP510050.SH,ETF期权,2.7,20181204,20190626
4642,10001622.SH,华夏上证50ETF期权1906认沽2.70,OP510050.SH,ETF期权,2.7,20181204,20190626
4643,10004664.SH,华夏上证50ETF期权2212认购2.268,OP510050.SH,ETF期权,2.268,20221025,20221228
4644,10000197.SH,华夏上证50ETF期权1509认购3.50,OP510050.SH,ETF期权,3.5,20150428,20150923
4645,10000580.SH,华夏上证50ETF期权1604认沽1.95,OP510050.SH,ETF期权,1.95,20160225,20160427
4646,10004409.SH,华夏上证50ETF期权2303认购2.81,OP510050.SH,ETF期权,2.81,20220728,20230322
4647,10004637.SH,华夏上证50ETF期权2303认购2.366,OP510050.SH,ETF期权,2.366,20221011,20230322
4648,10000264.SH,华夏上证50ETF期权1508认购2.75,OP510050.SH,ETF期权,2.75,20150629,20150826
4649,10004636.SH,华夏上证50ETF期权2212认沽2.366,OP510050.SH,ETF期权,2.366,20221011,20221228
4650,10000167.SH,华夏上证50ETF期权1504认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150422
4651,10004327.SH,华夏上证50ETF期权2212认购3.057,OP510050.SH,ETF期权,3.057,20220608,20221228
4652,10005238.SH,华夏上证50ETF期权2304认沽2.55,OP510050.SH,ETF期权,2.55,20230224,20230426
4653,10000650.SH,华夏上证50ETF期权1608认沽2.00,OP510050.SH,ETF期权,2.0,20160623,20160824
4654,10000610.SH,华夏上证50ETF期权1605认沽2.25,OP510050.SH,ETF期权,2.25,20160324,20160525
4655,10000348.SH,华夏上证50ETF期权1603认沽2.20,OP510050.SH,ETF期权,2.2,20150824,20160323
4656,10004462.SH,华夏上证50ETF期权2210认购2.80,OP510050.SH,ETF期权,2.8,20220825,20221026
4657,10004457.SH,华夏上证50ETF期权2210认购2.55,OP510050.SH,ETF期权,2.55,20220825,20221026
4658,10000041.SH,华夏上证50ETF期权1503认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150325
4659,10001929.SH,华夏上证50ETF期权2003认购2.657,OP510050.SH,ETF期权,2.657,20190805,20200325
4660,10001930.SH,华夏上证50ETF期权2003认沽2.657,OP510050.SH,ETF期权,2.657,20190805,20200325
4661,10000118.SH,华夏上证50ETF期权1504认沽2.85,OP510050.SH,ETF期权,2.85,20150331,20150422
4662,10004121.SH,华夏上证50ETF期权2209认购2.65,OP510050.SH,ETF期权,2.65,20220315,20220928
4663,10001675.SH,华夏上证50ETF期权1902认购2.60,OP510050.SH,ETF期权,2.6,20190121,20190227
