,st,ed,index,price,type
0,20150209,20150325,10000003.SH,2.3,购
1,20150209,20150325,10000008.SH,2.3,沽
2,20150209,20150422,10000013.SH,2.3,购
3,20150209,20150422,10000018.SH,2.3,沽
4,20150209,20150624,10000023.SH,2.3,购
5,20150209,20150624,10000028.SH,2.3,沽
6,20150209,20150923,10000033.SH,2.3,购
7,20150209,20150923,10000038.SH,2.3,沽
8,20150210,20150325,10000041.SH,2.45,购
9,20150210,20150325,10000042.SH,2.45,沽
10,20150210,20150422,10000043.SH,2.45,购
11,20150210,20150422,10000044.SH,2.45,沽
12,20150210,20150624,10000045.SH,2.45,购
13,20150210,20150624,10000046.SH,2.45,沽
14,20150210,20150923,10000047.SH,2.45,购
15,20150210,20150923,10000048.SH,2.45,沽
16,20150212,20150325,10000049.SH,2.5,购
17,20150212,20150325,10000050.SH,2.5,沽
18,20150212,20150422,10000051.SH,2.5,购
19,20150212,20150422,10000052.SH,2.5,沽
20,20150212,20150624,10000053.SH,2.5,购
21,20150212,20150624,10000054.SH,2.5,沽
22,20150212,20150923,10000055.SH,2.5,购
23,20150212,20150923,10000056.SH,2.5,沽
24,20150227,20150325,10000057.SH,2.55,购
25,20150227,20150325,10000058.SH,2.55,沽
26,20150227,20150422,10000059.SH,2.55,购
27,20150227,20150422,10000060.SH,2.55,沽
28,20150227,20150624,10000061.SH,2.55,购
29,20150227,20150624,10000062.SH,2.55,沽
30,20150227,20150923,10000063.SH,2.55,购
31,20150227,20150923,10000064.SH,2.55,沽
32,20150317,20150325,10000065.SH,2.6,购
33,20150317,20150325,10000066.SH,2.6,沽
34,20150317,20150422,10000067.SH,2.6,购
35,20150317,20150422,10000068.SH,2.6,沽
36,20150317,20150624,10000069.SH,2.6,购
37,20150317,20150624,10000070.SH,2.6,沽
38,20150317,20150923,10000071.SH,2.6,购
39,20150317,20150923,10000072.SH,2.6,沽
40,20150318,20150325,10000073.SH,2.65,购
41,20150318,20150325,10000074.SH,2.65,沽
42,20150318,20150422,10000075.SH,2.65,购
43,20150318,20150422,10000076.SH,2.65,沽
44,20150318,20150624,10000077.SH,2.65,购
45,20150318,20150624,10000078.SH,2.65,沽
46,20150318,20150923,10000079.SH,2.65,购
47,20150318,20150923,10000080.SH,2.65,沽
48,20150319,20150325,10000081.SH,2.7,购
49,20150319,20150325,10000082.SH,2.7,沽
50,20150319,20150422,10000083.SH,2.7,购
51,20150319,20150422,10000084.SH,2.7,沽
52,20150319,20150624,10000085.SH,2.7,购
53,20150319,20150624,10000086.SH,2.7,沽
54,20150319,20150923,10000087.SH,2.7,购
55,20150319,20150923,10000088.SH,2.7,沽
56,20150323,20150325,10000089.SH,2.75,购
57,20150323,20150325,10000090.SH,2.75,沽
58,20150323,20150422,10000091.SH,2.75,购
59,20150323,20150422,10000092.SH,2.75,沽
60,20150323,20150624,10000093.SH,2.75,购
61,20150323,20150624,10000094.SH,2.75,沽
62,20150323,20150923,10000095.SH,2.75,购
63,20150323,20150923,10000096.SH,2.75,沽
64,20150324,20150325,10000097.SH,2.8,购
65,20150324,20150325,10000098.SH,2.8,沽
66,20150324,20150422,10000099.SH,2.8,购
67,20150324,20150422,10000100.SH,2.8,沽
68,20150324,20150624,10000101.SH,2.8,购
69,20150324,20150624,10000102.SH,2.8,沽
70,20150324,20150923,10000103.SH,2.8,购
71,20150324,20150923,10000104.SH,2.8,沽
72,20150326,20150527,10000107.SH,2.6,购
73,20150326,20150527,10000112.SH,2.6,沽
74,20150327,20150527,10000115.SH,2.75,购
75,20150327,20150527,10000116.SH,2.75,沽
76,20150331,20150422,10000117.SH,2.85,购
77,20150331,20150422,10000118.SH,2.85,沽
78,20150331,20150527,10000120.SH,2.85,购
79,20150331,20150527,10000122.SH,2.85,沽
80,20150331,20150624,10000123.SH,2.85,购
81,20150331,20150624,10000124.SH,2.85,沽
82,20150331,20150923,10000125.SH,2.85,购
83,20150331,20150923,10000126.SH,2.85,沽
84,20150408,20150422,10000128.SH,2.95,购
85,20150408,20150422,10000130.SH,2.95,沽
86,20150408,20150527,10000132.SH,2.95,购
87,20150408,20150527,10000134.SH,2.95,沽
88,20150408,20150624,10000136.SH,2.95,购
89,20150408,20150624,10000138.SH,2.95,沽
90,20150408,20150923,10000140.SH,2.95,购
91,20150408,20150923,10000142.SH,2.95,沽
92,20150409,20150422,10000143.SH,3,购
93,20150409,20150422,10000144.SH,3,沽
94,20150409,20150527,10000145.SH,3,购
95,20150409,20150527,10000146.SH,3,沽
96,20150409,20150624,10000147.SH,3,购
97,20150409,20150624,10000148.SH,3,沽
98,20150409,20150923,10000149.SH,3,购
99,20150409,20150923,10000150.SH,3,沽
100,20150413,20150422,10000151.SH,3.1,购
101,20150413,20150422,10000152.SH,3.1,沽
102,20150413,20150527,10000153.SH,3.1,购
103,20150413,20150527,10000154.SH,3.1,沽
104,20150413,20150624,10000155.SH,3.1,购
105,20150413,20150624,10000156.SH,3.1,沽
106,20150413,20150923,10000157.SH,3.1,购
107,20150413,20150923,10000158.SH,3.1,沽
108,20150414,20150422,10000159.SH,3.2,购
109,20150414,20150422,10000160.SH,3.2,沽
110,20150414,20150527,10000161.SH,3.2,购
111,20150414,20150527,10000162.SH,3.2,沽
112,20150414,20150624,10000163.SH,3.2,购
113,20150414,20150624,10000164.SH,3.2,沽
114,20150414,20150923,10000165.SH,3.2,购
115,20150414,20150923,10000166.SH,3.2,沽
116,20150417,20150422,10000167.SH,3.3,购
117,20150417,20150422,10000168.SH,3.3,沽
118,20150417,20150527,10000169.SH,3.3,购
119,20150417,20150527,10000170.SH,3.3,沽
120,20150417,20150624,10000171.SH,3.3,购
121,20150417,20150624,10000172.SH,3.3,沽
122,20150417,20150923,10000173.SH,3.3,购
123,20150417,20150923,10000174.SH,3.3,沽
124,20150420,20150422,10000175.SH,3.4,购
125,20150420,20150422,10000176.SH,3.4,沽
126,20150420,20150527,10000177.SH,3.4,购
127,20150420,20150527,10000178.SH,3.4,沽
128,20150420,20150624,10000179.SH,3.4,购
129,20150420,20150624,10000180.SH,3.4,沽
130,20150420,20150923,10000181.SH,3.4,购
131,20150420,20150923,10000182.SH,3.4,沽
132,20150423,20151223,10000185.SH,3.2,购
133,20150423,20151223,10000190.SH,3.2,沽
134,20150428,20150527,10000193.SH,3.5,购
135,20150428,20150527,10000194.SH,3.5,沽
136,20150428,20150624,10000195.SH,3.5,购
137,20150428,20150624,10000196.SH,3.5,沽
138,20150428,20150923,10000197.SH,3.5,购
139,20150428,20150923,10000198.SH,3.5,沽
140,20150428,20151223,10000199.SH,3.5,购
141,20150428,20151223,10000200.SH,3.5,沽
142,20150506,20151223,10000201.SH,2.95,购
143,20150506,20151223,10000202.SH,2.95,沽
144,20150508,20151223,10000203.SH,2.9,购
145,20150508,20151223,10000204.SH,2.9,沽
146,20150519,20151223,10000205.SH,2.85,购
147,20150519,20151223,10000206.SH,2.85,沽
148,20150528,20150722,10000209.SH,3.3,购
149,20150528,20150722,10000214.SH,3.3,沽
150,20150529,20150722,10000218.SH,3,购
151,20150529,20150722,10000220.SH,3,沽
152,20150609,20150624,10000221.SH,3.6,购
153,20150609,20150624,10000222.SH,3.6,沽
154,20150609,20150722,10000223.SH,3.6,购
155,20150609,20150722,10000224.SH,3.6,沽
156,20150609,20150923,10000225.SH,3.6,购
157,20150609,20150923,10000226.SH,3.6,沽
158,20150609,20151223,10000227.SH,3.6,购
159,20150609,20151223,10000228.SH,3.6,沽
160,20150619,20150722,10000229.SH,2.9,购
161,20150619,20150722,10000230.SH,2.9,沽
162,20150623,20150722,10000232.SH,2.8,购
163,20150623,20150722,10000235.SH,2.8,沽
164,20150623,20151223,10000238.SH,2.8,购
165,20150623,20151223,10000240.SH,2.8,沽
166,20150625,20150826,10000243.SH,3,购
167,20150625,20150826,10000248.SH,3,沽
168,20150626,20150826,10000252.SH,2.85,购
169,20150626,20150826,10000254.SH,2.85,沽
170,20150629,20150722,10000256.SH,2.65,购
171,20150629,20150722,10000259.SH,2.65,沽
172,20150629,20150826,10000263.SH,2.7,购
173,20150629,20150826,10000267.SH,2.7,沽
174,20150629,20151223,10000270.SH,2.65,购
175,20150629,20151223,10000273.SH,2.65,沽
176,20150630,20150722,10000275.SH,2.55,购
177,20150630,20150722,10000276.SH,2.55,沽
178,20150630,20150826,10000277.SH,2.55,购
179,20150630,20150826,10000278.SH,2.55,沽
180,20150630,20151223,10000279.SH,2.55,购
181,20150630,20151223,10000280.SH,2.55,沽
182,20150706,20150722,10000281.SH,2.5,购
183,20150706,20150722,10000282.SH,2.5,沽
184,20150706,20150826,10000283.SH,2.5,购
185,20150706,20150826,10000284.SH,2.5,沽
186,20150706,20151223,10000285.SH,2.5,购
187,20150706,20151223,10000286.SH,2.5,沽
188,20150723,20160323,10000289.SH,2.75,购
189,20150723,20160323,10000294.SH,2.75,沽
190,20150724,20160323,10000297.SH,2.9,购
191,20150724,20160323,10000298.SH,2.9,沽
192,20150728,20150826,10000300.SH,2.45,购
193,20150728,20150826,10000302.SH,2.45,沽
194,20150728,20151223,10000304.SH,2.45,购
195,20150728,20151223,10000306.SH,2.45,沽
196,20150728,20160323,10000309.SH,2.5,购
197,20150728,20160323,10000314.SH,2.5,沽
198,20150731,20150826,10000317.SH,2.35,购
199,20150731,20150826,10000318.SH,2.35,沽
200,20150731,20151223,10000319.SH,2.35,购
201,20150731,20151223,10000320.SH,2.35,沽
202,20150731,20160323,10000321.SH,2.35,购
203,20150731,20160323,10000322.SH,2.35,沽
204,20150819,20150826,10000323.SH,2.3,购
205,20150819,20150826,10000324.SH,2.3,沽
206,20150819,20151223,10000325.SH,2.3,购
207,20150819,20151223,10000326.SH,2.3,沽
208,20150819,20160323,10000327.SH,2.3,购
209,20150819,20160323,10000328.SH,2.3,沽
210,20150821,20150826,10000329.SH,2.25,购
211,20150821,20150826,10000330.SH,2.25,沽
212,20150821,20151223,10000331.SH,2.25,购
213,20150821,20151223,10000332.SH,2.25,沽
214,20150821,20160323,10000333.SH,2.25,购
215,20150821,20160323,10000334.SH,2.25,沽
216,20150824,20150826,10000336.SH,2.2,购
217,20150824,20150826,10000338.SH,2.2,沽
218,20150824,20150923,10000339.SH,2.15,购
219,20150824,20150923,10000340.SH,2.15,沽
220,20150824,20151223,10000342.SH,2.2,购
221,20150824,20151223,10000344.SH,2.2,沽
222,20150824,20160323,10000346.SH,2.2,购
223,20150824,20160323,10000348.SH,2.2,沽
224,20150825,20150826,10000351.SH,2.05,购
225,20150825,20150826,10000355.SH,2.05,沽
226,20150825,20150923,10000359.SH,2.05,购
227,20150825,20150923,10000363.SH,2.05,沽
228,20150825,20151223,10000367.SH,2.05,购
229,20150825,20151223,10000371.SH,2.05,沽
230,20150825,20160323,10000375.SH,2.05,购
231,20150825,20160323,10000379.SH,2.05,沽
232,20150826,20150826,10000382.SH,1.85,购
233,20150826,20150826,10000385.SH,1.85,沽
234,20150826,20150923,10000388.SH,1.85,购
235,20150826,20150923,10000391.SH,1.85,沽
236,20150826,20151223,10000394.SH,1.85,购
237,20150826,20151223,10000397.SH,1.85,沽
238,20150826,20160323,10000400.SH,1.85,购
239,20150826,20160323,10000403.SH,1.85,沽
240,20150827,20151028,10000407.SH,1.95,购
241,20150827,20151028,10000412.SH,1.95,沽
242,20150828,20151028,10000416.SH,2.15,购
243,20150828,20151028,10000419.SH,2.15,沽
244,20150831,20151028,10000421.SH,2.25,购
245,20150831,20151028,10000422.SH,2.25,沽
246,20150901,20151028,10000423.SH,2.3,购
247,20150901,20151028,10000424.SH,2.3,沽
248,20150902,20151028,10000425.SH,2.35,购
249,20150902,20151028,10000426.SH,2.35,沽
250,20150924,20151125,10000429.SH,2.2,购
251,20150924,20151125,10000434.SH,2.2,沽
252,20150928,20151125,10000437.SH,2.05,购
253,20150928,20151125,10000438.SH,2.05,沽
254,20151013,20151028,10000439.SH,2.4,购
255,20151013,20151028,10000440.SH,2.4,沽
256,20151013,20151125,10000442.SH,2.4,购
257,20151013,20151125,10000444.SH,2.4,沽
258,20151021,20151028,10000445.SH,2.45,购
259,20151021,20151028,10000446.SH,2.45,沽
260,20151021,20151125,10000447.SH,2.45,购
261,20151021,20151125,10000448.SH,2.45,沽
262,20151029,20160622,10000451.SH,2.3,购
263,20151029,20160622,10000456.SH,2.3,沽
264,20151104,20160622,10000459.SH,2.15,购
265,20151104,20160622,10000460.SH,2.15,沽
266,20151105,20151125,10000461.SH,2.5,购
267,20151105,20151125,10000462.SH,2.5,沽
268,20151105,20160622,10000464.SH,2.5,购
269,20151105,20160622,10000466.SH,2.5,沽
270,20151106,20151125,10000467.SH,2.55,购
271,20151106,20151125,10000468.SH,2.55,沽
272,20151106,20160622,10000469.SH,2.55,购
273,20151106,20160622,10000470.SH,2.55,沽
274,20151109,20151125,10000471.SH,2.6,购
275,20151109,20151125,10000472.SH,2.6,沽
276,20151109,20160622,10000473.SH,2.6,购
277,20151109,20160622,10000474.SH,2.6,沽
278,20151110,20151125,10000475.SH,2.65,购
279,20151110,20151125,10000476.SH,2.65,沽
280,20151110,20160622,10000477.SH,2.65,购
281,20151110,20160622,10000478.SH,2.65,沽
282,20151126,20160127,10000481.SH,2.45,购
283,20151126,20160127,10000486.SH,2.45,沽
284,20151130,20160127,10000490.SH,2.25,购
285,20151130,20160127,10000493.SH,2.25,沽
286,20151222,20160127,10000495.SH,2.6,购
287,20151222,20160127,10000496.SH,2.6,沽
288,20151224,20160224,10000499.SH,2.5,购
289,20151224,20160224,10000504.SH,2.5,沽
290,20151229,20160224,10000508.SH,2.35,购
291,20151229,20160224,10000510.SH,2.35,沽
292,20160105,20160224,10000512.SH,2.25,购
293,20160105,20160224,10000514.SH,2.25,沽
294,20160108,20160127,10000516.SH,2.15,购
295,20160108,20160127,10000518.SH,2.15,沽
296,20160108,20160224,10000520.SH,2.15,购
297,20160108,20160224,10000522.SH,2.15,沽
298,20160108,20160622,10000523.SH,2.1,购
299,20160108,20160622,10000524.SH,2.1,沽
300,20160112,20160127,10000525.SH,2.05,购
301,20160112,20160127,10000526.SH,2.05,沽
302,20160112,20160224,10000527.SH,2.05,购
303,20160112,20160224,10000528.SH,2.05,沽
304,20160112,20160622,10000529.SH,2.05,购
305,20160112,20160622,10000530.SH,2.05,沽
306,20160114,20160127,10000531.SH,2,购
307,20160114,20160127,10000532.SH,2,沽
308,20160114,20160224,10000533.SH,2,购
309,20160114,20160224,10000534.SH,2,沽
310,20160114,20160622,10000535.SH,2,购
311,20160114,20160622,10000536.SH,2,沽
312,20160118,20160127,10000537.SH,1.95,购
313,20160118,20160127,10000538.SH,1.95,沽
314,20160118,20160224,10000539.SH,1.95,购
315,20160118,20160224,10000540.SH,1.95,沽
316,20160118,20160622,10000541.SH,1.95,购
317,20160118,20160622,10000542.SH,1.95,沽
318,20160127,20160127,10000544.SH,1.9,购
319,20160127,20160127,10000546.SH,1.9,沽
320,20160127,20160224,10000548.SH,1.9,购
321,20160127,20160224,10000550.SH,1.9,沽
322,20160127,20160622,10000552.SH,1.9,购
323,20160127,20160622,10000554.SH,1.9,沽
324,20160128,20160928,10000557.SH,1.95,购
325,20160128,20160928,10000562.SH,1.95,沽
326,20160129,20160224,10000565.SH,1.8,购
327,20160129,20160224,10000566.SH,1.8,沽
328,20160129,20160622,10000567.SH,1.8,购
329,20160129,20160622,10000568.SH,1.8,沽
330,20160129,20160928,10000569.SH,1.8,购
331,20160129,20160928,10000570.SH,1.8,沽
332,20160201,20160928,10000571.SH,2.1,购
333,20160201,20160928,10000572.SH,2.1,沽
334,20160223,20160928,10000573.SH,2.15,购
335,20160223,20160928,10000574.SH,2.15,沽
336,20160225,20160427,10000577.SH,2.05,购
337,20160225,20160427,10000582.SH,2.05,沽
338,20160226,20160427,10000586.SH,1.9,购
339,20160226,20160427,10000588.SH,1.9,沽
340,20160307,20160427,10000589.SH,2.2,购
341,20160307,20160427,10000590.SH,2.2,沽
342,20160307,20160928,10000591.SH,2.2,购
343,20160307,20160928,10000592.SH,2.2,沽
344,20160317,20160427,10000593.SH,2.25,购
345,20160317,20160427,10000594.SH,2.25,沽
346,20160317,20160928,10000595.SH,2.25,购
347,20160317,20160928,10000596.SH,2.25,沽
348,20160322,20160427,10000597.SH,2.3,购
349,20160322,20160427,10000598.SH,2.3,沽
350,20160322,20160928,10000599.SH,2.3,购
351,20160322,20160928,10000600.SH,2.3,沽
352,20160324,20160525,10000603.SH,2.15,购
353,20160324,20160525,10000608.SH,2.15,沽
354,20160329,20160525,10000611.SH,2,购
355,20160329,20160525,10000612.SH,2,沽
356,20160406,20160525,10000613.SH,2.3,购
357,20160406,20160525,10000614.SH,2.3,沽
358,20160428,20161228,10000617.SH,2.104,购
359,20160428,20161228,10000622.SH,2.104,沽
360,20160509,20161228,10000625.SH,1.957,购
361,20160509,20161228,10000626.SH,1.957,沽
362,20160510,20160525,10000627.SH,1.95,购
363,20160510,20160525,10000628.SH,1.95,沽
364,20160510,20161228,10000629.SH,1.908,购
365,20160510,20161228,10000630.SH,1.908,沽
366,20160526,20160727,10000633.SH,2.05,购
367,20160526,20160727,10000638.SH,2.05,沽
368,20160530,20160727,10000641.SH,2.2,购
369,20160530,20160727,10000642.SH,2.2,沽
370,20160601,20160727,10000643.SH,2.25,购
371,20160601,20160727,10000644.SH,2.25,沽
372,20160623,20160824,10000647.SH,2.1,购
373,20160623,20160824,10000652.SH,2.1,沽
374,20160630,20160824,10000655.SH,2.25,购
375,20160630,20160824,10000656.SH,2.25,沽
376,20160705,20160727,10000657.SH,2.3,购
377,20160705,20160727,10000658.SH,2.3,沽
378,20160705,20160824,10000659.SH,2.3,购
379,20160705,20160824,10000660.SH,2.3,沽
380,20160705,20161228,10000661.SH,2.25,购
381,20160705,20161228,10000662.SH,2.25,沽
382,20160713,20160727,10000663.SH,2.35,购
383,20160713,20160727,10000664.SH,2.35,沽
384,20160713,20160824,10000665.SH,2.35,购
385,20160713,20160824,10000666.SH,2.35,沽
386,20160713,20160928,10000667.SH,2.35,购
387,20160713,20160928,10000668.SH,2.35,沽
388,20160713,20161228,10000669.SH,2.299,购
389,20160713,20161228,10000670.SH,2.299,沽
390,20160728,20170322,10000673.SH,2.153,购
391,20160728,20170322,10000678.SH,2.153,沽
392,20160815,20170322,10000681.SH,2.299,购
393,20160815,20170322,10000682.SH,2.299,沽
394,20160816,20160824,10000684.SH,2.45,购
395,20160816,20160824,10000686.SH,2.45,沽
396,20160816,20160928,10000688.SH,2.45,购
397,20160816,20160928,10000690.SH,2.45,沽
398,20160816,20161228,10000692.SH,2.397,购
399,20160816,20161228,10000694.SH,2.397,沽
400,20160816,20170322,10000696.SH,2.397,购
401,20160816,20170322,10000698.SH,2.397,沽
402,20160825,20161026,10000701.SH,2.3,购
403,20160825,20161026,10000706.SH,2.3,沽
404,20160826,20161026,10000709.SH,2.15,购
405,20160826,20161026,10000710.SH,2.15,沽
406,20160927,20161026,10000711.SH,2.1,购
407,20160927,20161026,10000712.SH,2.1,沽
408,20160929,20161123,10000715.SH,2.2,购
409,20160929,20161123,10000720.SH,2.2,沽
410,20160930,20161123,10000723.SH,2.35,购
411,20160930,20161123,10000724.SH,2.35,沽
412,20161019,20161123,10000725.SH,2.4,购
413,20161019,20161123,10000726.SH,2.4,沽
414,20161027,20170628,10000729.SH,2.25,购
415,20161027,20170628,10000734.SH,2.25,沽
416,20161104,20161123,10000737.SH,2.45,购
417,20161104,20161123,10000738.SH,2.45,沽
418,20161104,20170628,10000739.SH,2.397,购
419,20161104,20170628,10000740.SH,2.397,沽
420,20161122,20161123,10000741.SH,2.5,购
421,20161122,20161123,10000742.SH,2.5,沽
422,20161122,20161228,10000743.SH,2.446,购
423,20161122,20161228,10000744.SH,2.446,沽
424,20161122,20170322,10000745.SH,2.446,购
425,20161122,20170322,10000746.SH,2.446,沽
426,20161122,20170628,10000747.SH,2.446,购
427,20161122,20170628,10000748.SH,2.446,沽
428,20161124,20170125,10000751.SH,2.348,购
429,20161124,20170125,10000756.SH,2.348,沽
430,20161125,20161228,10000759.SH,2.495,购
431,20161125,20161228,10000760.SH,2.495,沽
432,20161125,20170125,10000761.SH,2.495,购
433,20161125,20170125,10000762.SH,2.495,沽
434,20161125,20170322,10000763.SH,2.495,购
435,20161125,20170322,10000764.SH,2.495,沽
436,20161125,20170628,10000765.SH,2.495,购
437,20161125,20170628,10000766.SH,2.495,沽
438,20161129,20161228,10000769.SH,2.4,购
439,20161129,20161228,10000774.SH,2.4,沽
440,20161129,20170125,10000779.SH,2.4,购
441,20161129,20170125,10000784.SH,2.4,沽
442,20161129,20170322,10000789.SH,2.4,购
443,20161129,20170322,10000794.SH,2.4,沽
444,20161129,20170628,10000799.SH,2.4,购
445,20161129,20170628,10000804.SH,2.4,沽
446,20161130,20161228,10000807.SH,2.55,购
447,20161130,20161228,10000808.SH,2.55,沽
448,20161130,20170125,10000809.SH,2.55,购
449,20161130,20170125,10000810.SH,2.55,沽
450,20161130,20170322,10000811.SH,2.55,购
451,20161130,20170322,10000812.SH,2.55,沽
452,20161130,20170628,10000813.SH,2.55,购
453,20161130,20170628,10000814.SH,2.55,沽
454,20161206,20161228,10000815.SH,2.25,购
455,20161206,20161228,10000816.SH,2.25,沽
456,20161206,20170125,10000817.SH,2.25,购
457,20161206,20170125,10000818.SH,2.25,沽
458,20161206,20170322,10000819.SH,2.25,购
459,20161206,20170322,10000820.SH,2.25,沽
460,20161206,20170628,10000821.SH,2.25,购
461,20161206,20170628,10000822.SH,2.25,沽
462,20161216,20161228,10000823.SH,2.2,购
463,20161216,20161228,10000824.SH,2.2,沽
464,20161216,20170125,10000825.SH,2.2,购
465,20161216,20170125,10000826.SH,2.2,沽
466,20161216,20170322,10000827.SH,2.2,购
467,20161216,20170322,10000828.SH,2.2,沽
468,20161216,20170628,10000829.SH,2.2,购
469,20161216,20170628,10000830.SH,2.2,沽
470,20161229,20170222,10000833.SH,2.3,购
471,20161229,20170222,10000838.SH,2.3,沽
472,20170105,20170222,10000841.SH,2.45,购
473,20170105,20170222,10000842.SH,2.45,沽
474,20170126,20170927,10000845.SH,2.35,购
475,20170126,20170927,10000850.SH,2.35,沽
476,20170214,20170222,10000853.SH,2.5,购
477,20170214,20170222,10000854.SH,2.5,沽
478,20170214,20170927,10000855.SH,2.5,购
479,20170214,20170927,10000856.SH,2.5,沽
480,20170223,20170426,10000859.SH,2.4,购
481,20170223,20170426,10000864.SH,2.4,沽
482,20170228,20170426,10000867.SH,2.25,购
483,20170228,20170426,10000868.SH,2.25,沽
484,20170323,20170524,10000871.SH,2.35,购
485,20170323,20170524,10000876.SH,2.35,沽
486,20170406,20170524,10000879.SH,2.5,购
487,20170406,20170524,10000880.SH,2.5,沽
488,20170420,20170426,10000881.SH,2.2,购
489,20170420,20170426,10000882.SH,2.2,沽
490,20170420,20170524,10000883.SH,2.2,购
491,20170420,20170524,10000884.SH,2.2,沽
492,20170420,20170927,10000885.SH,2.2,购
493,20170420,20170927,10000886.SH,2.2,沽
494,20170427,20171227,10000889.SH,2.307,购
495,20170427,20171227,10000894.SH,2.307,沽
496,20170505,20171227,10000897.SH,2.16,购
497,20170505,20171227,10000898.SH,2.16,沽
498,20170517,20171227,10000899.SH,2.455,购
499,20170517,20171227,10000900.SH,2.455,沽
500,20170525,20170726,10000903.SH,2.4,购
501,20170525,20170726,10000908.SH,2.4,沽
502,20170526,20170726,10000911.SH,2.55,购
503,20170526,20170726,10000912.SH,2.55,沽
504,20170526,20170927,10000913.SH,2.55,购
505,20170526,20170927,10000914.SH,2.55,沽
506,20170526,20171227,10000915.SH,2.504,购
507,20170526,20171227,10000916.SH,2.504,沽
508,20170601,20170628,10000917.SH,2.6,购
509,20170601,20170628,10000918.SH,2.6,沽
510,20170601,20170726,10000919.SH,2.6,购
511,20170601,20170726,10000920.SH,2.6,沽
512,20170601,20170927,10000921.SH,2.6,购
513,20170601,20170927,10000922.SH,2.6,沽
514,20170601,20171227,10000923.SH,2.553,购
515,20170601,20171227,10000924.SH,2.553,沽
516,20170626,20170628,10000925.SH,2.65,购
517,20170626,20170628,10000926.SH,2.65,沽
518,20170626,20170726,10000927.SH,2.65,购
519,20170626,20170726,10000928.SH,2.65,沽
520,20170626,20170927,10000929.SH,2.65,购
521,20170626,20170927,10000930.SH,2.65,沽
522,20170626,20171227,10000931.SH,2.602,购
523,20170626,20171227,10000932.SH,2.602,沽
524,20170629,20170823,10000935.SH,2.55,购
525,20170629,20170823,10000940.SH,2.55,沽
526,20170705,20170823,10000943.SH,2.4,购
527,20170705,20170823,10000944.SH,2.4,沽
528,20170711,20170726,10000945.SH,2.7,购
529,20170711,20170726,10000946.SH,2.7,沽
530,20170711,20170823,10000947.SH,2.7,购
531,20170711,20170823,10000948.SH,2.7,沽
532,20170711,20170927,10000949.SH,2.7,购
533,20170711,20170927,10000950.SH,2.7,沽
534,20170711,20171227,10000951.SH,2.651,购
535,20170711,20171227,10000952.SH,2.651,沽
536,20170714,20170726,10000953.SH,2.75,购
537,20170714,20170726,10000954.SH,2.75,沽
538,20170714,20170823,10000955.SH,2.75,购
539,20170714,20170823,10000956.SH,2.75,沽
540,20170714,20170927,10000957.SH,2.75,购
541,20170714,20170927,10000958.SH,2.75,沽
542,20170714,20171227,10000959.SH,2.7,购
543,20170714,20171227,10000960.SH,2.7,沽
544,20170720,20170726,10000961.SH,2.8,购
545,20170720,20170726,10000962.SH,2.8,沽
546,20170720,20170823,10000963.SH,2.8,购
547,20170720,20170823,10000964.SH,2.8,沽
548,20170720,20170927,10000965.SH,2.8,购
549,20170720,20170927,10000966.SH,2.8,沽
550,20170720,20171227,10000967.SH,2.749,购
551,20170720,20171227,10000968.SH,2.749,沽
552,20170727,20180328,10000971.SH,2.651,购
553,20170727,20180328,10000976.SH,2.651,沽
554,20170803,20170823,10000979.SH,2.85,购
555,20170803,20170823,10000980.SH,2.85,沽
556,20170803,20170927,10000981.SH,2.85,购
557,20170803,20170927,10000982.SH,2.85,沽
558,20170803,20171227,10000983.SH,2.798,购
559,20170803,20171227,10000984.SH,2.798,沽
560,20170803,20180328,10000985.SH,2.798,购
561,20170803,20180328,10000986.SH,2.798,沽
562,20170807,20180328,10000987.SH,2.504,购
563,20170807,20180328,10000988.SH,2.504,沽
564,20170814,20180328,10000989.SH,2.455,购
565,20170814,20180328,10000990.SH,2.455,沽
566,20170824,20171025,10000993.SH,2.7,购
567,20170824,20171025,10000998.SH,2.7,沽
568,20170828,20171025,10001001.SH,2.85,购
569,20170828,20171025,10001002.SH,2.85,沽
570,20170829,20170927,10001003.SH,2.9,购
571,20170829,20170927,10001004.SH,2.9,沽
572,20170829,20171025,10001005.SH,2.9,购
573,20170829,20171025,10001006.SH,2.9,沽
574,20170829,20171227,10001007.SH,2.847,购
575,20170829,20171227,10001008.SH,2.847,沽
576,20170829,20180328,10001009.SH,2.847,购
577,20170829,20180328,10001010.SH,2.847,沽
578,20170928,20171122,10001013.SH,2.7,购
579,20170928,20171122,10001018.SH,2.7,沽
580,20171009,20171122,10001021.SH,2.85,购
581,20171009,20171122,10001022.SH,2.85,沽
582,20171017,20171122,10001023.SH,2.9,购
583,20171017,20171122,10001024.SH,2.9,沽
584,20171026,20180627,10001027.SH,2.749,购
585,20171026,20180627,10001032.SH,2.749,沽
586,20171027,20171122,10001035.SH,2.95,购
587,20171027,20171122,10001036.SH,2.95,沽
588,20171027,20171227,10001037.SH,2.896,购
589,20171027,20171227,10001038.SH,2.896,沽
590,20171027,20180328,10001039.SH,2.896,购
591,20171027,20180328,10001040.SH,2.896,沽
592,20171027,20180627,10001041.SH,2.896,购
593,20171027,20180627,10001042.SH,2.896,沽
594,20171108,20171122,10001043.SH,3,购
595,20171108,20171122,10001044.SH,3,沽
596,20171108,20171227,10001045.SH,2.946,购
