time,val,per
210316,2.6629,-0.003293783
210317,2.645,-0.006721995
210318,2.6557,0.004045369
210330,2.5769,-0.029672026
210331,2.6271,0.019480771
210401,2.5739,-0.020250466
210402,2.568,-0.002292241
210406,2.5851,0.006658879
210407,2.5919,0.002630459
210408,2.5922,0.000115745
210409,2.5775,-0.005670859
210412,2.5602,-0.00671193
210413,2.5147,-0.017772049
210414,2.513,-0.000676025
210415,2.5194,0.002546757
210416,2.5306,0.004445503
210419,2.5176,-0.005137122
210420,2.5022,-0.006116937
210421,2.4983,-0.001558628
210422,2.503,0.001881279
210423,2.5015,-0.000599281
210425,2.5358,0.013711773
210426,2.5407,0.001932329
210427,2.5335,-0.002833865
210428,2.5285,-0.001973554
210429,2.523,-0.002175203
210430,2.5372,0.00562822
210506,2.5096,-0.010878133
210507,2.4948,-0.005897354
210508,2.4846,-0.004088504
210510,2.4759,-0.00350157
210511,2.4571,-0.007593198
210512,2.459,0.000773269
210513,2.495,0.014640098
210514,2.4784,-0.006653307
210517,2.5038,0.010248547
210518,2.498,-0.002316479
210519,2.4784,-0.007846277
210520,2.4624,-0.006455778
210521,2.447,-0.006254061
210524,2.4589,0.004863098
210525,2.4689,0.004066859
210526,2.4485,-0.008262789
210527,2.4657,0.007024709
210528,2.4864,0.008395182
210531,2.4925,0.002453346
210601,2.4757,-0.006740221
210602,2.4795,0.001534919
210603,2.4698,-0.003912079
210604,2.4934,0.00955543
210607,2.5349,0.01664394
210608,2.5322,-0.001065131
210609,2.5395,0.002882869
210610,2.5205,-0.007481788
210611,2.5385,0.00714144
210615,2.5445,0.002363601
210616,2.545,0.000196502
210617,2.5514,0.002514735
210618,2.5499,-0.000587913
210621,2.525,-0.009765089
210622,2.5218,-0.001267327
210623,2.5102,-0.004599889
210624,2.4928,-0.006931719
210625,2.492,-0.000320924
210628,2.4924,0.000160514
210629,2.5156,0.009308297
210630,2.5161,0.00019876
210701,2.4935,-0.008982155
210702,2.4829,-0.004251053
210705,2.4774,-0.002215152
210706,2.4779,0.000201824
210707,2.4777,-8.07E-05
210708,2.4135,-0.025911127
210709,2.4289,0.006380775
210712,2.3797,-0.020256083
210714,2.3503,-0.012354498
210715,2.3816,0.013317449
210716,2.3721,-0.003988915
210719,2.3692,-0.001222545
210720,2.3694,8.44E-05
210721,2.3716,0.000928505
210722,2.3801,0.003584078
210723,2.3717,-0.003529263
210726,2.3592,-0.005270481
210727,2.3893,0.012758562
210728,2.4025,0.005524631
210729,2.3794,-0.009614984
210730,2.3479,-0.013238632
210731,2.4035,0.023680736
210802,2.3246,-0.032827127
210803,2.3287,0.001763744
210804,2.3203,-0.003607163
210805,2.2943,-0.011205448
210806,2.2995,0.002266487
210809,2.342,0.018482279
210810,2.3534,0.004867635
210811,2.3454,-0.003399337
210812,2.3329,-0.005329581
210813,2.3361,0.001371683
210816,2.3459,0.004195026
210817,2.344,-0.000809924
210818,2.3183,-0.010964164
210819,2.3098,-0.00366648
210820,2.3144,0.001991514
210823,2.3298,0.006653992
210824,2.3279,-0.000815521
210825,2.3126,-0.006572447
210826,2.3316,0.008215861
210827,2.3191,-0.005361125
210830,2.3097,-0.004053297
210831,2.3257,0.006927307
210901,2.2893,-0.015651202
210902,2.292,0.0011794
210903,2.2932,0.00052356
210906,2.3026,0.004099076
210907,2.3217,0.008294971
210908,2.3384,0.007193005
210909,2.3453,0.002950736
210910,2.3437,-0.000682215
210913,2.354,0.00439476
210914,2.3781,0.010237893
210915,2.3658,-0.005172196
210916,2.3781,0.005199087
210917,2.368,-0.004247088
210922,2.3455,-0.009501689
210923,2.331,-0.006182051
210924,2.332,0.000429
210926,2.3311,-0.000385935
210927,2.3283,-0.00120115
210928,2.3475,0.00824636
210929,2.3566,0.003876464
210930,2.3404,-0.00687431
211008,2.3584,0.007690993
211011,2.3857,0.011575645
211012,2.3833,-0.001005994
211013,2.3784,-0.002055973
211014,2.3702,-0.003447696
211015,2.3779,0.003248671
211018,2.4099,0.013457252
211019,2.4325,0.009377982
211020,2.4041,-0.011675231
211021,2.3873,-0.006988062
211022,2.3838,-0.001466091
211025,2.3941,0.004320832
211026,2.3896,-0.001879621
211027,2.3942,0.001925008
211028,2.3959,0.000710049
211029,2.3914,-0.001878209
211031,2.3908,-0.000250899
211101,2.3789,-0.004977413
211102,2.3734,-0.002311993
211103,2.36,-0.005645909
211104,2.3562,-0.001610169
211105,2.3239,-0.013708514
211108,2.3213,-0.001118809
211109,2.3224,0.000473872
211110,2.312,-0.004478126
211111,2.333,0.009083045
211112,2.3319,-0.000471496
211115,2.3264,-0.002358592
211116,2.3232,-0.001375516
211117,2.3346,0.004907025
211118,2.3282,-0.002741369
211119,2.3347,0.002791856
211122,2.3239,-0.004625862
211123,2.3282,0.001850338
211124,2.3178,-0.00446697
211125,2.3149,-0.001251186
211126,2.2971,-0.007689317
211129,2.3059,0.003830917
211130,2.3288,0.009931046
211201,2.3139,-0.006398145
211202,2.3157,0.000777907
211203,2.3265,0.004663817
211206,2.2916,-0.015001075
211207,2.3021,0.004581951
211208,2.3137,0.005038878
211209,2.3096,-0.001772053
211210,2.3116,0.000865951
211213,2.2994,-0.00527773
211214,2.276,-0.010176568
211215,2.2802,0.001845343
211216,2.2855,0.002324358
211217,2.2823,-0.001400131
211220,2.2969,0.006397056
211221,2.2957,-0.000522443
211222,2.2744,-0.009278216
211223,2.2592,-0.006683081
211224,2.2574,-0.000796742
211227,2.2424,-0.006644813
211228,2.2418,-0.00026757
211229,2.2231,-0.008341511
211230,2.2137,-0.00422833
211231,2.2815,0.030627456
220104,2.2214,-0.026342319
220105,2.2193,-0.00094535
220106,2.2439,0.011084576
220107,2.2383,-0.002495655
220110,2.2237,-0.006522807
220111,2.2201,-0.001618923
220112,2.216,-0.001846764
220113,2.2202,0.001895307
220114,2.218,-0.000990902
220117,2.1738,-0.019927863
220118,2.1285,-0.020839084
220119,2.1054,-0.010852713
220120,2.1155,0.004797188
220121,2.1074,-0.003828882
220124,2.0868,-0.009775078
220125,2.0952,0.004025302
220126,2.1104,0.007254677
220127,2.1138,0.001611069
220128,2.0964,-0.008231621
220129,2.0888,-0.003625262
220130,2.0888,0
220131,2.159,0.033607813
220207,2.1051,-0.024965262
220208,2.1001,-0.002375184
220209,2.1084,0.003952193
220210,2.101,-0.00350977
220211,2.1488,0.022751071
220214,2.1615,0.005910276
220215,2.1544,-0.003284756
220216,2.1566,0.001021166
220217,2.1503,-0.002921265
220218,2.1652,0.006929266
220221,2.1936,0.013116571
220222,2.2197,0.011898249
220223,2.2006,-0.008604766
220224,2.1969,-0.00168136
220225,2.2024,0.002503528
220228,2.1757,-0.012123138
220301,2.1958,0.009238406
220302,2.2072,0.00519173
220303,2.2319,0.011190649
220304,2.2268,-0.002285049
220307,2.2155,-0.005074546
220308,2.1978,-0.007989167
220309,2.2253,0.012512513
220310,2.2326,0.003280457
220311,2.2122,-0.009137329
220314,2.1373,-0.033857698
220315,2.1889,0.02414261
220316,2.1912,0.001050756
220317,2.1587,-0.014832055
220318,2.1618,0.001436049
220321,2.1816,0.009159034
220322,2.207,0.011642831
220323,2.2043,-0.00122338
220324,2.2031,-0.000544391
220325,2.2011,-0.000907812
220328,2.2112,0.004588615
220329,2.2097,-0.000678365
220330,2.197,-0.005747387
220331,2.2007,0.001684115
220401,2.1765,-0.010996501
220402,2.1765,0
220406,2.1646,-0.005467494
220407,2.1617,-0.001339739
220408,2.1598,-0.000878938
220411,2.1677,0.003657746
220412,2.1714,0.001706878
220413,2.1679,-0.001611863
220414,2.148,-0.00917939
220415,2.1345,-0.006284916
220418,2.1704,0.016818927
220419,2.1672,-0.001474383
220420,2.181,0.006367663
220421,2.1698,-0.005135259
220422,2.1723,0.00115218
220424,2.1752,0.001334991
220425,2.1586,-0.007631482
220426,2.1453,-0.006161401
220427,2.1676,0.010394817
220428,2.1894,0.010057206
220429,2.1826,-0.003105874
220430,2.1671,-0.007101622
220505,2.1722,0.002353375
220506,2.1727,0.000230181
220509,2.1626,-0.004648594
220510,2.1296,-0.01525941
220511,2.1392,0.004507889
220512,2.1186,-0.009629768
220513,2.102,-0.007835363
220516,2.1028,0.00038059
220517,2.0817,-0.01003424
220518,2.0668,-0.007157612
220519,2.0641,-0.001306367
220520,2.0751,0.005329199
220523,2.0555,-0.009445328
220524,2.0637,0.003989297
220525,2.0763,0.006105539
220526,2.0425,-0.016278958
220527,2.0372,-0.002594859
220530,2.0583,0.010357353
220531,2.0906,0.015692562
220601,2.0815,-0.004352817
220602,2.0917,0.004900312
220606,2.1125,0.009944065
220607,2.12,0.003550296
220608,2.1052,-0.006981132
220609,2.0984,-0.003230097
220610,2.0934,-0.002382768
220613,2.1035,0.004824687
220614,2.1193,0.007511291
220615,2.127,0.003633275
220616,2.1182,-0.004137283
220617,2.1058,-0.005854027
220620,2.1311,0.012014436
220621,2.1409,0.004598564
220622,2.1308,-0.004717642
220623,2.126,-0.002252675
220624,2.1468,0.009783631
220627,2.1878,0.019098193
220628,2.1855,-0.001051284
220629,2.1797,-0.002653855
220630,2.1652,-0.006652292
220701,2.1413,-0.011038241
220704,2.2051,0.029794984
220705,2.2095,0.001995374
220706,2.1925,-0.007694048
220707,2.1962,0.001687571
220708,2.1903,-0.002686458
220711,2.1567,-0.015340364
220712,2.1309,-0.011962721
220713,2.1196,-0.005302924
220714,2.1007,-0.008916777
220715,2.0883,-0.005902794
220718,2.0808,-0.003591438
220719,2.0875,0.003219915
220720,2.0793,-0.003928144
220721,2.0574,-0.010532391
220722,2.0743,0.008214251
220725,2.0713,-0.001446271
220726,2.0618,-0.004586492
220727,2.056,-0.002813076
220728,2.0695,0.006566148
220729,2.0388,-0.014834501
220731,2.1226,0.041102609
220801,2.0158,-0.050315651
220802,1.9994,-0.008135728
220803,1.9672,-0.016104831
220804,1.9063,-0.030957706
220805,1.9325,0.013743902
220808,1.9384,0.00305304
220809,1.9788,0.020841931
220810,1.9872,0.004244997
220811,2.0097,0.011322464
220812,2.0115,0.000895656
220815,1.9164,-0.047278151
220816,1.8897,-0.013932373
220817,1.9046,0.007884849
220818,1.8854,-0.010080857
220819,1.8879,0.001325979
220822,1.9004,0.006621113
220823,1.916,0.008208798
220824,1.9149,-0.000574113
220825,1.9401,0.013159956
220826,1.9569,0.008659347
220829,1.941,-0.008125096
220830,1.9261,-0.007676455
220831,1.9391,0.00674939
220901,1.9044,-0.0178949
220902,1.894,-0.005461038
220905,1.8845,-0.005015839
220906,1.8845,0
220907,1.8898,0.002812417
220908,1.906,0.008572336
220909,1.9135,0.003934942
220913,1.9221,0.004494382
220914,1.935,0.006711409
220915,1.9439,0.004599483
220916,1.9756,0.016307423
220919,1.9686,-0.003543227
220920,1.9562,-0.006298893
220921,1.9533,-0.001482466
220922,1.9617,0.004300415
220923,1.9687,0.003568334
220926,2.0095,0.020724336
220927,1.9974,-0.006021398
220928,1.9991,0.000851106
220929,2.0235,0.012205492
220930,2.0235,0
221008,2.015,-0.004200642
221009,2.0033,-0.005806452
221010,1.9757,-0.013777268
221011,1.9723,-0.001720909
221012,1.9716,-0.000354916
221013,1.9607,-0.005528505
221014,1.9555,-0.002652114
221017,1.9473,-0.004193301
221018,1.9466,-0.000359472
221019,1.9461,-0.000256858
221020,1.9568,0.005498176
221021,1.9751,0.009352003
221024,1.9792,0.002075844
221025,1.9999,0.010458771
221026,1.9944,-0.002750138
221027,1.9782,-0.008122744
221028,1.9619,-0.008239814
221031,1.9707,0.004485448
221101,1.9781,0.003755011
221102,1.9851,0.003538749
221103,1.9866,0.000755629
221104,1.9992,0.006342495
221107,2.015,0.007903161
221108,2.0413,0.013052109
221109,2.0456,0.002106501
221110,2.0662,0.010070395
221111,2.0819,0.00759849
221114,2.1809,0.047552716
221115,2.2251,0.020266862
221116,2.2874,0.027998742
221117,2.2745,-0.005639591
221118,2.2353,-0.017234557
221121,2.2123,-0.010289447
221122,2.2187,0.002892917
221123,2.1915,-0.012259431
221124,2.1409,-0.023089208
221125,2.1792,0.017889673
221128,2.2192,0.01835536
221129,2.2684,0.022170151
221130,2.2498,-0.008199612
221201,2.2383,-0.005111565
221202,2.2187,-0.008756646
221205,2.2316,0.005814216
221206,2.2552,0.010575372
221207,2.279,0.010553388
221208,2.2443,-0.015225976
221209,2.2579,0.006059796
221212,2.2464,-0.005093228
221213,2.2655,0.008502493
221214,2.2333,-0.014213198
221215,2.2343,0.000447768
221216,2.239,0.002103567
221219,2.1921,-0.020946851
221220,2.2037,0.005291729
221221,2.2011,-0.001179834
221222,2.1806,-0.009313525
221223,2.1688,-0.005411355
221226,2.1688,0
221227,2.2315,0.028909996
221228,2.2309,-0.000268877
221229,2.2007,-0.013537137
221230,2.1801,-0.009360658
221231,2.2366,0.025916242
230103,2.1752,-0.027452383
230104,2.1469,-0.013010298
230105,2.144,-0.001350785
230106,2.1611,0.007975746
230109,2.1796,0.008560455
230110,2.2331,0.024545788
230111,2.2547,0.009672652
230112,2.2357,-0.008426842
230113,2.2449,0.004115042
230116,2.2877,0.019065437
230117,2.297,0.004065218
230118,2.2933,-0.001610797
230119,2.308,0.006409977
230120,2.2937,-0.006195841
230130,2.3007,0.003051838
230131,2.2868,-0.00604164
230201,2.2814,-0.002361378
230202,2.266,-0.006750241
230203,2.2525,-0.005957635
230206,2.2653,0.005682575
230207,2.2894,0.010638767
230208,2.2994,0.004367957
230209,2.2948,-0.002000522
230210,2.2805,-0.00623148
230213,2.2771,-0.001490901
230214,2.2895,0.005445523
230215,2.3081,0.008124045
230216,2.3165,0.003639357
230217,2.3192,0.001165551
230220,2.339,0.008537427
230221,2.3627,0.010132535
230222,2.3757,0.00550218
230223,2.4116,0.015111336
230224,2.4157,0.001700116
230227,2.4226,0.002856315
230228,2.4549,0.013332783
230301,2.4229,-0.013035154
230302,2.431,0.003343101
230303,2.4585,0.011312217
230306,2.4212,-0.015171853
230307,2.4198,-0.000578226
230308,2.4237,0.001611703
230309,2.425,0.00053637
230310,2.4083,-0.006886598
230313,2.4078,-0.000207615
230314,2.4021,-0.002367306
230315,2.4229,0.00865909
230316,2.4104,-0.005159107
230317,2.3992,-0.004646532
