,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅,多头交易保证金,空头交易保证金,涨跌停板幅度,结算价,价差,前结算价,涨跌幅(结算价),涨跌(结算价),持仓量,持仓量变化,对应主力,成交量(单边),成交金额(单边),持仓量(单边),持仓量变化(单边),涨跌(收盘价),涨跌幅(收盘价),持买单量|【排名】第一名,持卖单量|【排名】第一名,成交量|【排名】第一名,持买单量比上交易日增减|【排名】第一名,持卖单量比上交易日增减|【排名】第一名,成交量比上交易日增减|【排名】第一名,成交量进榜会员合计,多单量进榜会员合计,空单量进榜会员合计,注册仓单数量
2016-12-30,6181.6,6210.6,6250.8,6114.6,6209.8,6208.2143,14.8,0.2389,29473,36594940120,0,2.1983,40,40,0,6217.2,-53.0256,6195.8,0.3454,21.4,19468,-128,IC1701.CFE,29473,36594940120,19468,-128,0.8,0.0129,2220,2890,1457,40,-17,-20,8225,15252,16050,0
2017-01-06,6242,6339,6372,6225.2,6210.6,6322.1026,121.8,1.9591,23799,30091944120,0,2.3612,40,40,0,6336.2,-32.6168,6217.2,1.914,119,18299,-1169,IC1701.CFE,23799,30091944120,18299,-1169,128.4,2.0674,2281,2627,1537,15,-13,386,7657,14399,14991,0
2017-01-13,6336,6178.4,6388.6,6170.8,6339,6307.6908,-157.8,-2.4905,31419,39636267360,0,3.4374,40,40,0,6196.8,-16.2575,6336.2,-2.2001,-139.4,16379,-1920,IC1701.CFE,31419,39636267360,16379,-1920,-160.6,-2.5335,2207,2254,1619,-61,-131,186,11040,12787,13089,0
2017-01-20,6171.8,6082.8,6190,5874.8,6178.4,6059.1307,-114,-1.8397,39544,47920453120,0,5.0865,40,40,0,6090.2,-39.1983,6196.8,-1.7202,-106.6,17050,671,IC1702.CFE,39544,47920453120,17050,671,-95.6,-1.5473,1801,2315,1859,243,474,690,12665,13232,13650,0
2017-01-26,6095,6188.8,6197.6,6090.4,6082.8,6134.2953,98.6,1.619,22364,27437476120,0,1.7602,40,40,0,6180.6,-34.9061,6090.2,1.4844,90.4,16655,-395,IC1702.CFE,22364,27437476120,16655,-395,106,1.7426,1762,2412,1034,-26,-14,-120,6624,12819,13731,0
2017-02-03,6190,6165,6199.8,6079.6,6188.8,6153.2654,-15.6,-0.2524,5183,6378474920,0,1.9448,40,40,0,6159.6,-42.0921,6180.6,-0.3398,-21,16991,336,IC1702.CFE,5183,6378474920,16991,336,-23.8,-0.3846,1740,2434,1206,82,22,172,7416,13061,13801,0
2017-02-10,6171.2,6294.2,6306.8,6147.8,6165,6230.4499,134.6,2.1852,32813,40887950360,0,2.5813,40,40,0,6293,-42.9081,6159.6,2.1657,133.4,12676,-4315,IC1702.CFE,32813,40887950360,12676,-4315,129.2,2.0957,1376,1907,1122,-210,-90,-110,10370,9442,10266,0
2017-02-17,6295.2,6213,6350,6200,6294.2,6300.9574,-80,-1.2713,31395,39563711360,0,2.3836,40,40,0,6213.2,-94.1627,6293,-1.2681,-79.8,22146,9470,IC1703.CFE,31395,39563711360,22146,9470,-81.2,-1.2901,2263,2961,2078,71,389,609,12864,17236,17811,0
2017-02-24,6220.2,6410.6,6413,6218.4,6213,6347.1182,197.4,3.1771,46869,59496616160,0,3.132,30,30,0,6402.2,-65.5655,6213.2,3.0419,189,24494,2348,IC1703.CFE,46869,59496616160,24494,2348,197.6,3.1804,2027,3257,1416,-11,25,-558,11926,18621,19263,0
2017-03-03,6410,6393,6444,6332.2,6410.6,6384.9692,-9.2,-0.1437,49948,63783288800,0,1.7463,30,30,0,6402.6,-59.839,6402.2,0.0062,0.4,23929,-565,IC1703.CFE,49948,63783288800,23929,-565,-17.6,-0.2745,1944,3483,2305,124,211,260,15079,18192,18744,0
2017-03-10,6404.8,6410.4,6479.8,6361.2,6393,6431.5578,7.8,0.1218,44973,57849289560,0,1.8524,30,30,0,6409,-37.5165,6402.6,0.1,6.4,18588,-5341,IC1703.CFE,44973,57849289560,18588,-5341,17.4,0.2722,1751,2769,1560,-86,-222,-855,12313,14204,14488,0
2017-03-17,6404.8,6410,6553,6365.4,6410.4,6475.0291,1,0.0156,47719,61796382600,0,2.9271,30,30,0,6433.6,-73.2463,6409,0.3838,24.6,22976,4388,IC1704.CFE,47719,61796382600,22976,4388,-0.4,-0.0062,2051,2996,2706,118,656,890,17563,17719,18160,0
2017-03-24,6423.6,6527.8,6535,6372.8,6410,6437.3893,94.2,1.4642,52675,67817896320,0,2.5211,30,30,0,6514.6,-18.815,6433.6,1.259,81,23524,548,IC1704.CFE,52675,67817896320,23524,548,117.8,1.8378,2102,3352,2678,-109,23,74,16410,17984,18233,0
2017-03-31,6533.4,6380.2,6534,6352.6,6527.8,6439.0205,-134.4,-2.0631,52183,67201481160,0,2.7845,30,30,0,6370.8,-21.4479,6514.6,-2.2073,-143.8,21670,-1854,IC1704.CFE,52183,67201481160,21670,-1854,-147.6,-2.2611,1888,3202,2011,-56,-25,-1171,13099,16539,16668,0
2017-04-07,6418,6556,6578,6418,6380.2,6521.628,185.2,2.907,29308,38227174560,0,2.5115,30,30,0,6557.4,-22.726,6370.8,2.929,186.6,20074,-1596,IC1704.CFE,29308,38227174560,20074,-1596,175.8,2.7554,1768,3032,2007,-17,-28,220,12596,15376,15408,0
2017-04-14,6551.2,6518.8,6627.8,6503.2,6556,6569.4122,-38.6,-0.5886,48938,64298778440,0,1.9001,30,30,0,6521.2,-9.3624,6557.4,-0.552,-36.2,18249,-1825,IC1704.CFE,48938,64298778440,18249,-1825,-37.2,-0.5674,1589,3165,2432,-6,0,498,15650,13806,14049,0
2017-04-21,6505.2,6260.2,6516,6252,6518.8,6381.6396,-261,-4.0023,51618,65881494080,0,4.0483,30,30,0,6264,-40.5128,6521.2,-3.9441,-257.2,18425,176,IC1705.CFE,51618,65881494080,18425,176,-258.6,-3.967,1688,3139,2625,320,486,669,16623,14066,14266,0
2017-04-28,6244.8,6180.4,6257,6026,6260.2,6146.3583,-83.6,-1.3346,54492,66985471680,0,3.6877,30,30,0,6171.2,-31.4624,6264,-1.4815,-92.8,18526,101,IC1705.CFE,54492,66985471680,18526,101,-79.8,-1.2747,1563,3105,2210,-13,-99,-662,13933,13600,14412,0
2017-05-05,6180,6057.8,6217.4,6047,6180.4,6148.3063,-113.4,-1.8376,39163,48157224160,0,2.7612,30,30,0,6079.2,-31.8828,6171.2,-1.4908,-92,18682,156,IC1705.CFE,39163,48157224160,18682,156,-122.6,-1.9837,1460,3027,2790,1,-8,283,17035,13586,14316,0
2017-05-12,6050.2,5827.2,6069.8,5706,6057.8,5905.7147,-252,-4.1453,65340,77175880160,0,5.9843,30,30,0,5820.6,-36.5832,6079.2,-4.2538,-258.6,15892,-2790,IC1705.CFE,65340,77175880160,15892,-2790,-230.6,-3.8067,1356,2193,2909,18,-379,-131,18102,11782,11988,0
2017-05-19,5852.6,5913.6,6058.2,5822.2,5827.2,5935.935,93,1.5978,49737,59047120200,0,4.0546,30,30,0,5916.4,-61.3772,5820.6,1.6459,95.8,25906,10014,IC1706.CFE,49737,59047120200,25906,10014,86.4,1.4827,2830,4523,2437,314,471,511,16687,19607,19845,0
2017-05-26,5918.8,5814.6,5953.4,5641.2,5913.6,5790.3221,-101.8,-1.7206,77935,90253750400,0,5.2769,30,30,0,5815,-22.3338,5916.4,-1.7139,-101.4,26709,803,IC1706.CFE,77935,90253750400,26709,803,-99,-1.6741,2634,4272,2591,3,-180,-777,19224,19827,20465,0
2017-06-02,5891,5753.2,5924.6,5613.6,5814.6,5754.6783,-61.8,-1.0628,44761,51517031080,0,5.3482,30,30,0,5756,-19.3174,5815,-1.0146,-59,26523,-186,IC1706.CFE,44761,51517031080,26523,-186,-61.4,-1.056,2638,4089,3356,-63,7,553,22997,19226,19975,0
2017-06-09,5779.4,5964.4,5974.4,5761.8,5753.2,5873.5128,208.4,3.6206,71169,83602407000,0,3.6935,30,30,0,5958.6,-4.8741,5756,3.5198,202.6,20987,-5536,IC1706.CFE,71169,83602407000,20987,-5536,211.2,3.671,1828,2636,3091,-106,-241,200,19565,15082,15588,0
2017-06-16,5935,5957.6,6029.8,5876.6,5964.4,5953.7518,-1,-0.0168,59482,70828213320,0,2.5711,30,30,0,5962.8,-55.3996,5958.6,0.0705,4.2,21593,606,IC1707.CFE,59482,70828213320,21593,606,-6.8,-0.114,2677,3368,2067,288,271,195,14888,15549,16581,0
2017-06-23,5958.4,5953.2,6067,5861.2,5957.6,5991.3954,-9.6,-0.161,67117,80424896520,0,3.4514,30,30,0,5932.6,-57.1137,5962.8,-0.5065,-30.2,22956,1363,IC1707.CFE,67117,80424896520,22956,1363,-4.4,-0.0739,2733,3346,3211,-79,-122,288,23358,16779,17275,0
2017-06-30,5978.6,6097.2,6115.8,5957.4,5953.2,6060.635,164.6,2.7745,60387,73196713360,0,2.67,30,30,0,6103,-40.9556,5932.6,2.8723,170.4,21126,-1830,IC1707.CFE,60387,73196713360,21126,-1830,144,2.4189,2327,3237,2435,-48,-85,-151,15924,15423,16002,0
2017-07-07,6102.8,6183.2,6208.2,6086,6097.2,6137.8728,80.2,1.3141,52549,64507815480,0,2.0023,30,30,0,6186.2,-42.8108,6103,1.3633,83.2,20019,-1107,IC1707.CFE,52549,64507815480,20019,-1107,86,1.4105,1987,3010,2194,-139,-49,-398,13864,14656,15399,0
2017-07-14,6177.6,6093.4,6209.6,6013.8,6183.2,6114.7111,-92.8,-1.5001,60641,74160438720,0,3.1651,30,30,0,6091.2,-35.3397,6186.2,-1.5357,-95,17244,-2775,IC1707.CFE,60641,74160438720,17244,-2775,-89.8,-1.4523,1815,2362,2192,-99,-77,-1025,15363,12442,12918,0
2017-07-21,6080.8,6041.2,6099.2,5818,6093.4,5962.2865,-50,-0.8209,57409,68457781280,0,4.6165,30,30,0,6044,-84.9083,6091.2,-0.7749,-47.2,16405,-839,IC1708.CFE,57409,68457781280,16405,-839,-52.2,-0.8567,2173,2389,2651,485,398,977,15007,11969,12636,0
2017-07-28,6044.2,6185.2,6195,6014.8,6041.2,6088.838,141.2,2.3362,60657,73866129560,0,2.9815,30,30,0,6182.4,-30.2633,6044,2.2899,138.4,18718,2313,IC1708.CFE,60657,73866129560,18718,2313,144,2.3836,2175,2477,2665,-79,-106,-61,16880,13599,14246,0
2017-08-04,6181.2,6185.2,6288.8,6155.6,6185.2,6241.2566,2.8,0.0453,55052,68718731600,0,2.1545,30,30,0,6217.2,-39.9151,6182.4,0.5629,34.8,18578,-140,IC1708.CFE,55052,68718731600,18578,-140,0,0,1834,2372,2612,-36,-102,15,17167,12883,13737,0
2017-08-11,6205,6139.2,6333,6118.2,6185.2,6254.4435,-78,-1.2546,55466,69381792080,0,3.4549,30,30,0,6156.2,-21.9903,6217.2,-0.9811,-61,17142,-1436,IC1708.CFE,55466,69381792080,17142,-1436,-46,-0.7437,1663,1811,2809,-136,-263,136,20030,11907,12325,0
2017-08-18,6159,6286.6,6375,6155,6139.2,6287.1667,130.4,2.1182,50959,64077545440,0,3.5736,30,30,0,6288.2,-61.1557,6156.2,2.1442,132,24954,7812,IC1709.CFE,50959,64077545440,24954,7812,147.4,2.401,3155,3139,2502,375,273,367,16975,17969,19310,0
2017-08-25,6300.4,6327.2,6369.8,6238,6286.6,6309.502,39,0.6202,54596,68894713720,0,2.096,30,30,0,6334.4,-19.3305,6288.2,0.7347,46.2,25732,778,IC1709.CFE,54596,68894713720,25732,778,40.6,0.6458,3042,3139,2759,-81,34,466,17964,18684,19874,0
2017-09-01,6340.4,6528.6,6548,6331.4,6327.2,6439.8459,194.2,3.0658,52293,67351771920,0,3.4194,30,30,0,6520.2,2.0954,6334.4,2.9332,185.8,24156,-1576,IC1709.CFE,52293,67351771920,24156,-1576,201.4,3.1831,2694,2969,2565,-67,-138,518,16130,17266,18769,0
2017-09-08,6536.2,6553.2,6616,6510.8,6528.6,6563.5631,33,0.5061,49051,64389866800,0,1.6134,30,30,0,6540.6,-20.9826,6520.2,0.3129,20.4,20747,-3409,IC1709.CFE,49051,64389866800,20747,-3409,24.6,0.3768,2321,2504,2201,11,-94,193,15554,14914,15701,0
2017-09-15,6562,6629.2,6727.8,6556.2,6553.2,6654.7924,88.6,1.3546,49134,65395313520,0,2.6236,30,30,0,6629.09,7.1562,6540.6,1.3529,88.49,0,-20747,IC1709.CFE,49134,65395313520,0,-20747,76,1.1597,0,0,1065,-229,-364,-522,7926,0,0,0
2017-09-22,6577,6532.2,6695.6,6492.6,6629.2,6618.5705,-96.89,-1.4616,55710,73744112040,0,3.0623,30,30,0,6539.6,-39.8096,6629.09,-1.35,-89.49,20655,20655,IC1710.CFE,55710,73744112040,20655,20655,-97,-1.4632,2146,2649,2212,35,13,77,15636,14901,15664,0
2017-09-29,6536.2,6598.2,6620,6433.6,6532.2,6533.1486,58.6,0.8961,47882,62564044600,0,2.8503,30,30,0,6577.2,-5.0587,6539.6,0.575,37.6,19512,-1143,IC1710.CFE,47882,62564044600,19512,-1143,66,1.0104,1939,2514,2276,-55,-109,455,13085,13918,14760,0
2017-10-13,6699,6722,6729,6603.4,6598.2,6675.0489,144.8,2.2015,46945,62672034360,0,1.9096,30,30,0,6710.2,12.1836,6577.2,2.0221,133,17400,-2112,IC1710.CFE,46945,62672034360,17400,-2112,123.8,1.8763,1644,2081,2011,-116,-67,28,13523,12322,12969,0
2017-10-20,6728,6548,6728,6487,6722,6595.8796,-162.2,-2.4172,45954,60621410480,0,3.5915,30,30,0,6549.27,-23.424,6710.2,-2.3983,-160.93,0,-17400,IC1710.CFE,45954,60621410480,0,-17400,-174,-2.5885,0,0,797,-345,-259,-668,6995,0,0,0
2017-10-27,6536.8,6601.4,6671.4,6495.8,6548,6580.6093,52.13,0.796,52763,69442537920,0,2.6812,30,30,0,6586.2,-29.4067,6549.27,0.5639,36.93,17809,17809,IC1711.CFE,52763,69442537920,17809,17809,53.4,0.8155,1563,2478,2086,-70,-96,-313,13643,12844,13577,0
2017-11-03,6600,6362,6607,6320,6601.4,6466.8653,-224.2,-3.4041,54576,70587128360,0,4.3576,30,30,0,6353.6,-64.9799,6586.2,-3.5316,-232.6,18125,316,IC1711.CFE,54576,70587128360,18125,316,-239.4,-3.6265,1742,2531,2366,-20,62,252,15761,13093,13597,0
2017-11-10,6380,6619.6,6643.8,6357.2,6362,6521.8472,266,4.1866,48481,63237134400,0,4.5108,30,30,0,6624.8,-21.6164,6353.6,4.2684,271.2,15226,-2899,IC1711.CFE,48481,63237134400,15226,-2899,257.6,4.049,1344,2366,2134,-74,-124,207,13111,10926,11416,0
2017-11-17,6627,6323.6,6666.4,6305,6619.6,6546.6436,-301.2,-4.5466,46393,60743687600,0,5.4553,30,30,0,6355.2,-38.3415,6624.8,-4.0696,-269.6,23928,8702,IC1712.CFE,46393,60743687600,23928,8702,-296,-4.4716,2352,3365,2645,390,273,897,17198,17991,18200,0
2017-11-24,6325.2,6227,6478.4,6200,6323.6,6338.8439,-128.2,-2.0172,60404,76578305960,0,4.3807,30,30,0,6259.8,-51.0287,6355.2,-1.5011,-95.4,24270,342,IC1712.CFE,60404,76578305960,24270,342,-96.6,-1.5276,2502,3443,2009,-12,69,-285,16019,18146,18378,0
2017-12-01,6242.8,6279,6324.2,6131.4,6227,6241.9842,19.2,0.3067,56513,70550650960,0,3.08,30,30,0,6279.8,-37.4072,6259.8,0.3195,20,23391,-879,IC1712.CFE,56513,70550650960,23391,-879,52,0.8351,2420,3837,2324,-5,-127,-88,15168,17586,17860,0
2017-12-08,6279,6174,6329,6026,6279,6159.4868,-105.8,-1.6848,59654,73487604600,0,4.825,30,30,0,6181.2,-29.1433,6279.8,-1.5701,-98.6,19800,-3591,IC1712.CFE,59654,73487604600,19800,-3591,-105,-1.6722,1833,3352,2810,-152,-210,327,17013,14354,15055,0
2017-12-15,6198.2,6233.6,6295.8,6198.2,6174,6250.9716,52.4,0.8477,43632,54548478720,0,1.579,30,30,0,6234.27,-2.1608,6181.2,0.8586,53.07,0,-19800,IC1712.CFE,43632,54548478720,0,-19800,59.6,0.9653,0,0,740,-351,-249,-958,6242,0,0,0
2017-12-22,6216,6243.2,6276.6,6107.2,6233.6,6203.9454,8.93,0.1432,49403,61298702840,0,2.7172,30,30,0,6235.4,0.3153,6234.27,0.0181,1.13,19358,19358,IC1801.CFE,49403,61298702840,19358,19358,9.6,0.154,1834,2460,1761,-133,-120,-925,11453,14656,15036,0
2017-12-29,6245.4,6280.8,6305,6132.2,6243.2,6201.5177,45.4,0.7281,46425,57581092200,0,2.7713,30,30,0,6259.4,29.9793,6235.4,0.3849,24,18882,-476,IC1801.CFE,46425,57581092200,18882,-476,37.6,0.6023,1837,2484,1943,4,49,-44,11992,14144,14762,0
2018-01-05,6293,6400.8,6429.2,6266.6,6280.8,6372.0993,141.4,2.259,32735,41718133960,0,2.5977,30,30,0,6407,-16.4537,6259.4,2.3581,147.6,17964,-918,IC1801.CFE,32735,41718133960,17964,-918,120,1.9106,1649,1906,1831,-2,-62,138,11084,13411,14069,0
2018-01-12,6400.8,6401.2,6443.6,6360,6400.8,6407.4607,-5.8,-0.0905,40355,51714615160,0,1.3048,30,30,0,6395,1.8263,6407,-0.1873,-12,15211,-2753,IC1801.CFE,40355,51714615160,15211,-2753,0.4,0.0062,1407,1537,2012,-58,-157,-23,11906,11448,11718,0
2018-01-19,6393.2,6281,6396,6193.2,6401.2,6285.3499,-114,-1.7826,40052,50348166680,0,3.1712,30,30,0,6280.94,8.62,6395,-1.7836,-114.06,0,-15211,IC1801.CFE,40052,50348166680,0,-15211,-120.2,-1.8778,0,0,517,-235,-194,-107,5847,0,0,0
2018-01-26,6234.8,6397,6449.6,6200.8,6281,6364.1196,116.06,1.8478,45779,58268605800,0,3.9612,30,30,0,6396.8,13.3688,6280.94,1.8446,115.86,16182,16182,IC1802.CFE,45779,58268605800,16182,16182,116,1.8468,1538,1899,1863,-43,-97,-165,10544,11502,12376,0
2018-02-02,6396.8,5986.2,6430.4,5832.6,6397,6166.8218,-410.6,-6.4188,50085,61773053680,0,9.3453,30,30,0,5982.8,-18.6494,6396.8,-6.472,-414,15578,-604,IC1802.CFE,50085,61773053680,15578,-604,-410.8,-6.4218,1463,1805,2391,-54,43,41,16053,11274,11076,0
2018-02-09,5930,5504,6015.8,5453.2,5986.2,5757.7762,-478.8,-8.0029,56003,64490547600,0,9.4036,30,30,0,5501,-50.8974,5982.8,-8.0531,-481.8,12730,-2848,IC1802.CFE,56003,64490547600,12730,-2848,-482.2,-8.0552,1255,2131,2851,-235,221,469,16941,9371,9406,0
2018-02-14,5595,5730,5784,5565.2,5504,5697.2773,229,4.1629,22440,25569380440,0,3.9775,30,30,0,5732.6,-24.8344,5501,4.2101,231.6,3613,-9117,IC1802.CFE,22440,25569380440,3613,-9117,226,4.1061,350,977,1362,-401,-725,-760,7280,2649,2874,0
2018-02-23,5780,5833.4,5853.4,5738.8,5730,5808.3332,100.8,1.7584,18446,21428102800,0,1.9991,30,30,0,5824.6,-64.2765,5732.6,1.6049,92,23047,19434,IC1803.CFE,18446,21428102800,23047,19434,103.4,1.8045,3150,3462,2187,105,-20,-405,12897,17611,17481,0
2018-03-02,5876.6,6035.2,6074.4,5865,5833.4,5994.024,210.6,3.6157,51302,61501084320,0,3.5951,30,30,0,6024.6,-21.1354,5824.6,3.4337,200,22155,-892,IC1803.CFE,51302,61501084320,22155,-892,201.8,3.4594,3085,3017,2785,109,88,120,14449,16766,16582,0
2018-03-09,6050.2,6198.8,6207.8,5970.2,6035.2,6079.7736,174.2,2.8915,50859,61842240880,0,3.9438,30,30,0,6195.2,-8.1754,6024.6,2.8317,170.6,18511,-3644,IC1803.CFE,50859,61842240880,18511,-3644,163.6,2.7108,1929,2495,2708,-383,-171,273,14563,13690,13507,0
2018-03-16,6233,6174.2,6295.8,6101,6198.8,6219.4864,-21,-0.339,45342,56400790360,0,3.1444,30,30,0,6174.18,27.8942,6195.2,-0.3393,-21.02,0,-18511,IC1803.CFE,45342,56400790360,0,-18511,-24.6,-0.3969,0,0,657,-202,-277,-1294,6934,0,0,0
2018-03-23,6088,5665.6,6185.2,5630.2,6174.2,6016.9504,-508.58,-8.2372,57499,69193726640,0,8.989,30,30,0,5684,-121.5523,6174.18,-7.9392,-490.18,18999,18999,IC1804.CFE,57499,69193726640,18999,18999,-508.6,-8.2375,1785,2569,3416,58,100,270,20475,13648,14218,0
2018-03-30,5681,6101,6105,5632,5665.6,5927.0347,417,7.3364,60422,71624657640,0,8.3216,30,30,0,6079.2,-13.7382,5684,6.9529,395.2,20118,1119,IC1804.CFE,60422,71624657640,20118,1119,435.4,7.685,1904,3055,2609,-120,-73,-322,15088,14983,15419,0
2018-04-04,6129.8,5976,6157.8,5950.2,6101,6042.0803,-103.2,-1.6976,31680,38282620800,0,3.4149,30,30,0,5978.4,-41.6863,6079.2,-1.6581,-100.8,20449,331,IC1804.CFE,31680,38282620800,20449,331,-125,-2.0488,1869,3075,2436,-72,-58,-474,14663,15640,15508,0
