,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅,多头交易保证金,空头交易保证金,涨跌停板幅度,结算价,价差,前结算价,涨跌幅(结算价),涨跌(结算价),持仓量,持仓量变化,对应主力,成交量(单边),成交金额(单边),持仓量(单边),持仓量变化(单边),涨跌(收盘价),涨跌幅(收盘价),持买单量|【排名】第一名,持卖单量|【排名】第一名,成交量|【排名】第一名,持买单量比上交易日增减|【排名】第一名,持卖单量比上交易日增减|【排名】第一名,成交量比上交易日增减|【排名】第一名,成交量进榜会员合计,多单量进榜会员合计,空单量进榜会员合计,注册仓单数量
2021-08-13,6874,7080,7088,6844,6898.2,6980.9073,200.4,2.913,258217,3.61E+11,0,3.5467,14,14,10,7064.8,-8.8876,6879.6,2.692,185.2,67415,-11721,IC2108.CFE,258217,3.61E+11,67415,-11721,181.8,2.6355,6459,8965,11202,-78,34,-722,67693,45902,51290,0
2021-08-20,7074.2,6861.8,7086.8,6789.4,7080,6928.3059,-203,-2.8734,267175,3.70E+11,0,4.2096,14,14,10,6849,-58.2248,7064.8,-3.0546,-215.8,157080,89665,IC2109.CFE,267175,3.70E+11,157080,89665,-218.2,-3.0819,13385,19312,17448,1228,2141,4644,110705,108136,120305,0
2021-08-27,6892,7106.8,7124.2,6890,6861.8,7025.2641,257.8,3.7641,278642,3.92E+11,0,3.4195,14,14,10,7111.6,-73.3088,6849,3.8341,262.6,145668,-11412,IC2109.CFE,278642,3.92E+11,145668,-11412,245,3.5705,11473,18034,13974,256,850,2043,85466,97106,110052,0
2021-09-03,7130,7217,7285.4,7037.6,7106.8,7157.5054,105.4,1.4821,355290,5.09E+11,0,3.4844,14,14,10,7198,-61.6809,7111.6,1.2149,86.4,137934,-7734,IC2109.CFE,355290,5.09E+11,137934,-7734,110.2,1.5506,11527,17365,17093,1136,379,1745,105853,91745,100408,0
2021-09-10,7221,7593.8,7624,7182.2,7217,7431.1923,395.8,5.4987,325626,4.84E+11,0,6.1378,14,14,10,7591.6,-13.8749,7198,5.4682,393.6,105957,-31977,IC2109.CFE,325626,4.84E+11,105957,-31977,376.8,5.221,10057,12927,14714,-683,-1380,2571,94479,69571,76376,0
2021-09-17,7608.8,7321,7680.2,7238.2,7593.8,7519.1511,-270.6,-3.5645,353031,5.31E+11,0,5.8222,14,14,10,7307.4,-74.5645,7591.6,-3.7436,-284.2,101846,-4111,IC2110.CFE,353031,5.31E+11,101846,-4111,-272.8,-3.5924,9495,12560,17134,2208,1887,2674,116153,73491,76697,0
2021-09-24,7280.2,7370,7467.4,7256.6,7321,7381.1044,62.6,0.8567,188689,2.79E+11,0,2.8847,14,14,10,7364.2,-10.3843,7307.4,0.7773,56.8,98051,-3795,IC2110.CFE,188689,2.79E+11,98051,-3795,49,0.6693,9691,11778,16181,1403,378,1690,96130,70053,73192,0
2021-09-30,7390,7095.2,7397.8,7008.2,7370,7144.9745,-269,-3.6528,275834,3.94E+11,0,5.2905,14,14,10,7097.8,-8.4076,7364.2,-3.6175,-266.4,85413,-12638,IC2110.CFE,275834,3.94E+11,85413,-12638,-274.8,-3.7286,9358,8813,13831,-2269,-946,-4771,80335,64215,63664,0
2021-10-08,7169,7081.4,7198.8,7045.8,7095.2,7104.6879,-16.4,-0.2311,57105,81142640640,0,2.1556,14,14,10,7083.2,-9.9356,7097.8,-0.2057,-14.6,83939,-1474,IC2110.CFE,57105,81142640640,83939,-1474,-13.8,-0.1945,9115,8584,14687,-243,-229,856,81724,63585,61618,0
2021-10-15,7082.8,7025,7129.6,6900,7081.4,7010.1475,-58.2,-0.8217,252850,3.55E+11,0,3.2415,14,14,20,7024.9,0.8404,7083.2,-0.8231,-58.3,0,-83939,IC2110.CFE,252850,3.55E+11,0,-83939,-56.4,-0.7965,0,0,6152,-1621,-1902,3347,36509,0,0,0
2021-10-22,7009,7004.2,7118.8,6945.2,7025,7041.8596,-3,-0.0428,225510,3.18E+11,0,2.4775,14,14,10,7002.2,-21.8676,7007.2,-0.0714,-5,77968,77968,IC2111.CFE,225510,3.18E+11,77968,77968,-20.8,-0.2961,8088,7914,13774,744,-22,1902,69447,58918,59340,0
2021-10-29,7002,7015.4,7125,6913.6,7004.2,7006.3657,13.2,0.1885,227480,3.19E+11,0,3.0191,14,14,10,7009.2,-7.0992,7002.2,0.1,7,77552,-416,IC2111.CFE,227480,3.19E+11,77552,-416,11.2,0.1599,7203,7585,13817,-633,349,-384,72037,58112,60583,0
2021-11-05,6996.2,7003.6,7096,6916.8,7015.4,7029.4222,-5.6,-0.0799,234059,3.29E+11,0,2.5566,14,14,10,7010.8,11.6923,7009.2,0.0228,1.6,74568,-2984,IC2111.CFE,234059,3.29E+11,74568,-2984,-11.8,-0.1682,6914,7621,12561,545,170,999,66788,53529,56784,0
2021-11-12,7003.2,7165,7176.8,6955,7003.6,7062.3657,154.2,2.1995,214158,3.02E+11,0,3.1637,14,14,10,7165.4,8.3873,7010.8,2.2052,154.6,58029,-16539,IC2111.CFE,214158,3.02E+11,58029,-16539,161.4,2.3045,5031,5252,9249,-743,-241,-1912,52424,41014,42758,0
2021-11-19,7175,7170,7193,7036.2,7165,7102.6149,4.6,0.0642,199409,2.83E+11,0,2.1883,14,14,10,7162.6,0.1241,7165.4,-0.0391,-2.8,150436,92407,IC2112.CFE,199409,2.83E+11,150436,92407,5,0.0698,15411,17811,13220,1686,1465,2766,84055,107260,120296,0
2021-11-26,7175,7196.4,7253,7163.8,7170,7216.5688,33.8,0.4719,208702,3.01E+11,0,1.2454,14,14,10,7192,-23.4622,7162.6,0.4105,29.4,141114,-9322,IC2112.CFE,208702,3.01E+11,141114,-9322,26.4,0.3682,13893,15152,10375,447,27,2417,65338,101338,112058,0
2021-12-03,7136.4,7288,7288,7136.4,7196.4,7225.073,96,1.3348,258229,3.73E+11,0,2.1079,14,14,10,7278.2,-13.9173,7192,1.1986,86.2,122941,-18173,IC2112.CFE,258229,3.73E+11,122941,-18173,91.6,1.2729,12561,13211,11350,-1,-628,55,72335,86363,96435,0
2021-12-10,7286.8,7322,7336.6,7132.2,7288,7252.9322,43.8,0.6018,268453,3.89E+11,0,2.8084,14,14,10,7319.6,15.354,7278.2,0.5688,41.4,93005,-29936,IC2112.CFE,268453,3.89E+11,93005,-29936,34,0.4665,9771,10944,10436,-780,-1233,-1613,67429,66940,71781,0
2021-12-17,7345.2,7316,7383.8,7285,7322,7337.3357,-3.6,-0.0492,231630,3.40E+11,0,1.3498,14,14,10,7309.6,1.4399,7319.6,-0.1366,-10,85508,-7497,IC2201.CFE,231630,3.40E+11,85508,-7497,-6,-0.0819,10189,8705,11179,2322,1559,2468,73258,64525,65395,0
2021-12-24,7295,7309.4,7365,7205,7316,7284.4864,-0.2,-0.0027,223668,3.26E+11,0,2.1889,14,14,10,7301.6,30.6444,7309.6,-0.1094,-8,89080,3572,IC2201.CFE,223668,3.26E+11,89080,3572,-6.6,-0.0902,10812,9772,10382,838,789,535,71098,68845,66620,0
2021-12-31,7299.8,7371.8,7404,7260.6,7309.4,7323.596,70.2,0.9614,211781,3.10E+11,0,1.964,14,14,10,7377.8,12.3976,7301.6,1.0436,76.2,93717,4637,IC2201.CFE,211781,3.10E+11,93717,4637,62.4,0.8537,7541,10557,9455,-1710,-198,-2926,57831,72325,71348,0
2022-01-07,7397,7192,7399.6,7167.6,7371.8,7263.914,-185.8,-2.5184,193444,2.81E+11,0,3.1446,14,14,10,7198,16.324,7377.8,-2.437,-179.8,85895,-7822,IC2201.CFE,193444,2.81E+11,85895,-7822,-179.8,-2.439,7312,9836,10943,557,-402,220,63439,66479,63743,0
2022-01-14,7181.2,7088.4,7222.4,7066.4,7192,7155.3389,-109.6,-1.5226,205923,2.95E+11,0,2.1673,14,14,10,7091,7.2592,7198,-1.4865,-107,77582,-8313,IC2201.CFE,205923,2.95E+11,77582,-8313,-103.6,-1.4405,10651,8675,10123,566,-617,-136,69975,60340,58985,0
2022-01-21,7092,7009.2,7196.6,6988.8,7088.4,7112.6128,-81.8,-1.1536,214000,3.04E+11,0,2.9305,14,14,10,7002.2,32.5845,7091,-1.2523,-88.8,77434,-148,IC2202.CFE,214000,3.04E+11,77434,-148,-79.2,-1.1173,12139,9881,10561,1516,2212,3745,73208,62112,58163,0
2022-01-28,6974,6561,7024.8,6498,7009.2,6769.644,-441.2,-6.3009,259758,3.52E+11,0,7.5233,14,14,10,6583.8,-19.53,7002.2,-5.9753,-418.4,80855,3421,IC2202.CFE,259758,3.52E+11,80855,3421,-448.2,-6.3945,11790,10344,15970,-144,-133,266,91537,64782,61955,0
2022-02-11,6650,6753.8,6861.6,6594,6561,6748.8426,170,2.5821,215672,2.91E+11,0,4.0645,14,14,10,6756,8.7765,6583.8,2.6155,172.2,66091,-14764,IC2202.CFE,215672,2.91E+11,66091,-14764,192.8,2.9386,8719,7282,11548,346,-670,2586,66736,52360,47300,0
2022-02-18,6727.6,6829.4,6836.8,6675.4,6753.8,6758.4587,73.4,1.0864,205894,2.78E+11,0,2.389,14,14,10,6822.4,-5.6217,6756,0.9828,66.4,147682,81591,IC2203.CFE,205894,2.78E+11,147682,81591,75.6,1.1194,13808,19679,12863,1364,1853,1868,77439,105848,115152,0
2022-02-25,6834.8,6818.2,6910.8,6695.6,6829.4,6820.2905,-4.2,-0.0616,289869,3.95E+11,0,3.1543,14,14,10,6817.6,-1.2311,6822.4,-0.0704,-4.8,138533,-9149,IC2203.CFE,289869,3.95E+11,138533,-9149,-11.2,-0.164,12011,16415,16214,-1742,-1788,-783,95897,97826,105611,0
2022-03-04,6818,6817,6909.6,6767.2,6818.2,6838.9702,-0.6,-0.0088,250212,3.42E+11,0,2.0887,14,14,10,6804.6,13.1663,6817.6,-0.1907,-13,126239,-12294,IC2203.CFE,250212,3.42E+11,126239,-12294,-1.2,-0.0176,12974,16833,16279,1542,21,4105,88481,90936,96068,0
2022-03-11,6786.8,6481.2,6786.8,5995.8,6817,6429.6799,-323.4,-4.7527,400326,5.15E+11,0,11.6245,14,14,10,6445.2,7.0731,6804.6,-5.2817,-359.4,100720,-25519,IC2203.CFE,400326,5.15E+11,100720,-25519,-335.8,-4.9259,12994,14021,22057,477,628,3551,122461,75709,74073,0
2022-03-18,6423.4,6293,6495,5792,6481.2,6196.0471,-152.2,-2.3614,390892,4.84E+11,0,10.9073,14,14,10,6301.4,-39.2166,6445.2,-2.2311,-143.8,104250,3530,IC2204.CFE,390892,4.84E+11,104250,3530,-188.2,-2.9038,13976,14095,17296,-90,662,-2654,101253,81869,77782,0
2022-03-25,6293.2,6211,6389.6,6208.4,6293,6303.1564,-90.4,-1.4346,294193,3.71E+11,0,2.8756,14,14,10,6241.8,-57.2376,6301.4,-0.9458,-59.6,105048,798,IC2204.CFE,294193,3.71E+11,105048,798,-82,-1.303,12983,14640,17158,82,204,800,89681,81748,78277,0
2022-04-01,6170,6368.4,6378,6122.6,6211,6282.8118,126.6,2.0283,294473,3.70E+11,0,4.0918,14,14,10,6363,3.8794,6241.8,1.9417,121.2,93892,-11156,IC2204.CFE,294473,3.70E+11,93892,-11156,157.4,2.5342,13145,13265,14307,1552,813,1009,79410,73838,70603,0
2022-04-08,6355,6210,6358,6079.4,6368.4,6240.5364,-153,-2.4045,188852,2.36E+11,0,4.3784,14,14,10,6197.4,-14.1167,6363,-2.6025,-165.6,91359,-2533,IC2204.CFE,188852,2.36E+11,91359,-2533,-158.4,-2.4873,11754,13079,19444,-758,-180,866,101853,69496,67838,0
2022-04-15,6158,6018,6169,5951.4,6210,6063.4426,-179.4,-2.8948,342488,4.15E+11,0,3.5111,14,14,10,6035.6,-52.7489,6197.4,-2.6108,-161.8,100720,9361,IC2205.CFE,342488,4.15E+11,100720,9361,-192,-3.0918,12976,14650,20570,1439,1831,2975,105759,80261,76495,0
2022-04-22,5966,5686.6,6087.8,5614.4,6018,5890.6033,-349,-5.7824,358173,4.22E+11,0,7.8435,14,14,10,5704.4,-54.3844,6035.6,-5.4874,-331.2,107542,6822,IC2205.CFE,358173,4.22E+11,107542,6822,-331.4,-5.5068,14382,15962,24337,-559,966,726,123987,85180,82216,0
2022-04-29,5561.8,5619,5627.6,5117.4,5686.6,5373.1996,-85.4,-1.4971,537565,5.78E+11,0,8.944,15,15,10,5595.2,-8.9021,5704.4,-1.9143,-109.2,103391,-4151,IC2205.CFE,537565,5.78E+11,103391,-4151,-67.6,-1.1888,13461,16025,28313,-1098,-2925,1145,157664,79163,79927,0
2022-05-06,5597.6,5504.2,5701.8,5495,5619,5593.2986,-91,-1.6264,149340,1.67E+11,0,3.696,14,14,10,5519.8,-59.5693,5595.2,-1.3476,-75.4,102168,-1223,IC2205.CFE,149340,1.67E+11,102168,-1223,-114.8,-2.0431,13995,15405,22617,2297,1698,3230,123409,79230,78834,0
2022-05-13,5480.8,5782.4,5844,5442.2,5504.2,5673.4391,262.6,4.7574,383735,4.35E+11,0,7.2792,14,14,10,5769.8,-14.4014,5519.8,4.5291,250,82261,-19907,IC2205.CFE,383735,4.35E+11,82261,-19907,278.2,5.0543,9052,11186,19102,-1120,-1812,-1354,98792,63513,62804,0
2022-05-20,5829,5891.2,5893.6,5642.4,5782.4,5774.7313,121.4,2.1041,361352,4.17E+11,0,4.3537,14,14,10,5863.6,-38.2882,5769.8,1.6257,93.8,179287,97026,IC2206.CFE,361352,4.17E+11,179287,97026,108.8,1.8816,17019,22655,23736,-525,459,3272,135812,130842,140745,0
2022-05-27,5893.4,5845,5914.8,5666,5891.2,5806.2472,-18.6,-0.3172,432170,5.02E+11,0,4.2431,14,14,10,5827.2,-54.915,5863.6,-0.6208,-36.4,174431,-4856,IC2206.CFE,432170,5.02E+11,174431,-4856,-46.2,-0.7842,16271,21417,21564,-470,-1268,-4830,121892,128135,137845,0
2022-06-02,5865,6050.2,6059.8,5804.6,5845,5933.614,223,3.8269,309490,3.67E+11,0,4.3795,14,14,10,6046.2,-28.2349,5827.2,3.7582,219,166362,-8069,IC2206.CFE,309490,3.67E+11,166362,-8069,205.2,3.5107,14451,18449,21138,-565,-635,1415,108154,122761,129692,0
2022-06-10,6048.6,6250.4,6260,6031.2,6050.2,6147.797,204.2,3.3773,432148,5.31E+11,0,3.7842,14,14,10,6242.6,10.2968,6046.2,3.2483,196.4,126044,-40318,IC2206.CFE,432148,5.31E+11,126044,-40318,200.2,3.309,12399,16318,23775,-852,-287,2808,128544,93313,94264,0
2022-06-17,6202,6282.4,6413.8,6044.6,6250.4,6233.0528,39.8,0.6376,464412,5.79E+11,0,5.9142,14,14,10,6272.2,-33.9092,6242.6,0.4742,29.6,129198,3154,IC2207.CFE,464412,5.79E+11,129198,3154,32,0.512,15900,18408,24380,1953,2280,4674,139685,96783,95568,0
2022-06-24,6288.8,6348.6,6361.8,6104,6282.4,6240.1118,76.4,1.2181,424232,5.29E+11,0,4.1102,14,14,10,6344.4,-19.6827,6272.2,1.1511,72.2,125766,-3432,IC2207.CFE,424232,5.29E+11,125766,-3432,66.2,1.0537,14509,18540,22895,-467,239,-1554,115554,94551,93334,0
2022-07-01,6373.8,6413.2,6496,6353.4,6348.6,6419.4069,68.8,1.0844,378852,4.86E+11,0,2.2477,14,14,10,6415.2,-25.3375,6344.4,1.1159,70.8,117152,-8614,IC2207.CFE,378852,4.86E+11,117152,-8614,64.6,1.0175,11692,18053,17424,-159,-217,-5471,92118,88923,85550,0
2022-07-08,6405,6383.2,6532.4,6335,6413.2,6434.7136,-32,-0.4988,359726,4.63E+11,0,3.0771,14,14,10,6400.8,-21.2393,6415.2,-0.2245,-14.4,98193,-18959,IC2207.CFE,359726,4.63E+11,98193,-18959,-30,-0.4678,11011,15925,19045,108,-95,-111,96898,75381,70957,0
2022-07-15,6365,6253,6367.8,6201,6383.2,6278.8903,-147.8,-2.3091,299669,3.76E+11,0,2.6059,14,14,20,6252.8,56.2001,6400.8,-2.3122,-148,0,-98193,IC2207.CFE,299669,3.76E+11,0,-98193,-130.2,-2.0397,0,0,7822,-1990,-2273,-8854,42048,0,0,0
2022-07-22,6156.8,6244.8,6394.6,6156.8,6253,6287.5808,66.4,1.0747,315774,3.97E+11,0,3.8489,14,14,10,6233.2,-44.7325,6178.4,0.887,54.8,96095,96095,IC2208.CFE,315774,3.97E+11,96095,96095,-8.2,-0.1311,11507,16424,22016,821,165,5059,112785,71426,74415,0
2022-07-29,6250.2,6255.2,6381,6142.6,6244.8,6267.4562,22,0.3529,285101,3.57E+11,0,3.8247,14,14,10,6262,-38.9144,6233.2,0.462,28.8,86312,-9783,IC2208.CFE,285101,3.57E+11,86312,-9783,10.4,0.1665,10205,14404,16860,-755,-901,-499,82786,65471,65924,0
2022-08-05,6254,6258,6318,6045,6255.2,6179.6393,-4,-0.0639,354198,4.38E+11,0,4.3596,14,14,10,6243.2,-12.5113,6262,-0.3002,-18.8,81405,-4907,IC2208.CFE,354198,4.38E+11,81405,-4907,2.8,0.0448,10318,12303,19048,-544,-1378,-303,95231,62045,61547,0
2022-08-12,6253.2,6418.4,6449.2,6236.2,6258,6337.7493,175.2,2.8063,220209,2.79E+11,0,3.4117,14,14,10,6421.8,-2.453,6243.2,2.8607,178.6,64579,-16826,IC2208.CFE,220209,2.79E+11,64579,-16826,160.4,2.5631,8136,9921,11460,-1488,-1937,-2336,62290,48945,48271,0
2022-08-19,6401.6,6350.2,6511.8,6347,6418.4,6437.9319,-71.6,-1.115,230292,2.97E+11,0,2.5663,14,14,10,6361.6,-41.5159,6421.8,-0.9374,-60.2,170846,106267,IC2209.CFE,230292,2.97E+11,170846,106267,-68.2,-1.0626,24584,24241,17650,2093,2877,2295,95445,129776,133706,0
2022-08-26,6348,6269,6450,6197,6350.2,6323.8938,-92.6,-1.4556,326813,4.13E+11,0,3.977,14,14,10,6260.4,-29.3739,6361.6,-1.5908,-101.2,161563,-9283,IC2209.CFE,326813,4.13E+11,161563,-9283,-81.2,-1.2787,22580,24612,17818,-603,-135,-4511,90880,123447,126253,0
2022-09-02,6195,6130.2,6291.8,6092.6,6269,6190.7592,-130.2,-2.0797,335536,4.15E+11,0,3.1819,14,14,10,6129.2,-19.2273,6260.4,-2.0957,-131.2,149568,-11995,IC2209.CFE,335536,4.15E+11,149568,-11995,-138.8,-2.2141,21639,23556,19008,404,-84,-2200,94133,113442,116459,0
2022-09-09,6124.6,6314.6,6328.8,6100,6130.2,6241.911,185.4,3.0249,284801,3.56E+11,0,3.733,14,14,10,6319.4,-2.3724,6129.2,3.1032,190.2,109843,-39725,IC2209.CFE,284801,3.56E+11,109843,-39725,184.4,3.0081,14014,17550,18506,-1957,-1791,3724,84623,83754,86533,0
2022-09-16,6325,5918,6355,5901.4,6314.6,6175.1659,-401.4,-6.3519,272575,3.37E+11,0,7.1779,14,14,10,5929.6,-36.5037,6319.4,-6.1683,-389.8,106956,-2887,IC2210.CFE,272575,3.37E+11,106956,-2887,-396.6,-6.2807,12377,14950,22099,1313,1626,2790,112747,84089,80698,0
2022-09-23,5918,5873.4,5992.4,5800.2,5918,5910.8821,-56.2,-0.9478,303662,3.59E+11,0,3.2414,14,14,10,5883.4,-16.2019,5929.6,-0.7791,-46.2,112885,5929,IC2210.CFE,303662,3.59E+11,112885,5929,-44.6,-0.7536,13521,15712,19396,2216,1514,3939,110645,87399,84786,0
2022-09-30,5830,5710.2,5929.8,5705.4,5873.4,5822.2792,-173.2,-2.9439,329968,3.84E+11,0,3.8141,14,14,10,5726.6,-3.8629,5883.4,-2.6651,-156.8,101694,-11191,IC2210.CFE,329968,3.84E+11,101694,-11191,-163.2,-2.7786,12955,14730,18103,780,-271,-458,96726,80221,76345,0
2022-10-14,5730.2,5983.8,6012.4,5586.8,5710.2,5769.638,257.2,4.4913,331953,3.83E+11,0,7.432,14,14,10,5986.8,10.3611,5726.6,4.5437,260.2,87634,-14060,IC2210.CFE,331953,3.83E+11,87634,-14060,273.6,4.7914,12413,11797,20482,731,-741,2719,99841,68889,64454,0
2022-10-21,5966.4,5943.8,6080,5881.6,5983.8,5985.2539,-43,-0.7182,264668,3.17E+11,0,3.314,14,14,10,5943.2,-13.0811,5986.8,-0.7283,-43.6,87409,-225,IC2211.CFE,264668,3.17E+11,87409,-225,-40,-0.6685,12003,11773,18393,325,432,326,94979,69353,66387,0
2022-10-28,5943.4,5771,6082,5745.8,5943.8,5922.526,-172.2,-2.8974,367508,4.35E+11,0,5.6569,14,14,10,5791.8,-10.7972,5943.2,-2.5474,-151.4,98258,10849,IC2211.CFE,367508,4.35E+11,98258,10849,-172.8,-2.9072,13491,11852,23092,1060,1034,3936,112928,76479,74747,0
2022-11-04,5765,6156.2,6181.4,5741,5771,5942.1285,364.4,6.2917,326301,3.88E+11,0,7.6039,14,14,10,6148.6,22.7371,5791.8,6.1604,356.8,83189,-15069,IC2211.CFE,326301,3.88E+11,83189,-15069,385.2,6.6748,12608,11548,20659,732,1473,5256,94305,63254,64769,0
2022-11-11,6139,6139.6,6281,6062,6156.2,6146.7247,-9,-0.1464,254278,3.13E+11,0,3.5618,14,14,10,6179.8,0.9789,6148.6,0.5074,31.2,70103,-13086,IC2211.CFE,254278,3.13E+11,70103,-13086,-16.6,-0.2696,12357,10095,21576,1454,2358,6403,97939,53438,54089,0
2022-11-18,6180,6215.6,6272.2,6113,6139.6,6202.7167,35.8,0.5793,235594,2.92E+11,0,2.5761,14,14,10,6220.8,23.9523,6179.8,0.6635,41,175266,105163,IC2212.CFE,235594,2.92E+11,175266,105163,76,1.2379,31194,19464,19786,1595,-363,3195,93414,142083,140452,0
2022-11-25,6173.6,6096.2,6218,6056.8,6215.6,6139.2736,-124.6,-2.003,309597,3.80E+11,0,2.5913,14,14,10,6106.6,8.3409,6220.8,-1.8358,-114.2,164179,-11087,IC2212.CFE,309597,3.80E+11,164179,-11087,-119.4,-1.921,30623,20048,17787,352,311,439,83734,132978,130137,0
2022-12-02,6013,6176,6256,5976.2,6096.2,6149.9205,69.4,1.1365,285311,3.51E+11,0,4.5819,14,14,10,6185.2,7.9873,6106.6,1.2871,78.6,141046,-23133,IC2212.CFE,285311,3.51E+11,141046,-23133,79.8,1.309,23058,19771,13571,-1598,-513,-2516,66744,111952,113321,0
2022-12-09,6219.8,6204.2,6265.6,6156.2,6176,6206.4883,19,0.3072,277000,3.44E+11,0,1.7687,14,14,10,6212.4,11.8991,6185.2,0.4398,27.2,108058,-32988,IC2212.CFE,277000,3.44E+11,108058,-32988,28.2,0.4566,17895,15311,18036,-241,157,2552,90617,83573,86091,0
2022-12-16,6194.8,6052.8,6197.6,6038.2,6204.2,6128.7504,-159.6,-2.5691,233442,2.86E+11,0,2.5658,14,14,20,6053.2,-20.0627,6212.4,-2.5626,-159.2,0,-108058,IC2212.CFE,233442,2.86E+11,0,-108058,-151.4,-2.4403,0,0,5810,-2528,-6657,-7571,38242,0,0,0
2022-12-23,6087.8,5791.8,6111.6,5752.6,6106,5891.1019,-292.4,-4.8059,237444,2.80E+11,0,5.9005,14,14,10,5775,28.4542,6084.2,-5.082,-309.2,103465,103465,IC2301.CFE,237444,2.80E+11,103465,103465,-314.2,-5.1458,12975,15068,15309,-228,-503,1163,71154,83820,81475,0
2022-12-30,5796.4,5870.8,5922.2,5795.6,5791.8,5874.2606,95.8,1.6589,179184,2.11E+11,0,2.1922,14,14,10,5874.6,6.3331,5775,1.7247,99.6,94133,-9332,IC2301.CFE,179184,2.11E+11,94133,-9332,79,1.364,12314,13721,10654,-501,-431,-1272,50293,76890,75236,0
2023-01-06,5854.6,6024.2,6066.8,5850.2,5870.8,5976.7528,149.6,2.5466,157932,1.89E+11,0,3.6871,14,14,10,6025,11.3848,5874.6,2.5602,150.4,85799,-8334,IC2301.CFE,157932,1.89E+11,85799,-8334,153.4,2.6129,12396,13358,12532,-419,185,130,54983,68071,67187,0
2023-01-13,6049.2,6082,6084.6,6005.8,6024.2,6044.5563,57,0.9461,184952,2.24E+11,0,1.3079,14,14,10,6059,24.3098,6025,0.5643,34,67777,-18022,IC2301.CFE,184952,2.24E+11,67777,-18022,57.8,0.9595,11740,11448,13878,248,168,1433,59934,53127,51385,0
2023-01-20,6088,6244.2,6255.2,6086,6082,6163.18,185.2,3.0566,169122,2.08E+11,0,2.7925,14,14,20,6243.7,-7.2337,6059,3.0484,184.7,0,-67777,IC2301.CFE,169122,2.08E+11,0,-67777,162.2,2.6669,0,0,5324,-1800,-3110,-5107,23372,0,0,0
2023-02-03,6356,6343.2,6413,6272.6,6276.2,6336.1728,74,1.1804,196231,2.49E+11,0,2.2395,14,14,10,6343.4,-0.4861,6269.2,1.1836,74.2,66562,66562,IC2302.CFE,196231,2.49E+11,66562,66562,67,1.0675,10598,9891,15011,29,-728,2548,68128,53181,50665,0
2023-02-10,6315.8,6337.4,6368.6,6250.6,6343.2,6309.3564,-6,-0.0946,210619,2.66E+11,0,1.8602,14,14,10,6329.8,3.148,6343.4,-0.2144,-13.6,55328,-11234,IC2302.CFE,210619,2.66E+11,55328,-11234,-5.8,-0.0914,9713,8939,13007,-879,-234,-1019,64564,42196,42336,0
2023-02-17,6330.2,6236.6,6436.8,6167.8,6337.4,6346.8983,-93.2,-1.4724,186817,2.37E+11,0,4.2497,14,14,10,6251.8,-0.8053,6329.8,-1.2323,-78,153714,98386,IC2303.CFE,186817,2.37E+11,153714,98386,-100.8,-1.5906,20085,23043,17361,-459,-67,370,76524,121317,122459,0
2023-02-24,6250,6339.4,6387.8,6208,6236.6,6328.5675,87.6,1.4012,237062,3.00E+11,0,2.876,14,14,10,6322.8,-1.4435,6251.8,1.1357,71,139385,-14329,IC2303.CFE,237062,3.00E+11,139385,-14329,102.8,1.6483,17436,20942,14011,-1387,-289,524,63443,109203,112060,0
2023-03-03,6322.2,6372.6,6408,6261.2,6339.4,6346.1379,49.8,0.7876,216281,2.75E+11,0,2.3218,14,14,10,6374.6,-17.7177,6322.8,0.8193,51.8,126170,-13215,IC2303.CFE,216281,2.75E+11,126170,-13215,33.2,0.5237,16450,17237,12239,-116,69,2804,59345,97807,101128,0
2023-03-10,6372,6203,6396.4,6190,6372.6,6294.9782,-171.6,-2.6919,239578,3.02E+11,0,3.2379,14,14,10,6208.2,-1.8989,6374.6,-2.6104,-166.4,101305,-24865,IC2303.CFE,239578,3.02E+11,101305,-24865,-169.6,-2.6614,14952,15161,16146,452,603,1870,76447,78807,80886,0
2023-03-16,6204.2,6155,6258.8,6131.8,6203,6206.6882,-53.2,-0.8569,208715,2.59E+11,0,2.0457,14,14,10,6156.4,14.1683,6208.2,-0.8344,-51.8,24965,-76340,IC2303.CFE,208715,2.59E+11,24965,-76340,-48,-0.7738,3334,3430,15057,-4785,-4556,-2843,69209,19279,19343,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数据来源：东方财富Choice数据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
