per,normcjl,normcje,jc,normccl
-0.11110365,-0.250330741,-0.2,-645.7735,-0.960295419
0.090900766,-0.638887398,-0.48,-344.1516,-1.004107475
0.090906568,-0.75500532,-0.55,-37.3842,-1.043250438
0.047849292,0.886003562,0.91,-126.0351,-1.077942039
-0.014545455,1.295905855,1.28,-214.0574,-1.161259941
-0.08125,0.833047724,0.79,-269.2945,-1.191693716
0.050505855,0.078835283,0.17,-46.9585,-1.28243862
0.04576461,1.647136811,1.53,-137.0971,-1.066305595
-0.025510607,2.713349342,2.53,-527.4956,-1.056023915
0.0017628,2.643480296,2.46,-505.4627,-1.089481713
0.00854239,1.968604409,1.89,-547.2364,-1.069765078
0.074982113,2.377456916,2.37,-165.9909,-1.051548359
-0.049122807,2.63496537,2.71,-445.0739,-1.040274799
-0.111095976,2.018158165,1.99,-452.7809,-1.034057406
-0.051350229,2.311650928,2,-428.8199,-1.050846786
0.057719271,2.508952249,2.2,-319.9956,-1.057475446
-0.035121681,2.730281991,2.46,-568.5799,-1.052201549
0.00359508,1.942904109,1.74,-328.0608,-1.069619925
-0.041555795,0.942497566,0.84,-475.0053,-1.050967747
0.073626201,1.585549405,1.44,-284.4952,-1.053048275
-0.015948921,1.324833273,1.27,-352.9375,-1.067249091
-0.001510854,1.41754487,1.34,-246.6278,-1.059628551
0.036987976,1.585666048,1.57,-162.1187,-1.048863026
0.058991597,1.129475998,1.23,-64.0862,-1.024864374
-0.018974221,1.047184492,1.19,-234.7271,-1.059023746
-0.024424043,1.239567375,1.34,-254.1365,-1.070031193
0.025090465,1.223801155,1.33,-188.6288,-1.056725488
0.008765035,1.296178021,1.47,-228.2423,-1.065991097
0.028271163,1.25428381,1.43,-161.4567,-1.072522988
-0.10656242,1.678397085,1.79,-359.2687,-1.121778287
0.034277162,1.313052348,1.34,-189.7828,-1.190846989
-0.012995127,0.092249207,0.26,-46.5116,-1.250553314
-0.12001554,2.40871719,2.12,-405.5024,-0.992471032
-0.111104298,0.760223727,0.61,-482.5885,-0.949892778
-0.111080833,1.532904614,1.04,-610.0117,-0.955263444
-0.087256028,2.319543758,1.46,-838.3256,-0.948634784
0.060861644,2.260833541,1.42,-527.8548,-0.956376284
0.090900572,1.555163951,1.03,-440.2938,-0.96119053
-0.052873486,0.697275488,0.43,-619.9127,-1.003647823
-0.109063838,1.150413383,0.63,-796.2072,-0.984003765
-0.01123303,2.115690999,1.21,-745.5533,-0.97599615
0.070992235,-0.743593765,-0.57,-348.5566,-1.058806016
0.090897697,-0.760332009,-0.58,8.1449,-1.096618409
0.016015073,-0.792505985,-0.59,-182.0072,-1.099231166
-0.00822915,-0.846667132,-0.64,-121.3093,-1.106198516
0.010778816,-0.850769071,-0.64,-73.3191,-1.111182108
-0.111076378,-0.812490788,-0.61,-291.5904,-1.142825492
-0.024048308,-0.836519207,-0.64,-44.4299,-1.159445526
0.063297415,-0.821141796,-0.63,-34.0367,-1.191209872
-0.011788413,-0.890699795,-0.67,-10.409,-1.23869914
-0.041543739,-0.802848315,-0.61,-206.8814,-1.148341311
0.059479433,-0.775767741,-0.59,-80.2393,-1.118899416
6.58E-05,-0.790659141,-0.6,-218.1258,-1.115149627
-0.019630794,-0.795033246,-0.6,-244.2006,-1.108835465
0.016655738,-0.796296877,-0.6,-215.1101,-1.100973003
-0.047897156,-0.763228639,-0.59,-320.9764,-1.109561231
0.034799146,-0.787645868,-0.6,-225.2917,-1.102859994
-0.013189043,-0.79851309,-0.61,-189.6058,-1.104819562
0.006015749,-0.82749883,-0.63,-205.9274,-1.113867441
0.044227789,-0.818264607,-0.62,-177.2924,-1.108762889
0.027408379,-0.825399259,-0.62,-63.2514,-1.111327261
0.037635865,-0.805433897,-0.6,-76.1221,-1.109488654
0.002721048,-0.843148407,-0.63,-113.4769,-1.131963199
-0.008758201,-0.83539166,-0.62,-79.2957,-1.162590511
0.041841606,-0.8569317,-0.64,25.5626,-1.219127659
-0.043965595,-0.802129018,-0.6,-362.3718,-1.128382755
0.031562044,-0.799076864,-0.59,-312.0754,-1.10999669
-0.044730506,-0.762839829,-0.57,-233.9386,-1.102618072
0.025051754,-0.766572399,-0.57,-298.0976,-1.085151311
0.034568616,-0.777750669,-0.58,-230.2344,-1.083651395
-0.001165331,-0.789045582,-0.58,-321.7548,-1.076805006
0.012544543,-0.769643994,-0.57,-328.0362,-1.064104106
-0.035670467,-0.781191632,-0.58,-365.4952,-1.066813631
0.010026541,-0.781561001,-0.58,-326.9748,-1.054233693
-0.00103187,-0.769430148,-0.57,-301.1706,-1.042839171
-0.021113244,-0.770868743,-0.57,-267.6315,-1.035896013
-0.004687359,-0.785274131,-0.58,-263.9029,-1.037033046
0.062336051,-0.752478059,-0.55,-177.3884,-1.029122199
0.001584965,-0.780083526,-0.57,-210.0505,-1.054015963
0.032520771,-0.798999102,-0.58,-153.0471,-1.048959795
0.010062825,-0.806192076,-0.59,-190.0014,-1.053338582
5.41E-05,-0.829054067,-0.61,-181.0084,-1.068990928
0.019244533,-0.834789006,-0.61,-139.666,-1.06768455
0.003165315,-0.822366546,-0.6,-163.4517,-1.077167889
-0.005865024,-0.816962096,-0.59,-99.108,-1.082296633
0.021523959,-0.820850189,-0.6,-80.8548,-1.095771683
-0.010016429,-0.824330033,-0.6,-102.7808,-1.135567835
-0.007814375,-0.855493105,-0.63,-27.9417,-1.174372108
0.023515655,-0.890349867,-0.66,-21.622,-1.229070649
-0.031574987,-0.795888627,-0.58,-363.6655,-1.014824615
-0.010738656,-0.795966389,-0.58,-387.5822,-0.987971284
0.013679561,-0.802673351,-0.58,-327.4975,-0.97776218
0.023561787,-0.812140859,-0.59,-291.3841,-0.964698398
-0.009400143,-0.815737346,-0.59,-342.2797,-0.964141977
-0.065251107,-0.750495131,-0.54,-283.5243,-0.975246193
0.004636003,-0.756366153,-0.55,-290.1988,-0.954029642
0.001737279,-0.773298802,-0.56,-306.3452,-0.953618375
0.022499382,-0.735739815,-0.53,-125.6596,-0.94328831
0.02220174,-0.781288835,-0.57,-192.7077,-0.941812586
-0.006315099,-0.802498386,-0.58,-195.8749,-0.953545798
0.007085048,-0.800068328,-0.58,-262.8276,-0.954948945
-0.016071923,-0.799096304,-0.58,-174.142,-0.954707023
-0.001552967,-0.807125218,-0.59,-162.2742,-0.957392356
-0.003737796,-0.785001964,-0.57,-180.2098,-0.9705771
0.003735783,-0.804442433,-0.59,-63.3017,-0.988237399
0.02786311,-0.792350462,-0.58,-19.0301,-1.030331809
0.007064196,-0.838366052,-0.61,-52.1813,-1.07530509
0.005071671,-0.853879546,-0.63,-36.8028,-1.11993968
0.024825829,-0.872289671,-0.64,-22.646,-1.186419818
-0.025508841,-0.817914678,-0.6,-211.77,-1.060886545
0.017297297,-0.817798036,-0.59,-203.564,-1.032871989
0.008026144,-0.83080371,-0.6,-206.6081,-1.032896181
-0.014368581,-0.816806572,-0.59,-256.8825,-1.029194776
-0.002415908,-0.817817476,-0.59,-219.6367,-1.015961648
0.008320388,-0.840076813,-0.61,-196.3244,-1.013615006
-0.03578371,-0.805220052,-0.58,-298.3609,-1.011510285
0.006308808,-0.800865387,-0.58,-256.1881,-0.991309807
0.014724286,-0.822055498,-0.6,-229.6472,-0.97797991
-0.022941897,-0.805336695,-0.58,-268.689,-0.98107651
-0.075248503,-0.855182058,-0.63,-102.2044,-0.997261085
-0.044932079,-0.772579504,-0.57,-190.7414,-0.964311323
0.020691477,-0.785040845,-0.58,-251.2068,-0.979600787
-0.075251572,-0.928297662,-0.69,-102.2428,-1.000018995
-0.033188537,-0.763870174,-0.57,-170.6316,-0.979092751
-0.086694499,-0.752555821,-0.57,-188.2558,-0.99764816
0.001152301,-0.756891046,-0.58,-61.8632,-1.037831388
-0.031061581,-0.768419244,-0.59,-19.644,-1.083990086
0.021322804,-0.798046519,-0.61,-46.8202,-1.177759014
-0.043036241,-0.727263771,-0.57,-283.7076,-0.987729363
0.03235056,-0.741183147,-0.57,-268.2947,-0.975246193
-0.016520994,-0.74960087,-0.58,-303.5031,-0.969512644
-0.03032224,-0.711322586,-0.55,-207.8835,-0.941425511
0.010000346,-0.721081702,-0.56,-200.8111,-0.929184263
0.004724138,-0.769993922,-0.59,-241.3261,-0.935909692
-0.071872917,-0.732882066,-0.57,-188.1069,-0.923232984
-0.035413984,-0.693748402,-0.56,-233.7886,-0.907024217
-0.025101843,-0.737975469,-0.59,-116.2325,-0.912540036
0.02138917,-0.707881623,-0.57,-139.3254,-0.909346667
-0.008829607,-0.753061273,-0.59,-76.4771,-0.919676732
0.044210298,-0.740230564,-0.58,-63.0266,-0.924031327
0.011049525,-0.751292191,-0.59,-53.3734,-0.943167349
0.029675154,-0.752711345,-0.58,-26.4853,-0.948634784
-0.010218978,-0.809049825,-0.62,-47.1971,-0.985213375
0.001592526,-0.784768679,-0.61,-16.6398,-1.002970442
0.040979425,-0.793789056,-0.61,-21.5341,-1.049854906
0.011804271,-0.815776227,-0.62,-24.4123,-1.118875224
0.004235152,-0.854773808,-0.65,-6.9305,-1.198032069
-0.035403447,-0.742524539,-0.57,-211.7164,-0.84596313
0.016731411,-0.735078839,-0.57,-234.5225,-0.829149558
-0.004003422,-0.744682431,-0.58,-225.4998,-0.825593306
0.013907307,-0.69738377,-0.54,-229.2427,-0.821867709
-0.087819437,-0.654323131,-0.52,-265.0522,-0.819908141
-0.002510244,-0.69036576,-0.55,-231.1376,-0.816593811
-0.07408575,-0.646624705,-0.53,-275.2337,-0.821843516
0.023835941,-0.641550742,-0.53,-246.2349,-0.82740772
0.061598482,-0.639665017,-0.52,-165.3482,-0.82740772
0.004818159,-0.665384757,-0.53,-173.177,-0.841487575
-0.033749083,-0.62240188,-0.5,-169.5614,-0.859413987
0.023735478,-0.666045733,-0.53,-157.5482,-0.874776028
0.015226992,-0.632413722,-0.51,-103.3253,-0.866647452
-0.025927273,-0.691668272,-0.55,-117.0376,-0.879808003
-0.023906597,-0.67627142,-0.54,-125.948,-0.880195078
-0.005763689,-0.693165188,-0.55,-95.7818,-0.888372039
0.036805457,-0.666551186,-0.53,-60.9904,-0.927200503
-0.007382311,-0.734767792,-0.57,-31.8012,-0.984027957
-0.008373163,-0.722170368,-0.57,2.5963,-1.045935771
0.035798611,-0.776487039,-0.6,14.025,-1.173864072
0.009310987,-0.65183475,-0.52,-149.663,-0.805731518
0.022091807,-0.690579605,-0.54,-169.6805,-0.786522919
0.002161578,-0.723783927,-0.56,-153.8922,-0.781636097
0.001580044,-0.713694323,-0.55,-169.7664,-0.769757732
-0.016154978,-0.636379577,-0.5,-175.0242,-0.774039749
0.003586898,-0.704362898,-0.55,-167.0312,-0.778442728
-0.005156223,-0.668125864,-0.52,-180.7782,-0.772878524
-0.017343836,-0.644000241,-0.51,-133.0672,-0.788458294
0.041788467,-0.647402323,-0.51,-116.7034,-0.792014546
0.004916944,-0.682414608,-0.53,-135.8138,-0.804159026
-0.001592568,-0.646974633,-0.5,-96.5278,-0.82155321
0.033180408,-0.658347308,-0.51,-96.1826,-0.814851974
0.002378121,-0.730238163,-0.55,-100.0342,-0.828762483
-0.009129305,-0.679381895,-0.52,-72.9737,-0.840737617
-0.011154362,-0.678293229,-0.52,-54.5419,-0.860889711
0.02680776,-0.689238213,-0.52,-67.3004,-0.901411629
-0.001730825,-0.695167556,-0.53,-12.9729,-0.953110339
0.019156359,-0.694001128,-0.52,-38.2255,-1.047145381
0.003980443,-0.806697528,-0.61,-20.6545,-1.18102496
-0.024168893,-0.714627466,-0.54,-169.7496,-0.856994768
-0.014114094,-0.69740321,-0.54,-188.0024,-0.82895602
0.001179825,-0.714160895,-0.55,-205.629,-0.814077823
-0.051906341,-0.630469675,-0.49,-231.0126,-0.785240733
-0.002073112,-0.68041224,-0.53,-182.282,-0.780305526
0.004,-0.696061818,-0.54,-161.3201,-0.777450848
-0.000791003,-0.697053282,-0.55,-162.6772,-0.779434608
0.013457944,-0.692212605,-0.54,-161.7734,-0.769781924
0.001909373,-0.711361467,-0.55,-150.899,-0.769104542
-0.003600206,-0.676349182,-0.53,-157.3285,-0.747984761
0.004619491,-0.717096405,-0.56,-140.794,-0.7636613
0.036483155,-0.665345877,-0.52,-82.4537,-0.744912353
0.003595698,-0.738325398,-0.56,-106.9826,-0.760419546
0.009750848,-0.730665853,-0.56,-71.0166,-0.753984424
-0.03688984,-0.64228948,-0.5,-73.689,-0.765669251
-0.049497594,-0.671877874,-0.53,-90.8473,-0.789643712
-0.006336283,-0.732765424,-0.57,-88.8961,-0.814464898
-0.004361393,-0.692329248,-0.54,-83.0104,-0.835560488
-0.001269841,-0.680081752,-0.54,-56.4555,-0.850946721
0.000918858,-0.709320218,-0.56,-55.1107,-0.881283727
0.021482277,-0.712897264,-0.56,-40.3423,-0.935038773
0.004671927,-0.713013907,-0.56,-11.1416,-1.001156028
-0.028405056,-0.744760193,-0.58,1.6073,-1.081812789
0.006594342,-0.80636704,-0.62,-25.5331,-1.203402735
-0.017293449,-0.674288492,-0.54,-170.1018,-0.700543876
0.01362862,-0.701777316,-0.55,-174.2761,-0.692221763
-0.007644768,-0.688110666,-0.55,-144.5782,-0.679085404
-0.005471562,-0.693942807,-0.55,-159.1834,-0.673690545
0.009879527,-0.639237326,-0.52,-116.5876,-0.64855486
0.007530281,-0.688149547,-0.54,-108.9897,-0.661521874
-0.004776332,-0.664704341,-0.53,-100.3152,-0.660723532
0.050040519,-0.603078054,-0.48,-24.1224,-0.667545729
0.001694973,-0.699911031,-0.54,-73.9799,-0.698390771
0.002425141,-0.729363341,-0.56,-76.0942,-0.72113143
0.012858951,-0.67586317,-0.52,-29.003,-0.732864642
-0.003749582,-0.727283211,-0.56,-77.8595,-0.76477414
0.006382342,-0.736945124,-0.57,-28.7571,-0.781200637
-0.000166783,-0.715463406,-0.55,-28.0776,-0.810328034
-0.047034194,-0.662896377,-0.52,-14.4438,-0.86132517
-0.015375476,-0.704110172,-0.55,-39.3612,-0.930563218
0.033378378,-0.703060387,-0.55,-32.846,-1.016130993
-0.003145718,-0.792117176,-0.6,-17.7454,-1.167428949
-0.018001583,-0.683347751,-0.53,-153.6724,-0.830044669
0.006839711,-0.693320712,-0.54,-137.3691,-0.817948574
-0.011423428,-0.657822415,-0.52,-139.2032,-0.793877345
0.022559946,-0.680490002,-0.53,-86.8857,-0.781539328
0.000815217,-0.703935208,-0.55,-90.1737,-0.781200637
-0.016312424,-0.602261554,-0.48,-116.6202,-0.747379956
0.026285791,-0.673316469,-0.52,-79.0191,-0.746388076
0.01239026,-0.678176586,-0.53,-70.5105,-0.737775657
0.005321962,-0.718807167,-0.55,-69.8021,-0.746968689
0.001454161,-0.745518371,-0.57,-71.8939,-0.757468099
-0.000596046,-0.714646906,-0.55,-71.7385,-0.746194539
0.018150529,-0.680159514,-0.52,-72.2811,-0.735066131
0.003031085,-0.745012919,-0.57,-67.1046,-0.755532724
0.003661709,-0.730588091,-0.56,-70.7969,-0.765814405
0.008918049,-0.694623223,-0.53,-40.3926,-0.790925898
-0.000478851,-0.741552516,-0.56,-34.8533,-0.823440201
-0.004641485,-0.706812397,-0.54,-64.4988,-0.856704462
0.012624439,-0.680976014,-0.52,-26.5448,-0.935958076
0.011377096,-0.723667284,-0.54,-30.1634,-1.026678788
0.00416007,-0.813909942,-0.61,-13.3827,-1.16036483
-0.027724226,-0.739025255,-0.56,-146.0731,-0.85435782
-0.002997067,-0.719487583,-0.55,-159.1383,-0.834447647
-0.001372618,-0.722384213,-0.55,-152.5223,-0.828786675
0.003708399,-0.70278822,-0.53,-132.7093,-0.79956251
-0.007174059,-0.733076471,-0.55,-118.3254,-0.803602605
0.001589724,-0.74835668,-0.57,-118.3831,-0.799852816
0.017893453,-0.735662053,-0.55,-101.0743,-0.782071556
-0.045050949,-0.619097,-0.47,-125.0885,-0.787006763
-9.79E-05,-0.700824733,-0.54,-117.6883,-0.793320925
-0.003604785,-0.756618879,-0.58,-99.8923,-0.798981897
-0.013503202,-0.720751214,-0.55,-81.0782,-0.786232613
0.008055236,-0.761187389,-0.58,-85.5088,-0.789982402
0.003768885,-0.762412139,-0.58,-95.7885,-0.79228066
0.009440696,-0.771335314,-0.59,-73.4309,-0.800820503
-0.000715773,-0.777828431,-0.59,-56.0872,-0.810473187
0.016452738,-0.722617499,-0.55,-42.5562,-0.799707663
0.011084291,-0.76948847,-0.58,-44.3497,-0.810932839
-0.000254526,-0.788034677,-0.59,-32.0681,-0.823077318
-0.014428664,-0.730452008,-0.55,-30.3129,-0.836116908
0.005846272,-0.726583354,-0.55,-38.6915,-0.870203704
0.022606632,-0.699716626,-0.53,-37.3272,-0.93820795
0.003902016,-0.773454326,-0.58,-10.6946,-1.015066537
0.001329047,-0.798590852,-0.6,-17.5648,-1.110940186
0.001387904,-0.84116548,-0.63,-5.808,-1.219780848
-0.01462666,-0.771724124,-0.58,-113.9548,-0.749774983
-0.01196089,-0.765289328,-0.58,-99.7544,-0.727518168
-0.004057953,-0.755860701,-0.57,-120.0978,-0.72720367
0.002787368,-0.764550591,-0.58,-120.8586,-0.729042276
-0.005987261,-0.74464355,-0.56,-102.5704,-0.724034493
0.002834756,-0.739141897,-0.56,-131.5335,-0.717260679
0.005468454,-0.771121469,-0.58,-100.3291,-0.719825052
0.002432859,-0.760818021,-0.57,-95.7543,-0.713994734
0.003626044,-0.758251879,-0.57,-91.2103,-0.723018421
-0.008281573,-0.77817836,-0.59,-102.4755,-0.72875197
-0.005868283,-0.756832724,-0.57,-85.9538,-0.719800859
0.005674253,-0.768866375,-0.58,-82.5923,-0.747210611
0.020633591,-0.702885422,-0.53,-47.1722,-0.750549133
-0.000995489,-0.767797149,-0.58,-65.3159,-0.802272035
0.005156549,-0.793594652,-0.59,-40.7835,-0.826899684
-0.001427463,-0.780064085,-0.58,-26.053,-0.870469818
-0.031521739,-0.733581923,-0.55,-35.6364,-0.934579121
0.003114968,-0.79062026,-0.6,-27.8315,-1.051475783
-0.003125997,-0.827770996,-0.62,-8.158,-1.180129849
-0.008772775,-0.789453832,-0.6,-120.381,-0.861131633
-0.000257334,-0.823610736,-0.62,-124.4328,-0.845164787
0.005121475,-0.801662446,-0.6,-95.5541,-0.838511935
0.007659061,-0.782669108,-0.59,-92.4353,-0.833213846
0.00092084,-0.833000483,-0.63,-71.9834,-0.835633065
-0.015609882,-0.77362929,-0.58,-40.3157,-0.82254509
0.003586525,-0.780025204,-0.59,-41.3093,-0.819666219
0.003365277,-0.822308225,-0.62,-41.0838,-0.834302494
0.009270136,-0.791281236,-0.6,1.0089,-0.838511935
0.003513437,-0.830492662,-0.62,-9.4856,-0.861059056
0.020047792,-0.7781978,-0.59,-3.0934,-0.859873639
0.003904071,-0.828295889,-0.62,-31.6254,-0.877146862
-0.000372197,-0.84365386,-0.63,-34.5379,-0.88629151
0.001949861,-0.833097685,-0.62,-22.831,-0.899524638
0.000402041,-0.803217684,-0.6,-2.4915,-0.925168359
-0.005266438,-0.798999102,-0.6,4.8513,-0.975609075
0.013527224,-0.782649667,-0.59,-3.8821,-1.029630235
-0.001663791,-0.823474653,-0.62,-4.0574,-1.112028834
0.001230959,-0.86315265,-0.65,0.7625,-1.210950699
-0.016758903,-0.773532087,-0.58,-78.6807,-0.873614803
0.012485706,-0.788248523,-0.59,-68.0661,-0.853801399
-0.000184985,-0.849622084,-0.64,-76.3539,-0.863139585
-0.002318034,-0.814415394,-0.61,-59.3898,-0.857188306
-0.000216779,-0.823396891,-0.62,-59.1594,-0.861421939
-0.005740134,-0.797638269,-0.6,-44.8349,-0.853414324
-0.001747924,-0.823882903,-0.62,-44.6058,-0.867711908
0.009095128,-0.811129955,-0.61,-42.95,-0.86386535
-0.0093125,-0.821025154,-0.62,-55.1295,-0.879299967
0.002983683,-0.785526857,-0.59,-48.7322,-0.87226004
-0.004392797,-0.82709058,-0.62,-42.9928,-0.892799209
-0.001997191,-0.829540079,-0.62,-59.8171,-0.905524301
0.007605503,-0.81466812,-0.61,-34.1781,-0.924611939
-0.008087432,-0.75292519,-0.57,-48.5718,-0.936006461
0.013202031,-0.813346168,-0.61,-37.9651,-0.967311154
0.010208746,-0.80846661,-0.6,-20.8864,-0.981342624
0.004038502,-0.814512596,-0.61,-28.4071,-1.021187161
0.00457451,-0.839163111,-0.63,-38.6616,-1.074458363
0.004315418,-0.850399702,-0.63,-16.7878,-1.143454489
0.001748146,-0.871706457,-0.65,-0.869,-1.226264355
-0.01828856,-0.82417451,-0.62,-95.5265,-0.744162395
0.001931567,-0.807261301,-0.6,-88.3399,-0.719244439
0.011829653,-0.825826949,-0.62,-67.646,-0.716583298
-0.001463013,-0.823027522,-0.61,-69.3733,-0.710583635
-0.002077097,-0.846336644,-0.63,-75.4489,-0.71759937
0.00298562,-0.789687117,-0.59,-88.0177,-0.717018758
0.00494209,-0.827284985,-0.62,-74.4035,-0.729913195
-0.006405564,-0.81964488,-0.61,-63.9949,-0.73792081
-0.004164625,-0.808622134,-0.6,-54.3776,-0.75195228
0.005295192,-0.833622578,-0.62,-52.4657,-0.772854332
-0.020394839,-0.811460443,-0.61,-87.9745,-0.78277313
-0.004821151,-0.831328602,-0.62,-56.0173,-0.801014041
-0.00205243,-0.838754861,-0.63,-59.4897,-0.82718999
0.00702771,-0.827868199,-0.62,-69.4247,-0.86330893
-0.000184934,-0.843731622,-0.63,-38.6338,-0.903564734
-0.005080545,-0.84161261,-0.63,-57.9155,-0.929643915
-0.04800311,-0.783252322,-0.59,-74.4784,-0.981947429
0.001861659,-0.813035121,-0.61,-47.1793,-1.042766595
-0.002570694,-0.822813677,-0.62,-15.4989,-1.125697421
0.001468992,-0.853335213,-0.64,-17.5981,-1.217603551
-0.007736445,-0.827246104,-0.62,-114.1239,-0.878598394
-0.000322685,-0.851585571,-0.64,-122.7324,-0.867905446
-0.002037582,-0.842934562,-0.64,-116.8383,-0.860333291
0.012115206,-0.836460886,-0.63,-91.0058,-0.857188306
-0.000513232,-0.844723085,-0.64,-106.7879,-0.852954673
-0.003124094,-0.85321857,-0.64,-72.1966,-0.85259179
0.003858645,-0.83080371,-0.63,-74.9546,-0.84221334
0.000933076,-0.87433092,-0.66,-72.8594,-0.849398421
-0.000450306,-0.872017504,-0.66,-52.2395,-0.851237027
0.000225232,-0.848902786,-0.64,-36.8076,-0.845551862
-0.002028789,-0.855920796,-0.64,-53.0256,-0.85568839
0.009337455,-0.847678037,-0.64,-44.9626,-0.856196426
0.014575153,-0.83620816,-0.63,-27.6694,-0.863937927
-0.000314515,-0.872056385,-0.65,-40.2841,-0.876130791
-0.003249724,-0.865349423,-0.65,-32.6168,-0.88396906
0.00589915,-0.861383568,-0.65,-41.6176,-0.884622249
-0.003814267,-0.867429553,-0.65,-49.3283,-0.896815113
-0.009654472,-0.843090086,-0.63,-34.3638,-0.898919833
-0.01157348,-0.850049774,-0.64,-34.451,-0.913483532
-0.012559886,-0.822191582,-0.62,-16.2575,-0.930418065
-0.030841401,-0.794313949,-0.6,-19.8414,-0.972270553
0.013289365,-0.813773859,-0.62,-17.0657,-1.029194776
0.00273305,-0.825729747,-0.62,5.207,-1.108400006
-0.005324955,-0.853315773,-0.64,3.325,-1.20654772
0.004175709,-0.799057423,-0.61,-39.1983,-0.914185105
0.003925289,-0.845714549,-0.64,-57.9671,-0.912080385
0.00166585,-0.861189163,-0.65,-42.2642,-0.92064442
0.006498781,-0.861461329,-0.65,-24.5681,-0.917983279
0.007012668,-0.880824037,-0.66,-34.9061,-0.92374102
-0.002530414,-0.870228981,-0.65,-42.0921,-0.915612444
0.006452029,-0.850632988,-0.64,-59.6471,-0.926668275
-0.000678799,-0.849330477,-0.64,-68.527,-0.944014075
0.009989434,-0.83579991,-0.63,-44.9977,-0.961843719
0.006332739,-0.846725454,-0.64,-46.3771,-0.982721579
0.001429888,-0.83455572,-0.63,-42.9081,-1.020001744
0.005876592,-0.848261251,-0.64,-39.4526,-1.054185308
-0.000726469,-0.868051648,-0.65,-42.8852,-1.09519107
-0.007313661,-0.857592676,-0.64,-22.0959,-1.15020411
0.006713948,-0.87390323,-0.66,-14.3361,-1.231852751
-0.019797199,-0.796802329,-0.6,-94.1627,-0.790901706
0.015933352,-0.774679075,-0.59,-71.2625,-0.74532362
0.007380539,-0.789998165,-0.59,-93.4383,-0.739082035
0.006573181,-0.795344294,-0.6,-84.625,-0.741356101
0.002407153,-0.776914729,-0.58,-76.393,-0.726332751
0.004991732,-0.806853052,-0.61,-65.5655,-0.734098444
-0.008538122,-0.788831737,-0.59,-76.2549,-0.732332414
