time,buy
211019,2.4102
211020,2.4100
211021,2.3869
211022,2.3950
211025,2.4000
211026,2.3900
211027,2.4066
211028,2.3900
211029,2.3950
211117,2.3350
211118,2.3300
211119,2.3400
211122,2.3275
211123,2.3275
211124,2.3101
211125,2.3175
211126,2.2975
211129,2.3050
211130,2.3050
211201,2.3155
211202,2.3200
211203,2.3300
211206,2.2925
211207,2.3100
211209,2.3037
211210,2.3000
211213,2.2975
211214,2.2750
211215,2.2730
211216,2.2850
211217,2.2902
211220,2.3000
211221,2.2875
211222,2.2700
211223,2.2600
211224,2.2575
211227,2.2486
211228,2.2416
211229,2.2225
211230,2.2129
211231,2.2150
220104,2.2150
220105,2.2300
220106,2.2425
220107,2.2350
220110,2.2200
220111,2.2150
220112,2.2225
220113,2.2200
220114,2.2200
220117,2.1703
220118,2.1226
220119,2.1250
220120,2.1200
220121,2.1020
220124,2.0851
220125,2.1050
220126,2.1075
220127,2.1200
220128,2.0950
220129,2.0925
220130,2.1025
220207,2.1050
220208,2.1075
220209,2.1125
220210,2.1025
220211,2.1565
220214,2.1675
220215,2.1600
220216,2.1505
220217,2.1550
220218,2.1650
220221,2.2175
220222,2.2300
220223,2.2025
220224,2.2042
220225,2.1882
220228,2.1850
220301,2.2061
220302,2.2089
220303,2.2375
220304,2.2150
220307,2.2075
220308,2.2100
220309,2.2275
220310,2.2441
220311,2.1773
220314,2.1387
220315,2.2097
220316,2.1575
220317,2.1555
220318,2.1707
220321,2.1805
220322,2.2075
220323,2.2100
220324,2.1954
220325,2.2085
220328,2.2175
220329,2.2125
220330,2.2000
220331,2.1926
220401,2.1775
220402,2.1750
220406,2.1700
220407,2.1587
220408,2.1625
220411,2.1700
220412,2.1725
220413,2.1675
220414,2.1541
220415,2.1275
220418,2.1775
220419,2.1725
220420,2.1825
220421,2.1675
220422,2.1775
220424,2.1775
220425,2.1400
220426,2.1518
220427,2.1775
220428,2.2000
220429,2.1825
220505,2.1725
220506,2.1725
220507,2.1775
220509,2.1525
220510,2.1275
220511,2.1450
220512,2.1118
220513,2.1109
220516,2.0918
220517,2.0875
220518,2.0675
220519,2.0739
220520,2.0725
220523,2.0550
220524,2.0769
220525,2.0777
220526,2.0503
220527,2.0275
220530,2.0625
220531,2.0925
220601,2.0925
220602,2.0996
220606,2.1250
220607,2.1125
220608,2.1100
220609,2.0960
220610,2.0975
220613,2.1075
220614,2.1150
220615,2.1313
220616,2.1154
220617,2.1175
220620,2.1400
220621,2.1400
220622,2.1275
220623,2.1350
220624,2.1626
220627,2.1928
220628,2.1967
220629,2.1800
220630,2.1675
220701,2.1475
220704,2.2075
220705,2.2075
220706,2.2050
220707,2.1975
220708,2.1900
