time,buy
191108,2.8275
191113,2.8150
191114,2.8261
191118,2.7350
191119,2.6750
191120,2.6406
191121,2.6400
191122,2.6417
191125,2.6825
191126,2.6750
191127,2.6875
191128,2.6875
191129,2.6753
191203,2.6800
191204,2.6700
191205,2.6750
191206,2.6975
191209,2.7075
191210,2.6875
191211,2.6675
191212,2.6630
191216,2.6900
191217,2.7125
191220,2.6517
191223,2.6275
191224,2.6200
191225,2.6200
191226,2.6211
191227,2.6325
191230,2.6375
191231,2.6450
200102,2.6525
200103,2.6361
200106,2.6170
200107,2.6325
200108,2.6325
200109,2.6300
200110,2.6200
200113,2.6365
200115,2.6450
200116,2.6328
200117,2.6188
200119,2.6125
200120,2.6075
200121,2.6015
200122,2.6117
200123,2.5650
200203,2.4575
200204,2.4600
200205,2.4400
200206,2.4300
200207,2.3816
200210,2.3666
200212,2.4049
200213,2.3850
200214,2.3950
200217,2.3925
200218,2.3925
200219,2.4025
200220,2.4175
200221,2.3820
200225,2.3510
200226,2.3225
200228,2.2725
200302,2.2823
200303,2.2775
200304,2.2200
200306,2.1925
200309,2.1425
200310,2.2358
200311,2.2414
200313,2.2675
200316,2.2200
200317,2.2058
200318,2.1650
200319,2.1425
200320,2.1076
200323,2.0225
200324,1.9600
200325,1.9349
200326,1.9175
200327,1.9692
200330,1.9225
200331,1.9000
200401,1.8561
200402,1.8525
200403,1.7942
200407,1.4550
200408,1.3693
200409,1.4250
200410,1.5039
200413,1.5475
200414,1.4750
200415,1.4250
200416,1.4218
200417,1.4696
200420,1.4525
200421,1.4075
200422,1.4000
200423,1.4125
200424,1.4460
200426,1.4325
200427,1.4450
200428,1.4375
200429,1.3970
200430,1.4275
200506,1.4600
200507,1.5050
200508,1.4750
200509,1.4675
200511,1.5161
200512,1.4733
200513,1.4440
200514,1.4125
200515,1.4300
200518,1.4759
200519,1.5082
200520,1.5200
200521,1.5300
200522,1.4625
200525,1.5425
200526,1.6804
200527,1.7725
200528,1.7500
200529,1.7133
200601,1.6971
200602,1.8534
200603,1.8650
200604,2.0076
200605,1.9953
200608,1.9775
200609,1.9514
200610,2.0071
200611,1.9848
200612,1.9613
200615,1.9273
200616,1.9743
200617,2.0546
200618,2.0350
200619,2.0725
200622,2.1625
200623,2.1525
200624,2.1025
200628,2.0750
200629,2.1200
200630,2.1393
200701,2.1475
200702,2.1200
200703,2.1459
200706,2.2675
200707,2.2985
200708,2.3739
200709,2.4252
200710,2.4027
200713,2.4450
200714,2.4155
200715,2.3775
200716,2.3834
200717,2.3800
200721,2.3091
200722,2.3096
200723,2.3400
200724,2.2913
200727,2.3097
200728,2.3428
200729,2.3493
200730,2.3550
200731,2.3834
200803,2.3775
200804,2.3850
200805,2.3875
200806,2.4073
200807,2.4175
200810,2.3727
200811,2.3875
200812,2.4296
200813,2.4100
200814,2.4025
200817,2.3950
200818,2.4047
200819,2.4325
200820,2.4650
200821,2.4472
200824,2.4650
200825,2.4950
200826,2.5000
200827,2.5050
200828,2.5118
200831,2.4965
200901,2.5241
200902,2.5650
200903,2.5544
200904,2.5668
200907,2.5820
200908,2.5625
200909,2.5225
200910,2.4988
200911,2.5200
200914,2.5299
200915,2.4600
200916,2.4475
200917,2.4725
200918,2.4393
200921,2.4275
200922,2.4325
200923,2.4392
200924,2.4275
200925,2.4550
200927,2.4450
200928,2.4375
200929,2.4603
200930,2.4786
201009,2.5125
201010,2.4975
201012,2.5149
201013,2.5075
201014,2.5250
201015,2.5375
201016,2.5350
201019,2.5050
201020,2.5125
201021,2.4900
201022,2.4824
201023,2.5025
201026,2.5200
201027,2.4947
201028,2.4892
201029,2.4950
201030,2.4875
201102,2.4700
201103,2.4700
201104,2.4600
201105,2.4775
201106,2.5025
201109,2.5300
201110,2.5300
201111,2.5600
201112,2.6050
201113,2.6153
201116,2.6040
201117,2.6186
201118,2.6533
201119,2.7225
201120,2.6942
201123,2.6333
201124,2.6999
201125,2.6582
201126,2.6765
201127,2.6707
201130,2.6075
