val,buy,sell,avg,per
2.6219,2.62,2.6275,2.6238,-0.006103108
2.6338,2.6365,2.64,2.6383,0.004538693
2.6469,2.645,2.6497,2.6473,0.000377943
2.6405,2.6328,2.6375,2.6352,-0.002417923
2.6299,2.6188,2.6275,2.6231,-0.004014391
2.6076,2.6075,2.61,2.6088,-0.00847941
2.5993,2.6015,2.605,2.6033,-0.003183004
2.6061,2.6117,2.615,2.6133,0.002616089
2.5867,2.565,2.6,2.5825,-0.007444074
2.448,2.4575,2.46,2.4588,-0.069802789
2.4608,2.46,2.47,2.465,0.005228758
2.458,2.44,2.445,2.4425,-0.001137841
2.4396,2.43,2.4375,2.4338,-0.007485761
2.4088,2.3816,2.3897,2.3857,-0.01262502
2.3758,2.3666,2.3712,2.3689,-0.013699768
2.4062,2.4049,2.4075,2.4062,0.004424779
2.3902,2.385,2.39,2.3875,-0.006649489
2.3895,2.395,2.4,2.3975,-0.000292863
2.3945,2.3925,2.3975,2.395,0.002092488
2.4036,2.4025,2.41,2.4063,0.002209899
2.4183,2.4175,2.4243,2.4209,0.006115826
2.3911,2.382,2.3884,2.3852,-0.011247571
2.3485,2.351,2.3545,2.3528,-0.003944355
2.3327,2.3225,2.3275,2.325,-0.006727699
2.277,2.2725,2.2825,2.2775,-0.013559763
2.2891,2.2775,2.28,2.2788,0.005093304
2.2002,2.1925,2.195,2.1938,-0.013009151
2.2072,2.2358,2.2415,2.2386,0.028661975
2.2473,2.2414,2.2498,2.2456,0.018167814
2.2625,2.2675,2.2775,2.2725,0.014210149
2.2387,2.22,2.225,2.2225,-0.010519337
2.2057,2.2058,2.2132,2.2095,-0.014740698
2.1801,2.165,2.1687,2.1668,-0.011606293
2.1425,2.1425,2.15,2.1463,-0.017246915
2.1264,2.1076,2.1111,2.1094,-0.007514586
2.057,2.0225,2.0272,2.0248,-0.032637321
1.9924,1.96,1.97,1.965,-0.031404959
1.9768,1.9349,1.9375,1.9362,-0.007829753
1.9237,1.9175,1.9212,1.9193,-0.026861594
1.9588,1.9692,1.9723,1.9708,0.018246088
1.9293,1.9225,1.925,1.9238,-0.015060241
2.1193,1.9,1.9037,1.9018,0.098481314
1.8622,1.8561,1.8625,1.8593,-0.121313641
1.8577,1.8525,1.855,1.8538,-0.002416497
1.8027,1.7942,1.7986,1.7964,-0.029606503
1.5402,1.455,1.4585,1.4568,-0.145614911
1.4178,1.3693,1.375,1.3722,-0.079470199
1.4121,1.425,1.4379,1.4314,-0.004020313
1.5058,1.5039,1.5076,1.5058,0.066355074
1.5505,1.5475,1.55,1.5488,0.029685217
1.4878,1.475,1.48,1.4775,-0.040438568
1.4238,1.425,1.4294,1.4272,-0.043016534
1.4097,1.4218,1.425,1.4234,-0.009903076
1.4355,1.4696,1.475,1.4723,0.018301766
1.4504,1.4525,1.4575,1.455,0.010379659
1.4329,1.4075,1.4125,1.41,-0.012065637
1.4,1.4,1.4029,1.4015,-0.02296043
1.4107,1.4125,1.4164,1.4144,0.007642857
1.4388,1.446,1.4513,1.4487,0.019919189
1.4444,1.4325,1.4525,1.4425,0.003892132
1.4461,1.445,1.4475,1.4463,0.001176959
1.4436,1.4375,1.4425,1.44,-0.001728788
1.4183,1.397,1.4002,1.3986,-0.01752563
1.5139,1.4275,1.43,1.4288,0.067404639
1.4463,1.46,1.4675,1.4638,-0.044652883
1.4886,1.505,1.51,1.5075,0.029247044
1.4831,1.475,1.4801,1.4776,-0.003694747
1.4839,1.4675,1.495,1.4813,0.000539411
1.516,1.5161,1.5275,1.5218,0.021632185
1.4982,1.4733,1.4775,1.4754,-0.011741425
1.4518,1.444,1.4475,1.4458,-0.030970498
1.4385,1.4125,1.4175,1.415,-0.009161041
1.4271,1.43,1.435,1.4325,-0.007924922
1.4627,1.4759,1.48,1.4779,0.024945694
1.51,1.5082,1.5116,1.5099,0.032337458
1.5156,1.52,1.525,1.5225,0.003708609
1.513,1.53,1.5366,1.5333,-0.001715492
1.4831,1.4625,1.4675,1.465,-0.019762062
1.5236,1.5425,1.5475,1.545,0.027307666
1.6505,1.6804,1.6925,1.6865,0.083289577
1.7502,1.7725,1.78,1.7763,0.060405938
1.7611,1.75,1.7564,1.7532,0.00622786
1.7455,1.7133,1.7275,1.7204,-0.0088581
1.7004,1.6971,1.7086,1.7028,0.087003772
1.792,1.8534,1.8577,1.8556,0.053869678
1.9432,1.865,1.8825,1.8738,0.084375
1.9602,2.0076,2.0181,2.0128,0.008748456
2.0027,1.9953,2.0002,1.9978,0.021681461
1.9907,1.9775,1.9825,1.98,-0.005991911
1.9613,1.9514,1.9643,1.9579,-0.014768674
1.9878,2.0071,2.0146,2.0109,0.013511446
1.9996,1.9848,1.99,1.9874,0.005936211
1.964,1.9613,1.965,1.9632,-0.017803561
1.9271,1.9273,1.9361,1.9317,-0.018788187
1.9694,1.9743,1.984,1.9792,0.02195008
2.0322,2.0546,2.0575,2.056,0.031887885
2.0541,2.035,2.055,2.045,0.010776498
2.0662,2.0725,2.0775,2.075,0.005890658
2.1206,2.1625,2.175,2.1688,0.026328526
2.1844,2.1525,2.1558,2.1541,0.030085825
2.1107,2.1025,2.105,2.1038,-0.033739242
2.1177,2.12,2.125,2.1225,0.003316435
2.1485,2.1393,2.145,2.1421,0.014544081
2.1388,2.1475,2.15,2.1488,-0.004514778
2.1318,2.12,2.1247,2.1223,-0.003272863
2.132,2.1459,2.151,2.1485,9.38E-05
2.2226,2.2675,2.2708,2.2691,0.04249531
2.3184,2.2985,2.3012,2.2998,0.043102673
2.348,2.3739,2.3854,2.3797,0.012767426
2.4295,2.4252,2.4316,2.4284,0.034710392
2.4188,2.4027,2.4107,2.4067,-0.004404198
2.4434,2.445,2.4525,2.4488,0.010170332
2.4136,2.4155,2.419,2.4173,-0.01219612
2.3998,2.3775,2.3864,2.382,-0.0057176
2.3757,2.3834,2.3878,2.3856,-0.010042504
2.3814,2.38,2.385,2.3825,0.002399293
2.32,2.3091,2.3128,2.3109,-0.024595333
2.3191,2.3096,2.3193,2.3144,-0.000387931
2.3318,2.34,2.3425,2.3413,0.005476262
2.3193,2.2913,2.2994,2.2954,-0.005360666
2.3075,2.3097,2.3193,2.3145,-0.005087742
2.3402,2.3428,2.3475,2.3452,0.014171181
2.3545,2.3493,2.3543,2.3518,0.006110589
2.3545,2.355,2.36,2.3575,0
2.376,2.3834,2.3859,2.3846,0.00913145
2.3872,2.3775,2.3804,2.379,0.004713805
2.3828,2.385,2.388,2.3865,-0.001843164
2.3813,2.3875,2.39,2.3888,-0.000629511
2.4026,2.4073,2.4125,2.4099,0.008944694
2.4166,2.4175,2.4201,2.4188,0.005827021
2.392,2.3727,2.3784,2.3755,-0.010179591
2.3912,2.3875,2.3935,2.3905,-0.000334448
2.4149,2.4296,2.4336,2.4316,0.009911342
2.3988,2.4025,2.41,2.4063,-0.006666943
2.3963,2.395,2.3975,2.3963,-0.001042188
2.3979,2.4047,2.415,2.4099,0.000667696
2.4197,2.4325,2.44,2.4363,0.009091288
2.4596,2.465,2.4725,2.4688,0.016489647
2.4716,2.4472,2.4511,2.4492,0.004878842
2.4604,2.465,2.4717,2.4683,-0.004531478
2.4966,2.495,2.4975,2.4963,0.014713055
2.5002,2.5,2.5051,2.5026,0.001441961
2.5055,2.505,2.515,2.51,0.00211983
2.5276,2.5118,2.5214,2.5166,0.008820595
2.5123,2.4965,2.4994,2.4979,-0.006053173
2.5206,2.5241,2.5376,2.5308,0.003303746
2.5543,2.565,2.5691,2.5671,0.013369833
2.5735,2.5544,2.5641,2.5593,0.007516736
2.5618,2.5668,2.5731,2.57,-0.004546338
2.5881,2.582,2.585,2.5835,0.010266219
2.5637,2.5625,2.565,2.5638,-0.009427766
2.5348,2.5225,2.53,2.5263,-0.01127277
2.505,2.4988,2.506,2.5024,-0.011756352
2.5145,2.52,2.5229,2.5215,0.003792415
2.5362,2.5299,2.5334,2.5316,0.008629946
2.4829,2.46,2.4646,2.4623,-0.021015693
2.4235,2.4475,2.4525,2.45,-0.023923638
2.4503,2.4725,2.4775,2.475,0.011058387
2.4539,2.4393,2.4475,2.4434,0.001469208
2.4303,2.4275,2.4301,2.4288,-0.009617344
2.4305,2.4325,2.435,2.4338,8.23E-05
2.4356,2.4392,2.444,2.4416,0.002098334
2.4273,2.4275,2.43,2.4288,-0.003407785
2.4418,2.455,2.46,2.4575,0.005973716
2.4435,2.4375,2.4401,2.4388,0.000696208
2.4505,2.4603,2.4645,2.4624,0.002864743
2.4793,2.4786,2.4826,2.4806,0.011752704
2.5125,2.5125,2.515,2.5138,0.013390876
2.5187,2.5149,2.5175,2.5162,0.002467662
2.5069,2.5075,2.51,2.5088,-0.004684957
2.5249,2.525,2.5275,2.5263,0.007180183
2.5346,2.5375,2.54,2.5388,0.003841736
2.5356,2.535,2.5375,2.5363,0.00039454
2.5257,2.505,2.51,2.5075,-0.003904401
2.5181,2.5125,2.515,2.5138,-0.003009067
2.505,2.49,2.5,2.495,-0.005202335
2.4851,2.4824,2.485,2.4837,-0.007944112
2.4937,2.5025,2.505,2.5038,0.003460625
2.5053,2.52,2.5225,2.5213,0.004651722
2.5143,2.4947,2.4977,2.4962,0.003592384
2.4863,2.4892,2.4925,2.4908,-0.0111363
2.4922,2.495,2.5025,2.4988,0.002373004
2.4984,2.4875,2.4975,2.4925,0.002487762
2.4888,2.47,2.4781,2.474,-0.007813746
2.4671,2.47,2.4725,2.4713,-0.008719061
2.4674,2.46,2.465,2.4625,0.0001216
2.4684,2.4775,2.48,2.4788,0.000405285
2.4908,2.5025,2.5075,2.505,0.009074704
2.5284,2.53,2.535,2.5325,0.015095552
2.536,2.53,2.5325,2.5313,0.003005854
2.5521,2.56,2.57,2.565,0.00634858
2.583,2.605,2.6116,2.6083,0.012107676
2.6303,2.6153,2.62,2.6177,0.01831204
2.603,2.604,2.6093,2.6066,-0.010379044
2.6055,2.6186,2.6214,2.62,0.00096043
2.6493,2.6533,2.6561,2.6547,0.016810593
2.6984,2.7225,2.725,2.7238,0.018533197
2.7109,2.6942,2.6975,2.6959,0.004632375
2.6408,2.6333,2.638,2.6357,-0.025858571
2.6774,2.6999,2.705,2.7024,0.013859437
2.6732,2.6582,2.6618,2.66,-0.001568686
2.6586,2.6765,2.6775,2.677,-0.005461619
2.6625,2.6707,2.6743,2.6725,0.001466937
2.6105,2.6075,2.609,2.6082,-0.019530516
2.6071,2.6175,2.62,2.6188,-0.001302432
2.6472,2.6595,2.6621,2.6608,0.015381075
2.664,2.6675,2.67,2.6688,0.006346328
2.6587,2.655,2.67,2.6625,-0.001989489
2.6587,2.645,2.6479,2.6465,0
2.6249,2.6182,2.6211,2.6197,-0.01271298
2.6179,2.6171,2.62,2.6185,-0.002666768
2.5902,2.5975,2.6012,2.5993,-0.010581
2.6183,2.6221,2.625,2.6235,0.010848583
2.6176,2.595,2.6012,2.5981,-0.000267349
2.5728,2.5625,2.5675,2.565,-0.017114914
2.5484,2.5475,2.5514,2.5494,-0.009483831
2.5674,2.5725,2.5775,2.575,0.007455658
2.5866,2.5673,2.5716,2.5694,0.007478383
2.5487,2.5384,2.5425,2.5404,-0.014652439
2.5074,2.503,2.5055,2.5043,-0.016204339
2.4909,2.5,2.5025,2.5013,-0.006580522
2.5102,2.5125,2.515,2.5138,0.007748203
2.5092,2.49,2.495,2.4925,-0.000398375
2.497,2.505,2.5125,2.5088,-0.004862107
2.5057,2.505,2.5125,2.5088,0.003484181
2.4892,2.48,2.485,2.4825,-0.006584986
2.5793,2.475,2.4825,2.4788,0.036196368
2.5073,2.5125,2.5225,2.5175,-0.02791455
2.4861,2.4596,2.4638,2.4617,-0.00845531
2.4622,2.4668,2.47,2.4684,-0.009613451
2.4455,2.4425,2.4469,2.4447,-0.006782552
2.452,2.4574,2.4603,2.4589,0.002657943
2.4741,2.465,2.4675,2.4663,0.009013051
2.461,2.4375,2.4425,2.44,-0.005294855
2.4257,2.41,2.415,2.4125,-0.014343763
2.4106,2.4325,2.4369,2.4347,-0.006225007
2.4594,2.4731,2.4772,2.4751,0.020243923
2.498,2.5226,2.5287,2.5257,0.015694885
2.5125,2.5175,2.52,2.5188,0.005804644
2.505,2.4956,2.5,2.4978,-0.002985075
2.4844,2.4742,2.4773,2.4758,-0.008223553
2.4935,2.485,2.4879,2.4865,0.003662856
2.504,2.5107,2.5143,2.5125,0.004210948
2.5747,2.5702,2.5744,2.5723,0.028234824
2.5993,2.58,2.5841,2.5821,0.009554511
2.6251,2.6361,2.6389,2.6375,0.009925749
2.6315,2.6236,2.63,2.6268,0.002438002
2.6,2.59,2.5925,2.5913,0.036889332
2.5818,2.59,2.595,2.5925,-0.007
2.6249,2.6577,2.6635,2.6606,0.01669378
2.6764,2.6817,2.6886,2.6852,0.019619795
2.6846,2.686,2.689,2.6875,0.003063817
2.6931,2.7038,2.7085,2.7062,0.003166207
2.6853,2.687,2.6891,2.6881,-0.002896291
2.6982,2.705,2.715,2.71,0.004803933
2.7391,2.725,2.7275,2.7263,0.015158254
2.6919,2.6875,2.69,2.6888,-0.017231937
2.6835,2.68,2.685,2.6825,-0.003120473
2.6958,2.6925,2.695,2.6938,0.004583566
2.6844,2.677,2.68,2.6785,-0.0042288
2.6629,2.6675,2.6725,2.67,-0.008009239
2.6779,2.6725,2.6775,2.675,0.005632957
2.6749,2.6825,2.69,2.6863,-0.001120281
2.6607,2.6525,2.6554,2.654,-0.001763338
2.6441,2.6513,2.655,2.6532,-0.00623896
2.6467,2.65,2.6526,2.6513,0.000983321
2.6634,2.665,2.6675,2.6663,0.006309744
2.6437,2.6275,2.63,2.6288,-0.007396561
2.6299,2.6248,2.6314,2.6281,-0.005219957
2.6443,2.6428,2.6475,2.6452,0.005475493
2.6368,2.6275,2.63,2.6288,-0.002836289
2.6434,2.645,2.6475,2.6463,0.002503034
2.6463,2.65,2.655,2.6525,0.001097072
2.6717,2.6688,2.6713,2.67,0.009598307
2.6629,2.66,2.6625,2.6613,-0.003293783
2.645,2.645,2.6475,2.6463,-0.006721995
2.6557,2.6525,2.6554,2.654,0.004045369
2.5769,2.585,2.59,2.5875,-0.029672026
2.6271,2.5675,2.57,2.5688,0.019480771
2.5739,2.5725,2.5775,2.575,-0.020250466
2.568,2.5725,2.575,2.5738,-0.002292241
2.5851,2.585,2.59,2.5875,0.006658879
2.5919,2.5925,2.595,2.5938,0.002630459
2.5922,2.5919,2.5944,2.5931,0.000115745
2.5775,2.5725,2.575,2.5738,-0.005670859
2.5602,2.56,2.5625,2.5613,-0.00671193
2.5147,2.5075,2.5101,2.5088,-0.017772049
2.513,2.505,2.5075,2.5063,-0.000676025
2.5194,2.5225,2.525,2.5238,0.002546757
2.5306,2.5225,2.5251,2.5238,0.004445503
2.5176,2.5075,2.5114,2.5094,-0.005137122
2.5022,2.4975,2.5002,2.4988,-0.006116937
2.4983,2.495,2.5,2.4975,-0.001558628
2.503,2.5,2.5025,2.5013,0.001881279
2.5015,2.5106,2.5144,2.5125,-0.000599281
2.5358,2.535,2.54,2.5375,0.013711773
2.5407,2.5425,2.5475,2.545,0.001932329
2.5335,2.54,2.5425,2.5413,-0.002833865
2.5285,2.5225,2.5275,2.525,-0.001973554
2.523,2.5261,2.53,2.5281,-0.002175203
2.5372,2.5154,2.5178,2.5166,0.00562822
2.5096,2.5046,2.5075,2.506,-0.010878133
2.4948,2.4925,2.4975,2.495,-0.005897354
2.4846,2.48,2.485,2.4825,-0.004088504
2.4759,2.4575,2.4622,2.4598,-0.00350157
2.4571,2.4528,2.4575,2.4552,-0.007593198
2.459,2.4675,2.4703,2.4689,0.000773269
2.495,2.4849,2.4875,2.4862,0.014640098
2.4784,2.4775,2.48,2.4788,-0.006653307
2.5038,2.5054,2.5081,2.5067,0.010248547
2.498,2.4916,2.4943,2.4929,-0.002316479
2.4784,2.4725,2.4775,2.475,-0.007846277
2.4624,2.4525,2.4554,2.454,-0.006455778
2.447,2.4422,2.445,2.4436,-0.006254061
2.4589,2.4575,2.46,2.4588,0.004863098
2.4689,2.455,2.46,2.4575,0.004066859
2.4485,2.4475,2.455,2.4513,-0.008262789
2.4657,2.4675,2.47,2.4688,0.007024709
2.4864,2.4825,2.485,2.4838,0.008395182
2.4925,2.4854,2.4883,2.4869,0.002453346
2.4757,2.475,2.4775,2.4763,-0.006740221
2.4795,2.4875,2.49,2.4888,0.001534919
2.4698,2.4675,2.4725,2.47,-0.003912079
2.4934,2.51,2.5133,2.5117,0.00955543
2.5349,2.5325,2.535,2.5338,0.01664394
2.5322,2.535,2.54,2.5375,-0.001065131
2.5395,2.5315,2.535,2.5333,0.002882869
2.5205,2.5225,2.53,2.5263,-0.007481788
2.5385,2.5425,2.545,2.5438,0.00714144
2.5445,2.5413,2.545,2.5432,0.002363601
2.5514,2.555,2.5578,2.5564,0.002514735
2.5499,2.5446,2.5475,2.546,-0.000587913
2.525,2.515,2.5175,2.5163,-0.009765089
2.5218,2.5125,2.515,2.5138,-0.001267327
2.5102,2.5025,2.5075,2.505,-0.004599889
2.4928,2.4925,2.4975,2.495,-0.006931719
2.492,2.485,2.49,2.4875,-0.000320924
2.4924,2.5125,2.515,2.5138,0.000160514
2.5156,2.5075,2.5125,2.51,0.009308297
2.5161,2.5025,2.5075,2.505,0.00019876
2.4935,2.5,2.5025,2.5013,-0.008982155
2.4829,2.4775,2.48,2.4788,-0.004251053
2.4774,2.47,2.473,2.4715,-0.002215152
2.4779,2.48,2.4832,2.4816,0.000201824
2.4777,2.4625,2.466,2.4643,-8.07E-05
2.4135,2.41,2.415,2.4125,-0.025911127
2.4289,2.4216,2.4231,2.4223,0.006380775
2.3797,2.365,2.37,2.3675,-0.020256083
2.3503,2.35,2.355,2.3525,-0.012354498
2.3816,2.3808,2.3842,2.3825,0.013317449
2.3721,2.36,2.3658,2.3629,-0.003988915
2.3692,2.3686,2.3725,2.3706,-0.001222545
2.3694,2.37,2.375,2.3725,8.44E-05
2.3716,2.37,2.3725,2.3713,0.000928505
2.3801,2.3775,2.38,2.3788,0.003584078
2.3717,2.3699,2.3725,2.3712,-0.003529263
2.3592,2.3585,2.3612,2.3598,-0.005270481
2.3893,2.3933,2.3969,2.3951,0.012758562
2.4025,2.4018,2.403,2.4024,0.005524631
2.3794,2.365,2.368,2.3665,-0.009614984
2.3479,2.3357,2.3393,2.3375,-0.013238632
2.3246,2.33,2.3325,2.3313,-0.032827127
2.3287,2.3192,2.3225,2.3208,0.001763744
2.3203,2.315,2.3175,2.3163,-0.003607163
2.2943,2.2878,2.2925,2.2902,-0.011205448
2.2995,2.3025,2.3075,2.305,0.002266487
2.342,2.3503,2.355,2.3527,0.018482279
2.3534,2.3425,2.345,2.3438,0.004867635
2.3454,2.3435,2.3453,2.3444,-0.003399337
2.3329,2.3262,2.3286,2.3274,-0.005329581
2.3361,2.3325,2.3375,2.335,0.001371683
2.3459,2.3498,2.3521,2.3509,0.004195026
2.3183,2.3125,2.3187,2.3156,-0.010964164
2.3098,2.31,2.3125,2.3113,-0.00366648
2.3144,2.3175,2.32,2.3188,0.001991514
2.3298,2.3293,2.3325,2.3309,0.006653992
2.3279,2.3109,2.315,2.3129,-0.000815521
2.3126,2.3175,2.3202,2.3188,-0.006572447
2.3316,2.335,2.3375,2.3363,0.008215861
2.3191,2.3175,2.32,2.3188,-0.005361125
2.3097,2.305,2.31,2.3075,-0.004053297
2.3257,2.3025,2.3055,2.304,0.006927307
2.2893,2.2825,2.2875,2.285,-0.015651202
2.292,2.295,2.2975,2.2963,0.0011794
2.2932,2.295,2.2975,2.2963,0.00052356
2.3026,2.3075,2.31,2.3088,0.004099076
2.3217,2.33,2.3347,2.3323,0.008294971
2.3384,2.34,2.345,2.3425,0.007193005
2.3437,2.34,2.3425,2.3413,-0.000682215
2.354,2.3693,2.3753,2.3723,0.00439476
2.3781,2.3649,2.3675,2.3662,0.010237893
2.3658,2.3788,2.385,2.3819,-0.005172196
2.3781,2.3725,2.375,2.3738,0.005199087
2.368,2.365,2.37,2.3675,-0.004247088
2.3455,2.3375,2.3407,2.3391,-0.009501689
2.331,2.325,2.3275,2.3263,-0.006182051
2.332,2.335,2.34,2.3375,0.000429
2.3311,2.33,2.3325,2.3313,-0.000385935
2.3283,2.335,2.3375,2.3363,-0.00120115
2.3475,2.345,2.35,2.3475,0.00824636
2.3566,2.355,2.36,2.3575,0.003876464
2.3404,2.335,2.3389,2.3369,-0.00687431
2.3584,2.362,2.3645,2.3632,0.007690993
2.3857,2.385,2.3875,2.3863,0.011575645
2.3833,2.3781,2.3825,2.3803,-0.001005994
2.3784,2.37,2.3725,2.3713,-0.002055973
2.3702,2.3725,2.3769,2.3747,-0.003447696
2.3779,2.375,2.38,2.3775,0.003248671
2.4099,2.42,2.425,2.4225,0.013457252
2.4325,2.4074,2.4102,2.4088,0.009377982
2.4041,2.405,2.41,2.4075,-0.011675231
2.3873,2.3844,2.3869,2.3856,-0.006988062
2.3838,2.39,2.395,2.3925,-0.001466091
2.3941,2.395,2.4,2.3975,0.004320832
2.3896,2.3875,2.39,2.3888,-0.001879621
2.3942,2.4,2.4066,2.4033,0.001925008
2.3959,2.3867,2.39,2.3884,0.000710049
2.3914,2.39,2.395,2.3925,-0.001878209
2.3346,2.329,2.335,2.332,0.004907025
2.3282,2.3275,2.33,2.3288,-0.002741369
2.3347,2.3375,2.34,2.3388,0.002791856
2.3239,2.325,2.3275,2.3263,-0.004625862
2.3282,2.325,2.3275,2.3263,0.001850338
2.3178,2.3075,2.3101,2.3088,-0.00446697
2.3149,2.315,2.3175,2.3163,-0.001251186
2.2971,2.295,2.2975,2.2963,-0.007689317
2.3059,2.3,2.305,2.3025,0.003830917
2.3288,2.3025,2.305,2.3038,0.009931046
2.3139,2.3125,2.3155,2.314,-0.006398145
2.3157,2.3175,2.32,2.3188,0.000777907
2.3265,2.325,2.33,2.3275,0.004663817
2.2916,2.29,2.2925,2.2913,-0.015001075
2.3021,2.3075,2.31,2.3088,0.004581951
2.3096,2.3013,2.3037,2.3025,-0.001772053
2.3116,2.295,2.3,2.2975,0.000865951
2.2994,2.295,2.2975,2.2963,-0.00527773
2.276,2.2725,2.275,2.2738,-0.010176568
2.2802,2.27,2.273,2.2715,0.001845343
2.2855,2.2825,2.285,2.2838,0.002324358
2.2823,2.2875,2.2902,2.2888,-0.001400131
2.2969,2.3,2.3,2.3,0.006397056
2.2957,2.285,2.2875,2.2863,-0.000522443
2.2592,2.255,2.26,2.2575,-0.006683081
2.2574,2.255,2.2575,2.2563,-0.000796742
2.2424,2.245,2.2486,2.2468,-0.006644813
2.2418,2.2391,2.2416,2.2404,-0.00026757
2.2231,2.215,2.2225,2.2188,-0.008341511
2.2137,2.2112,2.2129,2.2121,-0.00422833
2.2815,2.2111,2.215,2.2131,0.030627456
2.2214,2.21,2.215,2.2125,-0.026342319
2.2193,2.2275,2.23,2.2288,-0.00094535
2.2439,2.24,2.2425,2.2413,0.011084576
2.2383,2.2325,2.235,2.2338,-0.002495655
2.2237,2.2175,2.22,2.2188,-0.006522807
2.2201,2.2125,2.215,2.2138,-0.001618923
2.216,2.22,2.2225,2.2213,-0.001846764
2.2202,2.2175,2.22,2.2188,0.001895307
2.218,2.2175,2.22,2.2188,-0.000990902
2.1738,2.1677,2.1703,2.169,-0.019927863
2.1285,2.1197,2.1226,2.1211,-0.020839084
2.1054,2.12,2.125,2.1225,-0.010852713
2.1155,2.1175,2.12,2.1188,0.004797188
2.1074,2.0955,2.102,2.0988,-0.003828882
2.0868,2.0825,2.0851,2.0838,-0.009775078
2.0952,2.1011,2.105,2.1031,0.004025302
2.1104,2.1045,2.1075,2.106,0.007254677
2.1138,2.1175,2.12,2.1188,0.001611069
2.0964,2.0925,2.095,2.0938,-0.008231621
2.0888,2.09,2.0925,2.0913,-0.003625262
2.0888,2.0775,2.1025,2.09,0
2.1051,2.1013,2.105,2.1032,-0.024965262
2.1001,2.105,2.1075,2.1063,-0.002375184
2.1084,2.1075,2.1125,2.11,0.003952193
2.101,2.1,2.1025,2.1013,-0.00350977
2.1488,2.152,2.1565,2.1542,0.022751071
2.1615,2.165,2.1675,2.1663,0.005910276
2.1544,2.155,2.16,2.1575,-0.003284756
2.1566,2.148,2.1505,2.1492,0.001021166
2.1503,2.1525,2.155,2.1538,-0.002921265
2.1652,2.16,2.165,2.1625,0.006929266
2.1936,2.2125,2.2175,2.215,0.013116571
2.2197,2.2242,2.23,2.2271,0.011898249
2.2006,2.1997,2.2025,2.2011,-0.008604766
2.1969,2.2002,2.2042,2.2022,-0.00168136
2.2024,2.1825,2.1882,2.1853,0.002503528
2.1757,2.18,2.185,2.1825,-0.012123138
2.1958,2.2036,2.2061,2.2048,0.009238406
2.2072,2.205,2.2089,2.2069,0.00519173
2.2319,2.2325,2.2375,2.235,0.011190649
2.2268,2.2115,2.215,2.2133,-0.002285049
2.2155,2.2025,2.2075,2.205,-0.005074546
2.1978,2.2065,2.21,2.2083,-0.007989167
2.2253,2.225,2.2275,2.2263,0.012512513
2.2326,2.2397,2.2441,2.2419,0.003280457
2.2122,2.1719,2.1773,2.1746,-0.009137329
2.1373,2.135,2.1387,2.1368,-0.033857698
2.1889,2.205,2.2097,2.2073,0.02414261
2.1912,2.155,2.1575,2.1563,0.001050756
2.1587,2.1525,2.1555,2.154,-0.014832055
2.1618,2.1675,2.1707,2.1691,0.001436049
2.1816,2.1775,2.1805,2.179,0.009159034
2.207,2.2,2.2075,2.2038,0.011642831
2.2043,2.205,2.21,2.2075,-0.00122338
2.2031,2.1929,2.1954,2.1941,-0.000544391
2.2011,2.205,2.2085,2.2068,-0.000907812
2.2112,2.215,2.2175,2.2163,0.004588615
2.2097,2.2075,2.2125,2.21,-0.000678365
2.197,2.195,2.2,2.1975,-0.005747387
2.2007,2.19,2.1926,2.1913,0.001684115
2.1765,2.1725,2.1775,2.175,-0.010996501
2.1765,2.155,2.175,2.165,0
2.1646,2.1668,2.17,2.1684,-0.005467494
2.1617,2.155,2.1587,2.1568,-0.001339739
2.1598,2.16,2.1625,2.1613,-0.000878938
2.1677,2.1675,2.17,2.1688,0.003657746
2.1714,2.17,2.1725,2.1713,0.001706878
2.1679,2.165,2.1675,2.1663,-0.001611863
2.148,2.15,2.1541,2.1521,-0.00917939
2.1345,2.125,2.1275,2.1263,-0.006284916
2.1704,2.175,2.1775,2.1763,0.016818927
2.1672,2.17,2.1725,2.1713,-0.001474383
2.181,2.1786,2.1825,2.1806,0.006367663
2.1698,2.165,2.1675,2.1663,-0.005135259
2.1723,2.175,2.1775,2.1763,0.00115218
2.1752,2.17,2.1775,2.1738,0.001334991
2.1586,2.135,2.14,2.1375,-0.007631482
2.1453,2.1482,2.1518,2.15,-0.006161401
2.1676,2.1725,2.1775,2.175,0.010394817
2.1894,2.1975,2.2,2.1988,0.010057206
2.1826,2.18,2.1825,2.1813,-0.003105874
2.1722,2.17,2.1725,2.1713,0.002353375
2.1727,2.17,2.1725,2.1713,0.000230181
2.1626,2.1475,2.1525,2.15,-0.004648594
2.1296,2.124,2.1275,2.1258,-0.01525941
2.1392,2.1424,2.145,2.1437,0.004507889
2.1186,2.1055,2.1118,2.1086,-0.009629768
2.102,2.1084,2.1109,2.1096,-0.007835363
2.1028,2.0883,2.0918,2.09,0.00038059
2.0817,2.0825,2.0875,2.085,-0.01003424
2.0668,2.065,2.0675,2.0663,-0.007157612
2.0641,2.0713,2.0739,2.0726,-0.001306367
2.0751,2.07,2.0725,2.0713,0.005329199
2.0555,2.0525,2.055,2.0538,-0.009445328
2.0637,2.0725,2.0769,2.0747,0.003989297
2.0763,2.0752,2.0777,2.0764,0.006105539
2.0425,2.0325,2.0503,2.0414,-0.016278958
2.0372,2.025,2.0275,2.0263,-0.002594859
2.0583,2.0593,2.0625,2.0609,0.010357353
