,time,val,per,base,buy,sell,avg
1702,220823,1.916,0.008208798,1.45,1.9175,1.92,1.9188
1703,220824,1.9149,-0.000574113,1.45,1.915,1.9175,1.9163
1704,220825,1.9401,0.013159956,1.7,1.95,1.9525,1.9513
1705,220826,1.9569,0.008659347,1.8,1.9525,1.955,1.9538
1706,220829,1.941,-0.008125096,1.8,1.9269,1.9292,1.928
1707,220830,1.9261,-0.007676455,1.75,1.9125,1.915,1.9138
1708,220831,1.9391,0.00674939,1.7,1.9092,1.9108,1.91
1709,220901,1.9044,-0.0178949,1.5,1.8975,1.9025,1.9
1710,220902,1.894,-0.005461038,1.5199,1.895,1.9,1.8975
1711,220905,1.8845,-0.005015839,1.5,1.8825,1.8858,1.8842
1712,220906,1.8845,0,1.5,1.88,1.8825,1.8813
1713,220907,1.8898,0.002812417,1.51,1.8925,1.895,1.8938
1714,220908,1.906,0.008572336,1.5,1.9,1.9025,1.9013
1715,220909,1.9135,0.003934942,1.55,1.9148,1.9175,1.9162
1716,220913,1.9221,0.004494382,1.55,1.92,1.9225,1.9213
1717,220914,1.935,0.006711409,1.6,1.9375,1.9425,1.94
1718,220915,1.9439,0.004599483,1.6,1.955,1.9575,1.9563
1719,220916,1.9756,0.016307423,1.63,1.965,1.9694,1.9672
1720,220919,1.9686,-0.003543227,1.7,1.965,1.9675,1.9663
1721,220920,1.9562,-0.006298893,1.75,1.9475,1.95,1.9488
1722,220921,1.9533,-0.001482466,1.74,1.945,1.95,1.9475
1723,220922,1.9617,0.004300415,1.65,1.9625,1.965,1.9638
1724,220923,1.9687,0.003568334,1.55,1.9725,1.9754,1.974
1725,220926,2.0095,0.020724336,1.79,2.015,2.0175,2.0163
1726,220927,1.9974,-0.006021398,1.45,1.9874,1.9906,1.989
1727,220928,1.9991,0.000851106,1.6854,2.0068,2.0103,2.0085
1728,220929,2.0235,0.012205492,2.06,2.035,2.04,2.0375
1729,220930,2.0235,0,2.06,2.0199,2.0225,2.0212
1730,221008,2.015,-0.004200642,1.65,2.015,2.05,2.0325
1731,221010,1.9757,-0.013777268,1.5401,1.9725,1.9775,1.975
1732,221011,1.9723,-0.001720909,1.6,1.98,1.9844,1.9822
1733,221012,1.9716,-0.000354916,1.61,1.9652,1.9686,1.9669
1734,221013,1.9607,-0.005528505,1.62,1.9625,1.9675,1.965
1735,221014,1.9555,-0.002652114,1.6,1.9475,1.9475,1.9475
1736,221017,1.9473,-0.004193301,1.55,1.9425,1.945,1.9438
1737,221018,1.9466,-0.000359472,1.5249,1.9446,1.9475,1.946
1738,221019,1.9461,-0.000256858,1.58,1.9475,1.95,1.9488
1739,221020,1.9568,0.005498176,1.6,1.9575,1.96,1.9588
1740,221021,1.9751,0.009352003,1.67,1.98,1.9825,1.9813
1741,221024,1.9792,0.002075844,1.71,1.9742,1.9765,1.9754
1742,221025,1.9999,0.010458771,2.2,2.0063,2.0076,2.0069
1743,221026,1.9944,-0.002750138,2.2,1.985,1.9891,1.9871
1744,221027,1.9782,-0.008122744,2.2,1.9775,1.98,1.9788
1745,221028,1.9619,-0.008239814,1.99,1.9575,1.96,1.9588
1746,221031,1.9707,0.004485448,1.94,1.9525,1.955,1.9538
1747,221101,1.9781,0.003755011,1.85,1.9756,1.9794,1.9775
1748,221102,1.9851,0.003538749,1.8,1.9875,1.99,1.9888
1749,221103,1.9866,0.000755629,1.65,1.995,1.9975,1.9963
1750,221104,1.9992,0.006342495,1.68,1.9975,2,1.9988
1751,221107,2.015,0.007903161,1.75,2.0225,2.025,2.0238
1752,221108,2.0413,0.013052109,1.84,2.0247,2.0275,2.0261
1753,221109,2.0456,0.002106501,1.91,2.055,2.0585,2.0568
1754,221110,2.0662,0.010070395,1.9,2.0831,2.0859,2.0845
1755,221111,2.0819,0.00759849,1.85,2.0918,2.095,2.0934
1756,221114,2.1809,0.047552716,1.85,2.236,2.2432,2.2396
1757,221115,2.2251,0.020266862,2,2.245,2.25,2.2475
1758,221116,2.2874,0.027998742,2.0313,2.3236,2.3253,2.3245
1759,221117,2.2745,-0.005639591,1.95,2.2383,2.242,2.2401
1760,221118,2.2353,-0.017234557,1.81,2.239,2.2412,2.2401
1761,221121,2.2123,-0.010289447,1.7,2.2294,2.2321,2.2308
1762,221122,2.2187,0.002892917,1.7111,2.2259,2.228,2.227
1763,221123,2.1915,-0.012259431,1.7,2.1841,2.1882,2.1862
1764,221124,2.1409,-0.023089208,2.1,2.155,2.1583,2.1567
1765,221125,2.1792,0.017889673,2.15,2.2143,2.2157,2.215
1766,221128,2.2192,0.01835536,2.05,2.237,2.2386,2.2378
1767,221129,2.2684,0.022170151,2.1,2.2586,2.265,2.2618
1768,221130,2.2498,-0.008199612,2.2,2.25,2.265,2.2575
1769,221201,2.2383,-0.005111565,1.75,2.2267,2.2303,2.2285
1770,221202,2.2187,-0.008756646,1.7,2.2195,2.2225,2.221
1771,221205,2.2316,0.005814216,1.7,2.2361,2.2389,2.2375
1772,221206,2.2552,0.010575372,1.66,2.27,2.275,2.2725
1773,221207,2.279,0.010553388,1.68,2.234,2.25,2.242
1774,221208,2.2443,-0.015225976,1.7,2.25,2.2536,2.2518
1775,221209,2.2579,0.006059796,1.76,2.2625,2.265,2.2638
1776,221212,2.2464,-0.005093228,1.75,2.2549,2.2569,2.2559
1777,221213,2.2655,0.008502493,1.81,2.2659,2.2681,2.267
1778,221214,2.2333,-0.014213198,1.8,2.2225,2.226,2.2243
1779,221215,2.2343,0.000447768,1.88,2.2349,2.2375,2.2362
1780,221216,2.239,0.002103567,1.82,2.2325,2.2362,2.2343
1781,221219,2.1921,-0.020946851,1.83,2.1925,2.1975,2.195
1782,221220,2.2037,0.005291729,1.9,2.2122,2.215,2.2136
1783,221221,2.2011,-0.001179834,2,2.1975,2.2,2.1988
1784,221222,2.1806,-0.009313525,1.8,2.1734,2.18,2.1767
1785,221223,2.1688,-0.005411355,1.8,2.16,2.17,2.165
1786,221226,2.1688,0,2.0558,2.18,2.185,2.1825
1787,221227,2.2315,0.028909996,5,2.24,2.2425,2.2413
1788,221228,2.2309,-0.000268877,4.8,2.23,2.24,2.235
1789,221229,2.2007,-0.013537137,3.5,2.1925,2.1975,2.195
1790,221230,2.1801,-0.009360658,3,2.1825,2.1875,2.185
1791,230103,2.1752,-0.027452383,1.9243,2.16,2.1625,2.1613
1792,230104,2.1469,-0.013010298,1.7,2.1399,2.1425,2.1412
1793,230105,2.144,-0.001350785,1.7,2.145,2.15,2.1475
1794,230106,2.1611,0.007975746,1.75,2.1638,2.1666,2.1652
1795,230109,2.1796,0.008560455,1.85,2.1788,2.1825,2.1807
1796,230110,2.2331,0.024545788,1.98,2.245,2.25,2.2475
1797,230111,2.2547,0.009672652,2.3,2.245,2.2475,2.2463
1798,230112,2.2357,-0.008426842,2.2,2.24,2.245,2.2425
1799,230113,2.2449,0.004115042,1.95,2.25,2.2531,2.2515
1800,230116,2.2877,0.019065437,2.15,2.2941,2.2993,2.2967
1801,230117,2.297,0.004065218,2.6,2.2825,2.29,2.2863
1802,230118,2.2933,-0.001610797,2.6,2.3075,2.315,2.3113
1803,230119,2.308,0.006409977,2.4,2.2925,2.3013,2.2969
1804,230120,2.2937,-0.006195841,2,2.305,2.3107,2.3078
1805,230130,2.3007,0.003051838,2.14,2.2975,2.3016,2.2996
1806,230131,2.2868,-0.00604164,2.2,2.28,2.2825,2.2813
1807,230201,2.2814,-0.002361378,2.05,2.28,2.2835,2.2818
1808,230202,2.266,-0.006750241,2.05,2.2572,2.2598,2.2585
1809,230203,2.2525,-0.005957635,1.9,2.25,2.2525,2.2513
1810,230206,2.2653,0.005682575,2.03,2.2811,2.2829,2.282
1811,230207,2.2894,0.010638767,2.3,2.285,2.2889,2.2869
1812,230208,2.2994,0.004367957,2.45,2.3067,2.3094,2.3081
1813,230209,2.2948,-0.002000522,2.4,2.2956,2.3,2.2978
1814,230210,2.2805,-0.00623148,2.08,2.28,2.2875,2.2838
1815,230213,2.2771,-0.001490901,2,2.275,2.2775,2.2763
1816,230214,2.2895,0.005445523,2.13,2.285,2.2875,2.2863
1817,230215,2.3081,0.008124045,2.1,2.3,2.3025,2.3013
1818,230216,2.3165,0.003639357,2.13,2.31,2.315,2.3125
1819,230217,2.3192,0.001165551,2.5,2.3092,2.3125,2.3108
1820,230220,2.339,0.008537427,2.3,2.355,2.3585,2.3568
1821,230221,2.3627,0.010132535,2.2007,2.36,2.3625,2.3613
1822,230222,2.3757,0.00550218,2.65,2.385,2.39,2.3875
1823,230223,2.4116,0.015111336,2.6,2.425,2.4276,2.4263
1824,230224,2.4157,0.001700116,2.6,2.4171,2.42,2.4185
1825,230227,2.4226,0.002856315,2.65,2.425,2.4275,2.4263
1826,230228,2.4549,0.013332783,2.85,2.435,2.4375,2.4363
1827,230301,2.4229,-0.013035154,2.12,2.4175,2.42,2.4188
1828,230302,2.431,0.003343101,2.2,2.455,2.46,2.4575
1829,230303,2.4585,0.011312217,2,2.4525,2.455,2.4538
1830,230306,2.4212,-0.015171853,2,2.41,2.4125,2.4113
1831,230307,2.4198,-0.000578226,2,2.4123,2.4146,2.4134
1832,230308,2.4237,0.001611703,2,2.4317,2.435,2.4333
1833,230309,2.425,0.00053637,2.1,2.43,2.4341,2.4321
1834,230310,2.4083,-0.006886598,2.1,2.4009,2.4031,2.402
1835,230313,2.4078,-0.000207615,2.2,2.41,2.4125,2.4113
1836,230314,2.4021,-0.002367306,2.2,2.3994,2.4023,2.4008
1837,230315,2.4229,0.00865909,2.25,2.4225,2.425,2.4238
1838,230316,2.4104,-0.005159107,2.3,2.4,2.4044,2.4022
1839,230317,2.3992,-0.004646532,2.3,2.3975,2.4,2.3988
